gene_set,gene,ensembl_id,present_in_ahba,match_method,gene_weight,missing_handling
weighted,WDR5B,ENSG00000196981,False,exact approved gene symbol,0.0709794387221336,excluded with identifier retained in audit
weighted,RPP38,ENSG00000152464,True,exact approved gene symbol,0.0709610506892204,included
weighted,B3GALT1,ENSG00000172318,True,exact approved gene symbol,0.0701578333973884,included
weighted,ANK2,ENSG00000145362,True,exact approved gene symbol,0.0663385838270187,included
weighted,IL1RL2,ENSG00000115598,False,exact approved gene symbol,0.0639316365122795,excluded with identifier retained in audit
weighted,MIX23,ENSG00000160124,False,exact approved gene symbol,0.0616993047297,excluded with identifier retained in audit
weighted,TPX2,ENSG00000088325,True,exact approved gene symbol,0.0610919557511806,included
weighted,NOL4,ENSG00000101746,True,exact approved gene symbol,0.0601187869906425,included
weighted,CNTLN,ENSG00000044459,True,exact approved gene symbol,0.0592545457184314,included
weighted,WDR6,ENSG00000178252,True,exact approved gene symbol,0.0575480684638023,included
weighted,NTPCR,ENSG00000135778,True,exact approved gene symbol,0.0572280026972293,included
weighted,ARIH2,ENSG00000177479,True,exact approved gene symbol,0.0570767857134342,included
weighted,CCDC90B,ENSG00000137500,True,exact approved gene symbol,0.0561612658202648,included
weighted,ZDHHC2,ENSG00000104219,True,exact approved gene symbol,0.0558798909187316,included
weighted,PRSS3,ENSG00000010438,True,exact approved gene symbol,0.0544609166681766,included
weighted,IL1R2,ENSG00000115590,False,exact approved gene symbol,0.0528845749795436,excluded with identifier retained in audit
weighted,DEPDC1B,ENSG00000035499,False,exact approved gene symbol,0.0517827272415161,excluded with identifier retained in audit
