disease,disease_id,gene_set,region_id,region,z_score,gene_set_fdr,spatial_null_p,spatial_null_fdr,spatial_robustness,robustness_rank,spatially_robust,n_spatial_permutations,donor_median_rank_percentile,donor_rank_iqr,donors_observed
Parkinson disease,parkinson,broad,22,Frontal Med Orb R,1.691039744518506,0.4765123487651235,0.0796920307969203,0.8384690942670439,0.9203079692030797,10,False,10000,0.895673076923077,0.04182692307692315,2
Parkinson disease,parkinson,broad,23,Rectus L,0.9618878677240716,0.714078592140786,0.27857214278572145,0.8701578821709666,0.7214278572142785,40,False,10000,0.6819711538461539,0.3152799317617866,6
Parkinson disease,parkinson,broad,24,Rectus R,0.7083663580616384,0.7490679503478223,0.28997100289971,0.8701578821709666,0.71002899710029,45,False,10000,0.8605769230769231,0.014423076923076983,2
Parkinson disease,parkinson,broad,25,OFCmed L,-0.04775829230961492,0.9198545261752894,0.5253474652534746,0.9379814959680504,0.47465253474652536,71,False,10000,0.6038461538461538,0.3327688818238213,6
Parkinson disease,parkinson,broad,26,OFCmed R,0.0511743753616452,0.9198545261752894,0.49525047495250474,0.9379814959680504,0.5047495250474953,67,False,10000,0.7378605769230769,0.18401442307692295,2
Parkinson disease,parkinson,broad,27,OFCant L,0.14267839063480928,0.9198545261752894,0.47285271472852713,0.9379814959680504,0.5271472852714729,64,False,10000,0.8362282878411911,0.35098674007444175,6
Parkinson disease,parkinson,broad,28,OFCant R,2.899141329332949,0.1862813718628137,0.019498050194980503,0.8384690942670439,0.9805019498050195,2,False,10000,0.9266225961538461,0.034314903846153766,2
Parkinson disease,parkinson,broad,29,OFCpost L,-0.9799332536727763,0.9936028619360286,0.8035196480351965,0.9777158647771587,0.1964803519648035,105,False,10000,0.4193548387096774,0.07729528535980151,6
Parkinson disease,parkinson,broad,30,OFCpost R,-0.11224720988967354,0.9198545261752894,0.5543445655434457,0.9379814959680504,0.4456554344565543,77,False,10000,0.7087139423076922,0.07590144230769236,2
Parkinson disease,parkinson,broad,31,OFClat L,-1.3070922102672955,0.9936028619360286,0.8216178382161784,0.9777158647771587,0.1783821617838216,106,False,10000,0.42741935483870963,0.7443548387096773,4
Parkinson disease,parkinson,broad,32,OFClat R,-1.717864812177435,0.9936028619360286,0.9021097890210978,0.9777158647771587,0.09789021097890216,124,False,10000,0.7216947115384615,0.09861778846153846,2
Parkinson disease,parkinson,broad,33,Insula L,-0.6281992259972241,0.9936028619360286,0.718928107189281,0.9777158647771587,0.281071892810719,99,False,10000,0.45384615384615384,0.2932382133995038,6
Parkinson disease,parkinson,broad,34,Insula R,-0.9471008724640839,0.9936028619360286,0.8224177582241776,0.9777158647771587,0.17758224177582238,107,False,10000,0.40775240384615385,0.10006009615384615,2
Parkinson disease,parkinson,broad,37,Cingulate Mid L,1.189782651818424,0.6434245464342455,0.1336866313368663,0.8701578821709666,0.8663133686631337,18,False,10000,0.5903225806451613,0.18368486352357316,6
Parkinson disease,parkinson,broad,38,Cingulate Mid R,0.9720496541987912,0.714078592140786,0.19518048195180482,0.8701578821709666,0.8048195180481952,29,False,10000,0.44092548076923077,0.12061298076923083,2
Parkinson disease,parkinson,broad,39,Cingulate Post L,-1.4292076503710325,0.9936028619360286,0.9046095390460954,0.9777158647771587,0.09539046095390458,125,False,10000,0.5161290322580645,0.38894230769230764,5
Parkinson disease,parkinson,broad,41,Hippocampus L,1.741554829184007,0.4765123487651235,0.06719328067193281,0.8384690942670439,0.9328067193280671,8,False,10000,0.5961538461538461,0.15352822580645165,6
Parkinson disease,parkinson,broad,42,Hippocampus R,0.8180509716813544,0.7490679503478223,0.2502749725027497,0.8701578821709666,0.7497250274972502,35,False,10000,0.4201923076923077,0.20480769230769236,2
Parkinson disease,parkinson,broad,43,ParaHippocampal L,-0.10275364096762091,0.9198545261752894,0.5503449655034497,0.9379814959680504,0.4496550344965503,75,False,10000,0.4395781637717121,0.33394172611662537,6
Parkinson disease,parkinson,broad,44,ParaHippocampal R,0.3721901145028161,0.9086646890866469,0.40305969403059694,0.9379814959680504,0.5969403059694031,54,False,10000,0.6508413461538461,0.041466346153846034,2
Parkinson disease,parkinson,broad,45,Amygdala L,1.4627435361972438,0.5584809940058626,0.09509049095090491,0.8384690942670439,0.9049095090490951,15,False,10000,0.6612903225806451,0.3307692307692308,5
Parkinson disease,parkinson,broad,46,Amygdala R,1.1680211920048873,0.6434245464342455,0.16698330166983302,0.8701578821709666,0.833016698330167,23,False,10000,0.41388221153846155,0.39080528846153845,2
Parkinson disease,parkinson,broad,47,Calcarine L,0.05166279027841671,0.9198545261752894,0.5006499350064993,0.9379814959680504,0.49935006499350065,68,False,10000,0.21862399193548387,0.23088651519851117,6
Parkinson disease,parkinson,broad,48,Calcarine R,1.3961831760690315,0.5622937706229377,0.1518848115188481,0.8701578821709666,0.8481151884811519,22,False,10000,0.1891826923076923,0.0954326923076923,2
Parkinson disease,parkinson,broad,49,Cuneus L,0.7332037024839595,0.7490679503478223,0.29457054294570545,0.8701578821709666,0.7054294570542945,46,False,10000,0.1774193548387097,0.1655048076923077,5
Parkinson disease,parkinson,broad,51,Lingual L,-0.3595951477528123,0.9537368843760784,0.6361363863613638,0.9542045795420457,0.3638636136386362,92,False,10000,0.11451612903225807,0.17850302419354838,6
Parkinson disease,parkinson,broad,52,Lingual R,-0.3593154189150753,0.9537368843760784,0.652034796520348,0.957242573614979,0.347965203479652,94,False,10000,0.16310096153846154,0.04002403846153846,2
Parkinson disease,parkinson,broad,53,Occipital Sup L,-0.15975639152418716,0.9198545261752894,0.575042495750425,0.9379814959680504,0.424957504249575,84,False,10000,0.34590570719602975,0.15130369882133998,4
Parkinson disease,parkinson,broad,55,Occipital Mid L,0.982597009199454,0.714078592140786,0.22747725227477253,0.8701578821709666,0.7725227477252274,31,False,10000,0.44999999999999996,0.5683002481389577,6
Parkinson disease,parkinson,broad,56,Occipital Mid R,2.0722214987117376,0.4765123487651235,0.050594940505949405,0.8384690942670439,0.9494050594940506,6,False,10000,0.653125,0.24687500000000007,2
Parkinson disease,parkinson,broad,57,Occipital Inf L,0.15328568492431013,0.9198545261752894,0.46535346465353467,0.9379814959680504,0.5346465353464653,63,False,10000,0.5307692307692308,0.19767563585607945,6
Parkinson disease,parkinson,broad,58,Occipital Inf R,0.4892436746971102,0.8432779363573077,0.3491650834916508,0.9266304138816887,0.6508349165083491,52,False,10000,0.5677884615384615,0.2552884615384616,2
Parkinson disease,parkinson,broad,59,Fusiform L,1.2304840478592427,0.6434245464342455,0.1812818718128187,0.8701578821709666,0.8187181281871813,26,False,10000,0.3216985887096774,0.300130854528536,6
Parkinson disease,parkinson,broad,60,Fusiform R,0.26454844820285633,0.9198545261752894,0.41725827417258277,0.9379814959680504,0.5827417258274172,55,False,10000,0.30528846153846156,0.11778846153846151,2
Parkinson disease,parkinson,broad,61,Postcentral L,-0.4895936979946692,0.9936028619360286,0.678032196780322,0.9777158647771587,0.321967803219678,95,False,10000,0.4558312655086849,0.23560794044665012,6
Parkinson disease,parkinson,broad,62,Postcentral R,-0.9629236766491068,0.9936028619360286,0.7826217378262174,0.9777158647771587,0.21737826217378264,102,False,10000,0.3286658653846154,0.1021033653846154,2
Parkinson disease,parkinson,broad,63,Parietal Sup L,1.0853228698229354,0.6923950462096646,0.19138086191380863,0.8701578821709666,0.8086191380861913,27,False,10000,0.4423076923076923,0.2522952853598015,6
Parkinson disease,parkinson,broad,64,Parietal Sup R,-1.2153517946850592,0.9936028619360286,0.8252174782521747,0.9777158647771587,0.17478252174782527,108,False,10000,0.042548076923076925,0.011298076923076925,2
Parkinson disease,parkinson,broad,65,Parietal Inf L,-0.17799773094537052,0.9198545261752894,0.5854414558544145,0.9394293128826652,0.41455854414558546,86,False,10000,0.5507444168734491,0.11234491315136474,6
Parkinson disease,parkinson,broad,66,Parietal Inf R,0.7828773780648527,0.7490679503478223,0.28987101289871015,0.8701578821709666,0.7101289871012899,44,False,10000,0.3780048076923077,0.2373798076923077,2
Parkinson disease,parkinson,broad,67,SupraMarginal L,1.534522024029986,0.5321092890710929,0.0892910708929107,0.8384690942670439,0.9107089291070893,13,False,10000,0.3477822580645161,0.5121665632754342,6
Parkinson disease,parkinson,broad,68,SupraMarginal R,-1.7314979988503567,0.9936028619360286,0.9277072292770723,0.9777158647771587,0.07229277072292772,130,False,10000,0.18125,0.11874999999999998,2
Parkinson disease,parkinson,broad,69,Angular L,1.138350898590986,0.6434245464342455,0.194980501949805,0.8701578821709666,0.805019498050195,28,False,10000,0.4153846153846154,0.18557692307692308,5
Parkinson disease,parkinson,broad,70,Angular R,0.18340306241009527,0.9198545261752894,0.45815418458154183,0.9379814959680504,0.5418458154184582,62,False,10000,0.21286057692307692,0.040985576923076916,2
Parkinson disease,parkinson,broad,71,Precuneus L,-1.4070787519654044,0.9936028619360286,0.8434156584341566,0.9777158647771587,0.15658434156584344,112,False,10000,0.3066706730769231,0.17002268145161287,6
Parkinson disease,parkinson,broad,72,Precuneus R,1.4467108787951783,0.5584809940058626,0.17148285171482852,0.8701578821709666,0.8285171482851714,25,False,10000,0.22049278846153847,0.05643028846153847,2
Parkinson disease,parkinson,broad,73,Paracentral Lobule L,-0.3470639877290813,0.9537368843760784,0.6321367863213678,0.9542045795420457,0.3678632136786322,91,False,10000,0.45306490384615383,0.1864328086228288,6
Parkinson disease,parkinson,broad,74,Paracentral Lobule R,-0.1065070164404268,0.9198545261752894,0.5543445655434457,0.9379814959680504,0.4456554344565543,77,False,10000,0.5261418269230769,0.372295673076923,2
Parkinson disease,parkinson,broad,75,Caudate L,-3.031412631656495,0.9989001099890011,0.9932006799320068,0.9932006799320068,0.00679932006799322,138,False,10000,0.06580528846153846,0.05394599100496278,6
Parkinson disease,parkinson,broad,76,Caudate R,-2.8798719893466163,0.9989001099890011,0.9917008299170083,0.9932006799320068,0.008299170082991747,137,False,10000,0.06568509615384616,0.026622596153846156,2
Parkinson disease,parkinson,broad,77,Putamen L,-1.903999906587311,0.9936028619360286,0.9352064793520648,0.9777158647771587,0.0647935206479352,132,False,10000,0.12013221153846154,0.07405300093052108,6
