disease,disease_id,gene_set,region_id,region,z_score,gene_set_fdr,spatial_null_p,spatial_null_fdr,spatial_robustness,robustness_rank,spatially_robust,n_spatial_permutations,donor_median_rank_percentile,donor_rank_iqr,donors_observed
Amyotrophic lateral sclerosis,als,broad,11,Frontal Inf Orb 2 L,0.18143665212367527,0.8693130686931306,0.44465553444655537,0.9105060082227071,0.5553444655534446,67,False,10000,0.6576923076923077,0.103970223325062,6
Amyotrophic lateral sclerosis,als,broad,12,Frontal Inf Orb 2 R,-0.009506413200159327,0.9105651934806519,0.5345465453454654,0.9826443826205614,0.4654534546545346,75,False,10000,0.8293870192307693,0.009074519230769185,2
Amyotrophic lateral sclerosis,als,broad,13,Rolandic Oper L,-0.8663322332621375,0.931061893810619,0.8421157884211579,0.9826443826205614,0.15788421157884214,117,False,10000,0.4258064516129032,0.24683622828784113,6
Amyotrophic lateral sclerosis,als,broad,14,Rolandic Oper R,0.22810125995341834,0.8580232885802328,0.41525847415258477,0.8867205587133594,0.5847415258474152,62,False,10000,0.6454927884615385,0.23143028846153846,2
Amyotrophic lateral sclerosis,als,broad,15,Supp Motor Area L,-0.09872606045519972,0.9105651934806519,0.5869413058694131,0.9826443826205614,0.41305869413058693,79,False,10000,0.38076923076923075,0.26277915632754345,6
Amyotrophic lateral sclerosis,als,broad,16,Supp Motor Area R,-0.02873280419344301,0.9105651934806519,0.5531446855314468,0.9826443826205614,0.4468553144685532,77,False,10000,0.3740985576923077,0.2587139423076923,2
Amyotrophic lateral sclerosis,als,broad,17,Olfactory L,-2.4211072967315768,0.9942005799420058,0.9983001699830018,0.9983001699830018,0.0016998300169982494,138,False,10000,0.04322076612903226,0.057945293114143925,4
Amyotrophic lateral sclerosis,als,broad,18,Olfactory R,-1.7367255266377022,0.9737158637077468,0.960903909609039,0.9826443826205614,0.03909609039096096,134,False,10000,0.05402644230769231,0.030588942307692303,2
Amyotrophic lateral sclerosis,als,broad,19,Frontal Sup Medial L,0.246460067891585,0.8544530162368379,0.41755824417558246,0.8867205587133594,0.5824417558244175,64,False,10000,0.614516129032258,0.11921719913151363,6
Amyotrophic lateral sclerosis,als,broad,20,Frontal Sup Medial R,1.6428042824907847,0.8544530162368379,0.048995100489951,0.8793051729309828,0.951004899510049,4,False,10000,0.6028245192307693,0.2643629807692308,2
Amyotrophic lateral sclerosis,als,broad,21,Frontal Med Orb L,-0.9969387728223528,0.9422948330166983,0.8465153484651535,0.9826443826205614,0.15348465153484647,118,False,10000,0.41645665322580644,0.3550025201612904,6
Amyotrophic lateral sclerosis,als,broad,22,Frontal Med Orb R,0.4411997622225702,0.8544530162368379,0.3702629737026297,0.8867205587133594,0.6297370262973703,55,False,10000,0.5415865384615385,0.13533653846153842,2
Amyotrophic lateral sclerosis,als,broad,23,Rectus L,-1.0568600563124553,0.9422948330166983,0.8817118288171183,0.9826443826205614,0.11828817118288171,123,False,10000,0.1748991935483871,0.15932459677419356,6
Amyotrophic lateral sclerosis,als,broad,24,Rectus R,-0.6109521251999025,0.916376219520905,0.7472252774722528,0.9826443826205614,0.25277472252774724,100,False,10000,0.39975961538461535,0.06899038461538459,2
Amyotrophic lateral sclerosis,als,broad,25,OFCmed L,-0.6194515857147592,0.916376219520905,0.774022597740226,0.9826443826205614,0.22597740225977403,106,False,10000,0.4461538461538462,0.16224701457816376,6
Amyotrophic lateral sclerosis,als,broad,26,OFCmed R,-0.8555039794010325,0.931061893810619,0.8504149585041496,0.9826443826205614,0.1495850414958504,119,False,10000,0.3847355769230769,0.13088942307692308,2
Amyotrophic lateral sclerosis,als,broad,27,OFCant L,0.12455236353085075,0.8901055099969455,0.47685231476852313,0.9355091517875239,0.5231476852314769,69,False,10000,0.670733173076923,0.25422514733250623,6
Amyotrophic lateral sclerosis,als,broad,28,OFCant R,0.5675756494228854,0.8544530162368379,0.29227077292270776,0.8867205587133594,0.7077292270772922,41,False,10000,0.6011418269230769,0.04729567307692295,2
Amyotrophic lateral sclerosis,als,broad,29,OFCpost L,-1.2989635135847042,0.9517887905865902,0.9485051494850515,0.9826443826205614,0.05149485051494851,131,False,10000,0.25,0.38815136476426804,6
Amyotrophic lateral sclerosis,als,broad,30,OFCpost R,-0.48584054940986665,0.916376219520905,0.6852314768523148,0.9826443826205614,0.3147685231476852,92,False,10000,0.42007211538461536,0.3106971153846153,2
Amyotrophic lateral sclerosis,als,broad,31,OFClat L,-1.0746555359970924,0.9422948330166983,0.9372062793720628,0.9826443826205614,0.0627937206279372,129,False,10000,0.27419354838709675,0.16650124069478908,4
Amyotrophic lateral sclerosis,als,broad,32,OFClat R,-1.0995935764694194,0.9422948330166983,0.9166083391660834,0.9826443826205614,0.08339166083391658,126,False,10000,0.6854567307692307,0.07608173076923075,2
Amyotrophic lateral sclerosis,als,broad,33,Insula L,-0.8773234724807067,0.931061893810619,0.8578142185781422,0.9826443826205614,0.14218578142185778,120,False,10000,0.34224759615384615,0.3589649891439206,6
Amyotrophic lateral sclerosis,als,broad,34,Insula R,-1.1498321094945236,0.9422948330166983,0.889011098890111,0.9826443826205614,0.11098890110988902,124,False,10000,0.25348557692307694,0.1996394230769231,2
Amyotrophic lateral sclerosis,als,broad,37,Cingulate Mid L,-1.003564548732495,0.9422948330166983,0.8696130386961304,0.9826443826205614,0.13038696130386962,121,False,10000,0.3038461538461539,0.2334987593052109,6
Amyotrophic lateral sclerosis,als,broad,38,Cingulate Mid R,-1.7175540943107575,0.9737158637077468,0.9671032896710329,0.9826443826205614,0.03289671032896713,135,False,10000,0.2006610576923077,0.11472355769230769,2
Amyotrophic lateral sclerosis,als,broad,39,Cingulate Post L,1.2529034217216757,0.8544530162368379,0.1116888311168883,0.8793051729309828,0.8883111688831117,14,False,10000,0.7384615384615385,0.16129032258064513,5
Amyotrophic lateral sclerosis,als,broad,41,Hippocampus L,0.8898694032185713,0.8544530162368379,0.22707729227077292,0.8867205587133594,0.7729227077292271,34,False,10000,0.2230769230769231,0.07158808933002486,6
Amyotrophic lateral sclerosis,als,broad,42,Hippocampus R,1.0023041151973464,0.8544530162368379,0.1802819718028197,0.8793051729309828,0.8197180281971803,27,False,10000,0.2212139423076923,0.03659855769230769,2
Amyotrophic lateral sclerosis,als,broad,43,ParaHippocampal L,-0.49086758726428853,0.916376219520905,0.7596240375962404,0.9826443826205614,0.24037596240375958,104,False,10000,0.0967741935483871,0.15806451612903227,6
Amyotrophic lateral sclerosis,als,broad,44,ParaHippocampal R,-0.87141332215077,0.931061893810619,0.8271172882711729,0.9826443826205614,0.17288271172882708,115,False,10000,0.20228365384615385,0.09459134615384618,2
Amyotrophic lateral sclerosis,als,broad,45,Amygdala L,-0.4504002989044454,0.916376219520905,0.7273272672732727,0.9826443826205614,0.2726727327267273,98,False,10000,0.2692307692307692,0.16923076923076924,5
Amyotrophic lateral sclerosis,als,broad,46,Amygdala R,-0.2121062654818443,0.9105651934806519,0.6044395560443956,0.9826443826205614,0.3955604439556044,80,False,10000,0.1756610576923077,0.16027644230769228,2
Amyotrophic lateral sclerosis,als,broad,47,Calcarine L,0.7348309918797609,0.8544530162368379,0.31996800319968005,0.8867205587133594,0.6800319968003199,47,False,10000,0.6694789081885856,0.0775279156327543,6
Amyotrophic lateral sclerosis,als,broad,48,Calcarine R,1.0711740171021036,0.8544530162368379,0.15558444155584442,0.8793051729309828,0.8444155584441556,22,False,10000,0.6278245192307692,0.010637019230769207,2
Amyotrophic lateral sclerosis,als,broad,49,Cuneus L,1.8874708591588796,0.8544530162368379,0.0344965503449655,0.8793051729309828,0.9655034496550345,3,False,10000,0.8769230769230769,0.08786057692307692,5
Amyotrophic lateral sclerosis,als,broad,51,Lingual L,0.35791788469827207,0.8544530162368379,0.4176582341765823,0.8867205587133594,0.5823417658234177,65,False,10000,0.3758064516129032,0.3872208436724565,6
Amyotrophic lateral sclerosis,als,broad,52,Lingual R,0.6658811124366131,0.8544530162368379,0.2810718928107189,0.8867205587133594,0.718928107189281,39,False,10000,0.5283653846153846,0.15913461538461537,2
Amyotrophic lateral sclerosis,als,broad,53,Occipital Sup L,0.5160117141447004,0.8544530162368379,0.35136486351364865,0.8867205587133594,0.6486351364863514,52,False,10000,0.6632754342431761,0.2715357475186103,4
Amyotrophic lateral sclerosis,als,broad,55,Occipital Mid L,1.0625369653743288,0.8544530162368379,0.1847815218478152,0.8793051729309828,0.8152184781521847,29,False,10000,0.5403225806451613,0.26782917183622823,6
Amyotrophic lateral sclerosis,als,broad,56,Occipital Mid R,2.2033575219629684,0.8544530162368379,0.0035996400359964,0.43465653434656537,0.9964003599640036,1,False,10000,0.8637019230769231,0.08245192307692295,2
Amyotrophic lateral sclerosis,als,broad,57,Occipital Inf L,1.3480183392783107,0.8544530162368379,0.097990200979902,0.8793051729309828,0.902009799020098,13,False,10000,0.8259305210918114,0.21269579714640197,6
Amyotrophic lateral sclerosis,als,broad,58,Occipital Inf R,1.6620233020778608,0.8544530162368379,0.0654934506549345,0.8793051729309828,0.9345065493450655,7,False,10000,0.8872596153846154,0.043509615384615286,2
Amyotrophic lateral sclerosis,als,broad,59,Fusiform L,-0.19186941857882076,0.9105651934806519,0.6075392460753924,0.9826443826205614,0.39246075392460755,81,False,10000,0.21178660049627793,0.13052109181141436,6
Amyotrophic lateral sclerosis,als,broad,60,Fusiform R,-1.1912128807047813,0.946221656904077,0.9307069293070693,0.9826443826205614,0.06929307069293067,127,False,10000,0.10799278846153847,0.06893028846153845,2
Amyotrophic lateral sclerosis,als,broad,61,Postcentral L,0.4891076587444145,0.8544530162368379,0.3374662533746625,0.8867205587133594,0.6625337466253375,51,False,10000,0.7325120192307693,0.367739027605459,6
Amyotrophic lateral sclerosis,als,broad,62,Postcentral R,-0.2501509688148042,0.9105651934806519,0.6264373562643736,0.9826443826205614,0.3735626437356264,85,False,10000,0.49284855769230773,0.07746394230769227,2
Amyotrophic lateral sclerosis,als,broad,63,Parietal Sup L,1.2415746705334818,0.8544530162368379,0.1362863713628637,0.8793051729309828,0.8637136286371363,19,False,10000,0.6153846153846154,0.20800538926799017,6
Amyotrophic lateral sclerosis,als,broad,64,Parietal Sup R,0.5123527798302722,0.8544530162368379,0.3291670832916708,0.8867205587133594,0.6708329167083291,49,False,10000,0.39393028846153844,0.18299278846153844,2
Amyotrophic lateral sclerosis,als,broad,65,Parietal Inf L,1.2569718503902385,0.8544530162368379,0.0867913208679132,0.8793051729309828,0.9132086791320868,10,False,10000,0.6771712158808934,0.2655086848635235,6
Amyotrophic lateral sclerosis,als,broad,66,Parietal Inf R,1.8828530684433258,0.8544530162368379,0.0542945705429457,0.8793051729309828,0.9457054294570543,6,False,10000,0.6417067307692308,0.2198317307692308,2
Amyotrophic lateral sclerosis,als,broad,67,SupraMarginal L,0.7300092417257347,0.8544530162368379,0.20987901209879012,0.8835298288352983,0.7901209879012099,31,False,10000,0.3548387096774194,0.2764723557692308,6
Amyotrophic lateral sclerosis,als,broad,68,SupraMarginal R,-0.3371188196203821,0.9105651934806519,0.6856314368563143,0.9826443826205614,0.31436856314368566,93,False,10000,0.1662860576923077,0.0490985576923077,2
Amyotrophic lateral sclerosis,als,broad,69,Angular L,0.9072028509893931,0.8544530162368379,0.19308069193080693,0.8835298288352983,0.8069193080691931,30,False,10000,0.4076923076923077,0.14415322580645162,5
Amyotrophic lateral sclerosis,als,broad,70,Angular R,-0.34234490198100237,0.9105651934806519,0.6683331666833316,0.9826443826205614,0.33166683331666835,90,False,10000,0.32079326923076923,0.11766826923076923,2
Amyotrophic lateral sclerosis,als,broad,71,Precuneus L,0.6125777883538164,0.8544530162368379,0.37066293370662934,0.8867205587133594,0.6293370662933706,56,False,10000,0.6687344913151365,0.2451612903225806,6
Amyotrophic lateral sclerosis,als,broad,72,Precuneus R,1.341848319323533,0.8544530162368379,0.1292870712928707,0.8793051729309828,0.8707129287071294,17,False,10000,0.4555889423076923,0.22902644230769226,2
Amyotrophic lateral sclerosis,als,broad,73,Paracentral Lobule L,-0.6401337829292597,0.916376219520905,0.77992200779922,0.9826443826205614,0.22007799220077995,107,False,10000,0.4884615384615385,0.2967741935483871,6
Amyotrophic lateral sclerosis,als,broad,74,Paracentral Lobule R,1.16475526699233,0.8544530162368379,0.14128587141285873,0.8793051729309828,0.8587141285871412,21,False,10000,0.7576322115384615,0.2345552884615384,2
Amyotrophic lateral sclerosis,als,broad,75,Caudate L,0.04872025929194081,0.8984020516867232,0.49505049495050496,0.9355091517875239,0.504949505049495,73,False,10000,0.3915264423076923,0.1711354295905707,6
Amyotrophic lateral sclerosis,als,broad,76,Caudate R,0.27218344357716173,0.8544530162368379,0.41125887411258877,0.8867205587133594,0.5887411258874112,61,False,10000,0.3836538461538461,0.008653846153846179,2
Amyotrophic lateral sclerosis,als,broad,77,Putamen L,0.29989038221927666,0.8544530162368379,0.3955604439556044,0.8867205587133594,0.6044395560443956,60,False,10000,0.38660049627791565,0.09885914236972704,6
Amyotrophic lateral sclerosis,als,broad,78,Putamen R,0.42627561070361086,0.8544530162368379,0.32396760323967605,0.8867205587133594,0.6760323967603239,48,False,10000,0.3380408653846154,0.10727163461538464,2
Amyotrophic lateral sclerosis,als,broad,79,Pallidum L,0.7944103790390207,0.8544530162368379,0.18318168183181682,0.8793051729309828,0.8168183181681832,28,False,10000,0.726302729528536,0.213151364764268,6
Amyotrophic lateral sclerosis,als,broad,80,Pallidum R,-0.2326403784668489,0.9105651934806519,0.6182381761823817,0.9826443826205614,0.38176182381761825,83,False,10000,0.7328725961538461,0.040564903846153966,2
Amyotrophic lateral sclerosis,als,broad,83,Heschl L,0.6161281602522629,0.8544530162368379,0.25277472252774724,0.8867205587133594,0.7472252774722528,38,False,10000,0.6129032258064516,0.41315136476426806,5
Amyotrophic lateral sclerosis,als,broad,84,Heschl R,1.1292610884637357,0.8544530162368379,0.09009099090090991,0.8793051729309828,0.9099090090990901,11,False,10000,0.8838341346153846,0.014603365384615374,2
Amyotrophic lateral sclerosis,als,broad,85,Temporal Sup L,0.5024751173177449,0.8544530162368379,0.3164683531646835,0.8867205587133594,0.6835316468353165,46,False,10000,0.39495192307692306,0.20444711538461535,6
Amyotrophic lateral sclerosis,als,broad,86,Temporal Sup R,-0.22166935213486555,0.9105651934806519,0.6259374062593741,0.9826443826205614,0.3740625937406259,84,False,10000,0.36778846153846156,0.05528846153846151,2
Amyotrophic lateral sclerosis,als,broad,87,Temporal Pole Sup L,-1.4691479973187376,0.9664221547770036,0.9602039796020398,0.9826443826205614,0.03979602039796015,133,False,10000,0.07841191066997519,0.08746704404466502,6
Amyotrophic lateral sclerosis,als,broad,88,Temporal Pole Sup R,-0.8533185509425575,0.931061893810619,0.821017898210179,0.9826443826205614,0.178982101789821,113,False,10000,0.23185096153846155,0.09122596153846158,2
Amyotrophic lateral sclerosis,als,broad,89,Temporal Mid L,1.2083224303886875,0.8544530162368379,0.09299070092990701,0.8793051729309828,0.907009299070093,12,False,10000,0.4,0.28245870812655083,6
Amyotrophic lateral sclerosis,als,broad,90,Temporal Mid R,-0.7143604342501996,0.9251181076582607,0.7675232476752325,0.9826443826205614,0.2324767523247675,105,False,10000,0.27518028846153847,0.0017427884615385247,2
Amyotrophic lateral sclerosis,als,broad,91,Temporal Pole Mid L,-1.545100949862458,0.9691986025278069,0.9523047695230477,0.9826443826205614,0.047695230476952344,132,False,10000,0.09416873449131513,0.08114143920595532,4
