disease,disease_id,gene_set,cell_type,cell_type_class,marker_source,overlap,gene_count,background_count,effect_size,p_value,genes,fdr
Amyotrophic lateral sclerosis,als,broad,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,186,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,broad,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,GPX3,0.7327901268512415
Amyotrophic lateral sclerosis,als,stringent,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,MOBP,0.7327901268512415
Amyotrophic lateral sclerosis,als,stringent,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,SOD1,0.7327901268512415
Amyotrophic lateral sclerosis,als,stringent,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,7,200,11.165714285714284,0.08621060315896958,MOBP,0.7327901268512415
Amyotrophic lateral sclerosis,als,stringent,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,186,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,stringent,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,7,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,LINGO2,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,GPX3,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,MOBP,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,SOD1,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,LINGO2,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,LINGO2,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,MOBP,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,SH3RF1,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,22,200,3.5527272727272727,0.24684311504378,LINGO2,0.9325184346098356
Amyotrophic lateral sclerosis,als,weighted,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,186,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Amyotrophic lateral sclerosis,als,weighted,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,22,200,0.0,1.0,,1.0
Attention deficit-hyperactivity disorder,adhd,broad,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,31,200,10.08516129032258,0.0006241520733316392,CDH8;FOXP2;KIZ;TMEM200C,0.02122117049327573
Attention deficit-hyperactivity disorder,adhd,broad,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,31,200,7.563870967741935,0.007124432332552927,COL9A1;MDFIC;VGLL3,0.06055767482669988
