donor,region_id,region,broad_score,stringent_score,weighted_score,n_broad_genes_observed,n_stringent_genes_observed,n_weighted_genes_observed
10021,23,Rectus L,0.5185322868645807,0.5319964271663651,0.5222067187585484,123,34,123
10021,24,Rectus R,0.5375555019440242,0.551732951850392,0.5453468211604233,123,34,123
10021,25,OFCmed L,0.5296547059600246,0.5515090596280663,0.5270940679796856,123,34,123
10021,26,OFCmed R,0.5330367034476219,0.5417012845266755,0.5515686409757394,123,34,123
10021,27,OFCant L,0.5015580235628395,0.5180316281698686,0.5079120961218707,123,34,123
10021,28,OFCant R,0.5497301901462079,0.5667195238419975,0.566967143044324,123,34,123
10021,29,OFCpost L,0.41346783682436794,0.4626440522723605,0.4305651433386887,123,34,123
10021,30,OFCpost R,0.5295139880329065,0.5269374749613392,0.5211516411719841,123,34,123
10021,31,OFClat L,,,,0,0,0
10021,32,OFClat R,0.5074944207997548,0.558671195047741,0.5362168905544968,123,34,123
10021,33,Insula L,0.5400788894041519,0.5450576716090533,0.542781769605426,123,34,123
10021,34,Insula R,0.5056946274564653,0.5177033595543447,0.5121442854249487,123,34,123
10021,37,Cingulate Mid L,0.489914900773547,0.5042668758909147,0.49647255920875777,123,34,123
10021,38,Cingulate Mid R,0.49062402914082826,0.502055149141416,0.4936704924146921,123,34,123
10021,39,Cingulate Post L,0.49220587141080985,0.45170110374663675,0.4833807060136633,123,34,123
10021,41,Hippocampus L,0.5207822114274518,0.5201113936417191,0.5254733330474238,123,34,123
10021,42,Hippocampus R,0.5163460778753097,0.5178629388871252,0.5198941908482955,123,34,123
10021,43,ParaHippocampal L,0.4893772949434332,0.49748859937228856,0.4884512546252134,123,34,123
10021,44,ParaHippocampal R,0.5224490983031043,0.4993355583092941,0.5195904828611346,123,34,123
10021,45,Amygdala L,0.5117212495466489,0.49713778847889584,0.5067822199727419,123,34,123
10021,46,Amygdala R,0.5242408412173862,0.5471933693790716,0.5357295090785856,123,34,123
10021,47,Calcarine L,0.49748240375236663,0.46120057154817257,0.4805496231036003,123,34,123
10021,48,Calcarine R,0.48895292675323404,0.4534749336142567,0.46644575311032294,123,34,123
10021,49,Cuneus L,0.5183611215797075,0.4708237867929123,0.4876490163369493,123,34,123
10021,51,Lingual L,0.47669145453995526,0.4502939727905574,0.4553406661469683,123,34,123
10021,52,Lingual R,0.4961325811800153,0.46753109049382946,0.48071942234415205,123,34,123
10021,53,Occipital Sup L,0.5450780918265057,0.5089246820325468,0.530378397187576,123,34,123
10021,55,Occipital Mid L,0.4920437789351892,0.4590486299836211,0.46824393431837236,123,34,123
10021,56,Occipital Mid R,0.512382378002393,0.4840259859213434,0.5028327351230922,123,34,123
10021,57,Occipital Inf L,0.5137468061654151,0.4836929024334966,0.5032581566292309,123,34,123
10021,58,Occipital Inf R,0.49548504457460046,0.49540823169649106,0.4935429835295246,123,34,123
10021,59,Fusiform L,0.5047791440028857,0.48363025443353924,0.49313079237404195,123,34,123
10021,60,Fusiform R,0.49120346598719206,0.4882561492315625,0.48053886532092677,123,34,123
10021,61,Postcentral L,0.5351706825188228,0.5283002986386878,0.5242818321112812,123,34,123
10021,62,Postcentral R,0.4957168668206455,0.47460674014121823,0.48393200751775123,123,34,123
10021,63,Parietal Sup L,0.5337008634380841,0.5260506299354479,0.534038590953392,123,34,123
10021,64,Parietal Sup R,0.4272945187306282,0.42158480844176865,0.42007791779969583,123,34,123
10021,65,Parietal Inf L,0.5181860386901712,0.5271256864977061,0.5260159555017698,123,34,123
10021,66,Parietal Inf R,0.4818738671522265,0.46001811763842065,0.4746478805420606,123,34,123
10021,67,SupraMarginal L,0.5112639601845239,0.47373644583236896,0.5041455758296076,123,34,123
10021,68,SupraMarginal R,0.44990842030253025,0.4330618109938338,0.43450375948208164,123,34,123
10021,69,Angular L,0.5207146291330936,0.5029810398830667,0.5157199062111225,123,34,123
10021,70,Angular R,0.48277596020204655,0.47245604100391636,0.47916962677328834,123,34,123
10021,71,Precuneus L,0.49176053267423103,0.48455261009926565,0.4977033836703553,123,34,123
10021,72,Precuneus R,0.4803314057024278,0.488489424861124,0.47790227406231756,123,34,123
10021,73,Paracentral Lobule L,0.508179493378636,0.4840280018686664,0.50191051658903,123,34,123
10021,74,Paracentral Lobule R,0.5518684648798874,0.5514582543049892,0.547468217990581,123,34,123
10021,75,Caudate L,0.4425868215633574,0.4044645569923435,0.4313182982108352,123,34,123
10021,76,Caudate R,0.4517152522405683,0.3906961667316803,0.42702201154641944,123,34,123
10021,77,Putamen L,0.47348296122511,0.44474463493892685,0.46868240479054246,123,34,123
10021,78,Putamen R,0.5063126429721492,0.5011604413329734,0.5066419375636803,123,34,123
10021,79,Pallidum L,0.47653919123362143,0.4643080488871606,0.46953561570520613,123,34,123
10021,80,Pallidum R,0.4871999141382779,0.49470058435133807,0.4845550963235362,123,34,123
10021,83,Heschl L,0.5096838081777972,0.47550393508392275,0.49205430002404466,123,34,123
10021,84,Heschl R,0.5350795541378655,0.5453062775603543,0.5301662449001494,123,34,123
10021,85,Temporal Sup L,0.5138518233504991,0.5089532498140329,0.5015455741069565,123,34,123
10021,86,Temporal Sup R,0.5168154834882165,0.5243482360914615,0.518044583717587,123,34,123
10021,87,Temporal Pole Sup L,0.4934222860745789,0.5098896503699883,0.5016991946601194,123,34,123
10021,88,Temporal Pole Sup R,0.5487503498658656,0.5513626918236866,0.5515471984707006,123,34,123
10021,89,Temporal Mid L,0.49803457681784374,0.5030216640790934,0.4963972977249584,123,34,123
10021,90,Temporal Mid R,0.5094300642494052,0.5130946297600513,0.5074637892302409,123,34,123
10021,91,Temporal Pole Mid L,,,,0,0,0
10021,93,Temporal Inf L,0.4963613682001813,0.5051745657542865,0.4971898720615611,123,34,123
10021,94,Temporal Inf R,0.5053746796599151,0.5124909207158728,0.5040001312021909,123,34,123
10021,95,Cerebellum Crus1 L,0.48773144903708565,0.4877528224839593,0.4794239959491905,123,34,123
10021,96,Cerebellum Crus1 R,0.510556926439375,0.4797636463327153,0.5054190812329289,123,34,123
10021,97,Cerebellum Crus2 L,0.48600145733965433,0.49380580388705714,0.48785300244177143,123,34,123
10021,98,Cerebellum Crus2 R,0.49666104729472,0.4824013415518903,0.48968243516948257,123,34,123
10021,101,Cerebellum 4 5 L,0.5981088138021643,0.5968596533497018,0.5890825257134416,123,34,123
10021,102,Cerebellum 4 5 R,0.5292654847176358,0.5360335560491096,0.5262912330143615,123,34,123
10021,103,Cerebellum 6 L,0.5306010033102629,0.5412226902433034,0.5294285770494748,123,34,123
10021,104,Cerebellum 6 R,0.5246315544616686,0.514078631425606,0.5183943153059638,123,34,123
10021,105,Cerebellum 7b L,0.5341980964690781,0.5479577819636476,0.5299387326855188,123,34,123
10021,106,Cerebellum 7b R,0.4466168919984172,0.3871862855937965,0.41924934453475166,123,34,123
10021,107,Cerebellum 8 L,0.5076991402945076,0.5166579932320678,0.5155475119203139,123,34,123
10021,108,Cerebellum 8 R,0.4870380131488294,0.4840709986032015,0.4862176670050481,123,34,123
10021,109,Cerebellum 9 L,0.47311809393324705,0.5115239599498915,0.48614031681517017,123,34,123
10021,110,Cerebellum 9 R,0.4512447697435457,0.43664745185082204,0.4537497663264841,123,34,123
10021,111,Cerebellum 10 L,,,,0,0,0
10021,118,Vermis 8,0.5406202550592026,0.6103810140981627,0.5863049767767877,123,34,123
10021,119,Vermis 9,0.5026670518642823,0.5268591325518253,0.5216400383023962,123,34,123
10021,121,Thal AV L,,,,0,0,0
10021,122,Thal AV R,0.5437140440813386,0.583550302714019,0.5672159677199431,123,34,123
10021,125,Thal VA L,0.5521733952167035,0.5786079375429032,0.5538771242597814,123,34,123
10021,127,Thal VL L,0.5118881241067759,0.5338877065853692,0.512515233696835,123,34,123
10021,128,Thal VL R,0.5272249992377447,0.5367577967314756,0.5355087359364424,123,34,123
10021,129,Thal VPL L,0.4868063447309472,0.4943245220327248,0.47612451259866384,123,34,123
10021,130,Thal VPL R,0.5115601073614758,0.515942136130833,0.5198724247275498,123,34,123
10021,131,Thal IL L,0.5897115654541244,0.6242862499743712,0.5905929695247388,123,34,123
10021,135,Thal MDm L,0.5191516691513299,0.5320549041632957,0.5183583269635421,123,34,123
10021,136,Thal MDm R,0.5304572019383891,0.5470595052590449,0.5314768032661751,123,34,123
10021,137,Thal MDl L,,,,0,0,0
10021,139,Thal LGN L,0.5137771814282733,0.5213950570782169,0.5150162693824164,123,34,123
10021,140,Thal LGN R,0.5317534602853634,0.5502898941314908,0.5348197294603891,123,34,123
10021,141,Thal MGN L,,,,0,0,0
10021,143,Thal PuI L,,,,0,0,0
10021,144,Thal PuI R,0.5007350690685693,0.5312699974334886,0.5117035908219315,123,34,123
10021,145,Thal PuM L,0.5273162744270651,0.5410086309930956,0.5357344068121679,123,34,123
10021,146,Thal PuM R,0.5266917186135737,0.5553045429239121,0.5352631788359632,123,34,123
10021,147,Thal PuA L,,,,0,0,0
10021,148,Thal PuA R,0.5573219565914649,0.5858834394777833,0.5669362091285243,123,34,123
10021,153,ACC pre L,0.44423753789166426,0.48300450525657973,0.4713887214653515,123,34,123
10021,154,ACC pre R,0.5533464834693838,0.5552295491429852,0.5574254849270627,123,34,123
10021,155,ACC sup L,0.5048383597942103,0.5211460297998189,0.5139640885911768,123,34,123
10021,156,ACC sup R,0.5137910325417608,0.5046470068566347,0.5143407732700503,123,34,123
10021,157,N Acc L,,,,0,0,0
10021,158,N Acc R,0.4995883707668355,0.4352905375079675,0.466682594812462,123,34,123
10021,161,SN pc L,0.5410587958991162,0.5580648749565584,0.5374206038888162,123,34,123
10021,163,SN pr L,0.5000252650934217,0.49583720517304347,0.4911195850173832,123,34,123
10021,164,SN pr R,0.5417341739346263,0.5721272265937659,0.5471265855285476,123,34,123
10021,165,Red N L,0.4913950770272433,0.5156337794365706,0.49483406739231894,123,34,123
10021,166,Red N R,0.5583628500104284,0.5733122837608452,0.546050871835898,123,34,123
10021,167,LC L,0.4683783893970753,0.4895365260105174,0.4774565240174996,123,34,123
10021,168,LC R,0.40409515797421147,0.42741142722540687,0.40664703115285616,123,34,123
10021,169,Raphe D,0.5068544821468487,0.5218001914274016,0.5029684101276403,123,34,123
10021,170,Raphe M,0.5034985751105375,0.5064653529551667,0.5058968436285302,123,34,123
12876,1,Precentral L,0.5177966859794075,0.5218295594054934,0.526353432357213,123,34,123
12876,2,Precentral R,,,,0,0,0
12876,3,Frontal Sup 2 L,0.5125366312451942,0.47621944170848696,0.5100408875845321,123,34,123
12876,4,Frontal Sup 2 R,,,,0,0,0
12876,5,Frontal Mid 2 L,0.5110253532528325,0.4731003451080298,0.5050127316627085,123,34,123
12876,6,Frontal Mid 2 R,,,,0,0,0
12876,7,Frontal Inf Oper L,,,,0,0,0
12876,8,Frontal Inf Oper R,,,,0,0,0
12876,9,Frontal Inf Tri L,0.5257985829150207,0.5324857697835432,0.5326265341918084,123,34,123
12876,10,Frontal Inf Tri R,,,,0,0,0
12876,11,Frontal Inf Orb 2 L,0.5302787092416499,0.49943701260661605,0.5152959802251392,123,34,123
12876,12,Frontal Inf Orb 2 R,,,,0,0,0
12876,13,Rolandic Oper L,0.5074793724101172,0.5057793333686237,0.5011548831458409,123,34,123
12876,14,Rolandic Oper R,,,,0,0,0
12876,15,Supp Motor Area L,0.5023473673995575,0.4957524160337258,0.5007365816906899,123,34,123
12876,16,Supp Motor Area R,,,,0,0,0
12876,17,Olfactory L,0.4419437118695994,0.4585318204747091,0.43996002345624524,123,34,123
12876,18,Olfactory R,,,,0,0,0
12876,19,Frontal Sup Medial L,0.514281058542755,0.4910806151287449,0.5208235618875894,123,34,123
12876,20,Frontal Sup Medial R,,,,0,0,0
12876,21,Frontal Med Orb L,0.5649043904139449,0.6344577422726633,0.586189443791796,123,34,123
12876,22,Frontal Med Orb R,,,,0,0,0
12876,23,Rectus L,0.5161188995253811,0.5541611486870334,0.5242648362760981,123,34,123
12876,24,Rectus R,,,,0,0,0
12876,25,OFCmed L,0.5293988782662893,0.5398259536636919,0.523265234738903,123,34,123
12876,26,OFCmed R,,,,0,0,0
12876,27,OFCant L,0.5358623611127407,0.557027301405264,0.5399256855417028,123,34,123
12876,28,OFCant R,,,,0,0,0
12876,29,OFCpost L,0.4924770068814423,0.4890642903545968,0.49624020025254006,123,34,123
12876,30,OFCpost R,,,,0,0,0
12876,31,OFClat L,0.4473098260068085,0.4360949058869242,0.4446869057901674,123,34,123
12876,32,OFClat R,,,,0,0,0
12876,33,Insula L,0.4898991487275452,0.48474526061414946,0.48969797798826703,123,34,123
12876,34,Insula R,,,,0,0,0
12876,37,Cingulate Mid L,0.5358947786920576,0.5564201251731573,0.541882238080459,123,34,123
12876,38,Cingulate Mid R,,,,0,0,0
12876,39,Cingulate Post L,0.497538371518798,0.5211114181591614,0.5085042110114552,123,34,123
12876,41,Hippocampus L,0.5155272248909447,0.5210055971433186,0.5219482033638876,123,34,123
12876,42,Hippocampus R,,,,0,0,0
12876,43,ParaHippocampal L,0.5004077407105406,0.5390160631635783,0.5086540211415105,123,34,123
12876,44,ParaHippocampal R,,,,0,0,0
12876,45,Amygdala L,,,,0,0,0
12876,46,Amygdala R,,,,0,0,0
12876,47,Calcarine L,0.5017285514495221,0.46505404684990964,0.4812829962901572,123,34,123
12876,48,Calcarine R,,,,0,0,0
12876,49,Cuneus L,0.49377158734778465,0.4613625928713905,0.4747375598918835,123,34,123
12876,51,Lingual L,0.50362322585419,0.45432197252616663,0.4895883494492345,123,34,123
12876,52,Lingual R,,,,0,0,0
12876,53,Occipital Sup L,,,,0,0,0
12876,55,Occipital Mid L,0.5346038786916186,0.5327787218895652,0.5286819573164047,123,34,123
12876,56,Occipital Mid R,,,,0,0,0
12876,57,Occipital Inf L,0.5215100990367942,0.530890913688439,0.5148945341751223,123,34,123
12876,58,Occipital Inf R,,,,0,0,0
12876,59,Fusiform L,0.47709248255516346,0.49932657867314323,0.4906608306620937,123,34,123
12876,60,Fusiform R,,,,0,0,0
12876,61,Postcentral L,0.5061411484515325,0.5180945564619133,0.514347521323742,123,34,123
12876,62,Postcentral R,,,,0,0,0
12876,63,Parietal Sup L,0.4701214850571991,0.4330762834869409,0.45631435636619894,123,34,123
12876,64,Parietal Sup R,,,,0,0,0
12876,65,Parietal Inf L,0.5058861713279236,0.5060313604391491,0.5085051754116348,123,34,123
12876,66,Parietal Inf R,,,,0,0,0
12876,67,SupraMarginal L,0.4928691523881598,0.46943172332325367,0.48160622697524225,123,34,123
12876,68,SupraMarginal R,,,,0,0,0
12876,69,Angular L,0.5469206739018959,0.5767112692867711,0.5503601201290057,123,34,123
12876,70,Angular R,,,,0,0,0
12876,71,Precuneus L,0.4995500344640288,0.48411931761978977,0.4937154003937159,123,34,123
12876,72,Precuneus R,,,,0,0,0
12876,73,Paracentral Lobule L,0.47592995108531344,0.4420844189387367,0.4712768907194965,123,34,123
12876,74,Paracentral Lobule R,,,,0,0,0
12876,75,Caudate L,0.4694257839504175,0.4025947051475337,0.4360073007473745,123,34,123
12876,76,Caudate R,,,,0,0,0
12876,77,Putamen L,0.4928019793729375,0.4656846035915963,0.475943784365,123,34,123
12876,78,Putamen R,,,,0,0,0
12876,79,Pallidum L,0.4985015849774316,0.46984389417300215,0.48325201099714643,123,34,123
12876,80,Pallidum R,,,,0,0,0
12876,83,Heschl L,0.5217977377430467,0.503487956291074,0.5212390812759433,123,34,123
12876,84,Heschl R,,,,0,0,0
12876,85,Temporal Sup L,0.5010574872047132,0.4943718569961985,0.4995839735706296,123,34,123
12876,86,Temporal Sup R,,,,0,0,0
12876,87,Temporal Pole Sup L,0.46949993860333117,0.40229208516832854,0.450714644739263,123,34,123
12876,88,Temporal Pole Sup R,,,,0,0,0
12876,89,Temporal Mid L,0.4985254375099695,0.49960854881919253,0.4945792217503201,123,34,123
12876,90,Temporal Mid R,,,,0,0,0
12876,91,Temporal Pole Mid L,0.49090728592916644,0.5280874573369188,0.5048651085186844,123,34,123
12876,93,Temporal Inf L,0.5113884595350977,0.5068842125968844,0.5115021135153203,123,34,123
12876,94,Temporal Inf R,,,,0,0,0
12876,95,Cerebellum Crus1 L,0.47659820003169834,0.4719725375892904,0.4772607355827124,123,34,123
12876,96,Cerebellum Crus1 R,,,,0,0,0
12876,97,Cerebellum Crus2 L,0.5006965386479816,0.5006531311313174,0.491454806644179,123,34,123
12876,98,Cerebellum Crus2 R,,,,0,0,0
12876,101,Cerebellum 4 5 L,0.5433362368754736,0.5510717304597947,0.5513870713120084,123,34,123
12876,102,Cerebellum 4 5 R,,,,0,0,0
12876,103,Cerebellum 6 L,0.521122922567363,0.5441738167441952,0.5323945186638097,123,34,123
12876,104,Cerebellum 6 R,,,,0,0,0
12876,105,Cerebellum 7b L,0.4562138076169464,0.41835684658261835,0.43665168239196434,123,34,123
12876,106,Cerebellum 7b R,,,,0,0,0
12876,107,Cerebellum 8 L,0.46228268058606325,0.4268571302435728,0.4495811503989213,123,34,123
12876,108,Cerebellum 8 R,,,,0,0,0
12876,109,Cerebellum 9 L,0.4967041679595203,0.4759345982795222,0.48014675471600166,123,34,123
12876,110,Cerebellum 9 R,,,,0,0,0
12876,111,Cerebellum 10 L,0.5070740831178759,0.474760416468726,0.4859114454577345,123,34,123
12876,118,Vermis 8,,,,0,0,0
12876,119,Vermis 9,,,,0,0,0
12876,121,Thal AV L,0.5033106822804062,0.5430404146673249,0.525671372958809,123,34,123
12876,122,Thal AV R,,,,0,0,0
12876,125,Thal VA L,,,,0,0,0
12876,127,Thal VL L,0.5073768202728403,0.5360530509151131,0.5184587898715981,123,34,123
12876,128,Thal VL R,,,,0,0,0
12876,129,Thal VPL L,0.5109808208126001,0.531380859320142,0.5192535767139579,123,34,123
12876,130,Thal VPL R,,,,0,0,0
12876,131,Thal IL L,0.5361310061333865,0.5178272099257009,0.536882682172817,123,34,123
12876,135,Thal MDm L,0.45497113784286736,0.4890147941284358,0.47164133401367386,123,34,123
12876,136,Thal MDm R,,,,0,0,0
12876,137,Thal MDl L,,,,0,0,0
12876,139,Thal LGN L,0.5708126810273317,0.5864858608743414,0.5785419900959369,123,34,123
12876,140,Thal LGN R,,,,0,0,0
12876,141,Thal MGN L,,,,0,0,0
12876,143,Thal PuI L,,,,0,0,0
12876,144,Thal PuI R,,,,0,0,0
12876,145,Thal PuM L,0.5070274617761553,0.5472716198087113,0.5170401320888838,123,34,123
12876,146,Thal PuM R,,,,0,0,0
12876,147,Thal PuA L,0.5069154191303197,0.5321229629271084,0.5183055896756952,123,34,123
12876,148,Thal PuA R,,,,0,0,0
12876,153,ACC pre L,0.5340083632031101,0.5517305740649804,0.5324212296880337,123,34,123
12876,154,ACC pre R,,,,0,0,0
12876,155,ACC sup L,0.45331813846595687,0.44418373954248874,0.4447283536511295,123,34,123
12876,156,ACC sup R,,,,0,0,0
12876,157,N Acc L,0.5188830592782517,0.49719545736185594,0.5110230088370743,123,34,123
12876,158,N Acc R,,,,0,0,0
12876,161,SN pc L,,,,0,0,0
12876,163,SN pr L,0.5032757051909722,0.5108011707383655,0.5011152738447969,123,34,123
12876,164,SN pr R,,,,0,0,0
12876,165,Red N L,,,,0,0,0
12876,166,Red N R,,,,0,0,0
12876,167,LC L,,,,0,0,0
12876,168,LC R,,,,0,0,0
12876,169,Raphe D,,,,0,0,0
12876,170,Raphe M,,,,0,0,0
14380,1,Precentral L,0.49808471657749354,0.5000007643668307,0.5073111090796386,123,34,123
14380,2,Precentral R,,,,0,0,0
14380,3,Frontal Sup 2 L,0.5214719065460569,0.5201528250078137,0.525195967393738,123,34,123
14380,4,Frontal Sup 2 R,,,,0,0,0
14380,5,Frontal Mid 2 L,0.5024097928843524,0.49459499449844246,0.5182979561088127,123,34,123
14380,6,Frontal Mid 2 R,,,,0,0,0
14380,7,Frontal Inf Oper L,,,,0,0,0
14380,8,Frontal Inf Oper R,,,,0,0,0
14380,9,Frontal Inf Tri L,0.4938845988673914,0.4991929266191871,0.5080653910253317,123,34,123
14380,10,Frontal Inf Tri R,,,,0,0,0
14380,11,Frontal Inf Orb 2 L,0.5185964568152485,0.559665392667056,0.5423284771135869,123,34,123
14380,12,Frontal Inf Orb 2 R,,,,0,0,0
14380,13,Rolandic Oper L,0.5200795409597323,0.5079666805295113,0.5229455732145859,123,34,123
14380,14,Rolandic Oper R,,,,0,0,0
14380,15,Supp Motor Area L,0.5180405733690443,0.5066375809936313,0.526498464958299,123,34,123
14380,16,Supp Motor Area R,,,,0,0,0
14380,17,Olfactory L,0.49096854242163407,0.5419957493484511,0.5122517713995086,123,34,123
14380,18,Olfactory R,,,,0,0,0
14380,19,Frontal Sup Medial L,0.48989215284492865,0.520818263344147,0.49968870527401343,123,34,123
14380,20,Frontal Sup Medial R,,,,0,0,0
14380,21,Frontal Med Orb L,0.5034751190867004,0.5355933419964318,0.5157363673320254,123,34,123
14380,22,Frontal Med Orb R,,,,0,0,0
14380,23,Rectus L,0.4915825094086935,0.5185889798051396,0.49959828570542264,123,34,123
14380,24,Rectus R,,,,0,0,0
14380,25,OFCmed L,0.5009408033467677,0.5162444684617647,0.5159677360755601,123,34,123
14380,26,OFCmed R,,,,0,0,0
14380,27,OFCant L,0.4786418770982228,0.5055242656972794,0.48673506159063196,123,34,123
14380,28,OFCant R,,,,0,0,0
14380,29,OFCpost L,0.50080622041575,0.5409312368126646,0.5235663628452227,123,34,123
14380,30,OFCpost R,,,,0,0,0
14380,31,OFClat L,0.5171514716546872,0.5428306423485855,0.5318267618387352,123,34,123
14380,32,OFClat R,,,,0,0,0
14380,33,Insula L,0.4908951883108114,0.5086040522849004,0.5031705806747414,123,34,123
14380,34,Insula R,,,,0,0,0
14380,37,Cingulate Mid L,0.5134521756449425,0.5225207697188342,0.5160571642398089,123,34,123
14380,38,Cingulate Mid R,,,,0,0,0
14380,39,Cingulate Post L,,,,0,0,0
14380,41,Hippocampus L,0.49496706105839233,0.5014905618951272,0.5031884227820621,123,34,123
14380,42,Hippocampus R,,,,0,0,0
14380,43,ParaHippocampal L,0.5228004482787387,0.5446059479723167,0.5188992585134196,123,34,123
14380,44,ParaHippocampal R,,,,0,0,0
14380,45,Amygdala L,0.5442062179088223,0.5675809643205181,0.554230331725434,123,34,123
14380,46,Amygdala R,,,,0,0,0
14380,47,Calcarine L,0.5056842495265483,0.4852618775535881,0.4840249448913095,123,34,123
14380,48,Calcarine R,,,,0,0,0
14380,49,Cuneus L,0.5198359537684887,0.4813272846928553,0.4783691735355108,123,34,123
14380,51,Lingual L,0.49216699286398846,0.4600233689991972,0.4663900613885841,123,34,123
14380,52,Lingual R,,,,0,0,0
14380,53,Occipital Sup L,0.5109054198880171,0.4858364261319895,0.49600945842991206,123,34,123
14380,55,Occipital Mid L,0.5078898246439543,0.48157630664313844,0.4910740647946031,123,34,123
14380,56,Occipital Mid R,,,,0,0,0
14380,57,Occipital Inf L,0.5198605585956544,0.5181791342377748,0.51618736871443,123,34,123
14380,58,Occipital Inf R,,,,0,0,0
14380,59,Fusiform L,0.5187019006803482,0.5293835214644643,0.5219340389205516,123,34,123
14380,60,Fusiform R,,,,0,0,0
14380,61,Postcentral L,0.49453242899312594,0.48505716986985814,0.4949163863145574,123,34,123
14380,62,Postcentral R,,,,0,0,0
14380,63,Parietal Sup L,0.5146300850797481,0.5014460124430496,0.5037511739123034,123,34,123
14380,64,Parietal Sup R,,,,0,0,0
14380,65,Parietal Inf L,0.5094902127261094,0.4982640551103516,0.513193585087217,123,34,123
14380,66,Parietal Inf R,,,,0,0,0
14380,67,SupraMarginal L,0.5226660870935861,0.5135102980785271,0.5246444991180812,123,34,123
14380,68,SupraMarginal R,,,,0,0,0
14380,69,Angular L,0.4926929500737317,0.49261918222523265,0.5069623543982302,123,34,123
14380,70,Angular R,,,,0,0,0
14380,71,Precuneus L,0.5096281517829007,0.4913759587251171,0.4945105023688961,123,34,123
14380,72,Precuneus R,,,,0,0,0
14380,73,Paracentral Lobule L,0.5015099133109538,0.5008970617683682,0.504685346839968,123,34,123
14380,74,Paracentral Lobule R,,,,0,0,0
14380,75,Caudate L,0.4608992919325115,0.4322553477545292,0.4464551232305695,123,34,123
14380,76,Caudate R,,,,0,0,0
14380,77,Putamen L,0.4716632258689928,0.44985483051584996,0.46209518579836845,123,34,123
14380,78,Putamen R,,,,0,0,0
14380,79,Pallidum L,0.5190943178599408,0.5248615121940646,0.5160328899650811,123,34,123
14380,80,Pallidum R,,,,0,0,0
14380,83,Heschl L,,,,0,0,0
14380,84,Heschl R,,,,0,0,0
14380,85,Temporal Sup L,0.5121497328821097,0.5193949686027469,0.5111564829812916,123,34,123
14380,86,Temporal Sup R,,,,0,0,0
14380,87,Temporal Pole Sup L,0.47495768691780604,0.48171509002632257,0.4814007626841335,123,34,123
14380,88,Temporal Pole Sup R,,,,0,0,0
14380,89,Temporal Mid L,0.49762434084246676,0.5129539635157213,0.5049617691733795,123,34,123
14380,90,Temporal Mid R,,,,0,0,0
14380,91,Temporal Pole Mid L,0.49681971129288394,0.4815146635081472,0.4917586623709896,123,34,123
14380,93,Temporal Inf L,0.5106567768286875,0.5238669202809616,0.5195795861352236,123,34,123
14380,94,Temporal Inf R,,,,0,0,0
14380,95,Cerebellum Crus1 L,0.5612946941333665,0.5732514590804485,0.5659557299258486,123,34,123
14380,96,Cerebellum Crus1 R,,,,0,0,0
14380,97,Cerebellum Crus2 L,0.4867190230877706,0.4842681967864481,0.4891153175392231,123,34,123
14380,98,Cerebellum Crus2 R,,,,0,0,0
14380,101,Cerebellum 4 5 L,0.5121793725715656,0.48259145177315554,0.49416821611352413,123,34,123
