donor,region_id,region,broad_score,stringent_score,weighted_score,n_broad_genes_observed,n_stringent_genes_observed,n_weighted_genes_observed
14380,102,Cerebellum 4 5 R,,,,0,0,0
14380,103,Cerebellum 6 L,0.49435180850764504,0.4509912431288596,0.4690792291652196,123,34,123
14380,104,Cerebellum 6 R,,,,0,0,0
14380,105,Cerebellum 7b L,0.48659770079197273,0.4865792473355793,0.4869126215492608,123,34,123
14380,106,Cerebellum 7b R,,,,0,0,0
14380,107,Cerebellum 8 L,0.4916871525403538,0.4204661367648079,0.4608388335653187,123,34,123
14380,108,Cerebellum 8 R,,,,0,0,0
14380,109,Cerebellum 9 L,0.5050511171448666,0.550646189255454,0.5230358662529605,123,34,123
14380,110,Cerebellum 9 R,,,,0,0,0
14380,111,Cerebellum 10 L,0.5492892405757237,0.5571180663754537,0.5595098036508274,123,34,123
14380,118,Vermis 8,,,,0,0,0
14380,119,Vermis 9,0.5027700101900937,0.5363209577852512,0.531021277775431,123,34,123
14380,121,Thal AV L,0.5368773373259679,0.5608989302405791,0.5534481842967705,123,34,123
14380,122,Thal AV R,,,,0,0,0
14380,125,Thal VA L,0.5291489975821903,0.5392799454677543,0.5264009435951755,123,34,123
14380,127,Thal VL L,0.5378670326633279,0.5447281528011929,0.5415942270360536,123,34,123
14380,128,Thal VL R,,,,0,0,0
14380,129,Thal VPL L,0.5204173711823106,0.5293692268066712,0.5278384131590819,123,34,123
14380,130,Thal VPL R,,,,0,0,0
14380,131,Thal IL L,0.5169216152269437,0.5105090154728138,0.5252829178366782,123,34,123
14380,135,Thal MDm L,,,,0,0,0
14380,136,Thal MDm R,,,,0,0,0
14380,137,Thal MDl L,,,,0,0,0
14380,139,Thal LGN L,0.5349913203635961,0.5442938439869724,0.5420577711709343,123,34,123
14380,140,Thal LGN R,,,,0,0,0
14380,141,Thal MGN L,,,,0,0,0
14380,143,Thal PuI L,,,,0,0,0
14380,144,Thal PuI R,,,,0,0,0
14380,145,Thal PuM L,0.5064492161967954,0.5189021384102439,0.5142688545565618,123,34,123
14380,146,Thal PuM R,,,,0,0,0
14380,147,Thal PuA L,0.5207389909437843,0.5388133490361602,0.5325870320271435,123,34,123
14380,148,Thal PuA R,,,,0,0,0
14380,153,ACC pre L,,,,0,0,0
14380,154,ACC pre R,,,,0,0,0
14380,155,ACC sup L,0.4761225868903271,0.5122803479757022,0.48471916227454354,123,34,123
14380,156,ACC sup R,,,,0,0,0
14380,157,N Acc L,0.5201511752993631,0.5158535747498465,0.51491929488949,123,34,123
14380,158,N Acc R,,,,0,0,0
14380,161,SN pc L,,,,0,0,0
14380,163,SN pr L,0.5286986631612958,0.5576944153077128,0.5319825326526669,123,34,123
14380,164,SN pr R,,,,0,0,0
14380,165,Red N L,0.5089688156091962,0.525082112606445,0.5103932999812537,123,34,123
14380,166,Red N R,,,,0,0,0
14380,167,LC L,0.5038335905637321,0.5077636803230383,0.5022853876333632,123,34,123
14380,168,LC R,,,,0,0,0
14380,169,Raphe D,,,,0,0,0
14380,170,Raphe M,0.5233517458651568,0.5391430170555113,0.5231728678185691,123,34,123
15496,1,Precentral L,0.48380826318302045,0.49563152566007734,0.4992247694312004,123,34,123
15496,2,Precentral R,,,,0,0,0
15496,3,Frontal Sup 2 L,0.5072688849644419,0.5055192431999593,0.5066885777547953,123,34,123
15496,4,Frontal Sup 2 R,,,,0,0,0
15496,5,Frontal Mid 2 L,0.5122398071647817,0.533455495096453,0.5213618190594791,123,34,123
15496,6,Frontal Mid 2 R,,,,0,0,0
15496,7,Frontal Inf Oper L,0.49108577482338256,0.5191406288281639,0.49357063986698124,123,34,123
15496,8,Frontal Inf Oper R,,,,0,0,0
15496,9,Frontal Inf Tri L,0.49956375260906494,0.5090746941750721,0.5041138309317742,123,34,123
15496,10,Frontal Inf Tri R,,,,0,0,0
15496,11,Frontal Inf Orb 2 L,0.5424125608338655,0.5623138381756568,0.5492220847392654,123,34,123
15496,12,Frontal Inf Orb 2 R,,,,0,0,0
15496,13,Rolandic Oper L,0.4914229084076655,0.5026576140411761,0.4989529596500673,123,34,123
15496,14,Rolandic Oper R,,,,0,0,0
15496,15,Supp Motor Area L,0.5081508059196291,0.5314108628726933,0.5276780076568469,123,34,123
15496,16,Supp Motor Area R,,,,0,0,0
15496,17,Olfactory L,,,,0,0,0
15496,18,Olfactory R,,,,0,0,0
15496,19,Frontal Sup Medial L,0.5132363139818736,0.5589487304301566,0.5309630743269659,123,34,123
15496,20,Frontal Sup Medial R,,,,0,0,0
15496,21,Frontal Med Orb L,0.5170778392758583,0.541344798706301,0.5281084619943964,123,34,123
15496,22,Frontal Med Orb R,,,,0,0,0
15496,23,Rectus L,0.48703274426682264,0.5450129264951591,0.4998206619930708,123,34,123
15496,24,Rectus R,,,,0,0,0
15496,25,OFCmed L,0.4865887208306232,0.5175268212909061,0.4921761781359947,123,34,123
15496,26,OFCmed R,,,,0,0,0
15496,27,OFCant L,0.5199463642900246,0.5523134109815778,0.538701859643688,123,34,123
15496,28,OFCant R,,,,0,0,0
15496,29,OFCpost L,0.48953542169126607,0.5306974712590206,0.5039255383451744,123,34,123
15496,30,OFCpost R,,,,0,0,0
15496,31,OFClat L,0.5175802035562721,0.536939570869953,0.5219086455424902,123,34,123
15496,32,OFClat R,,,,0,0,0
15496,33,Insula L,0.5074793163491031,0.5401209614073105,0.5160467028688721,123,34,123
15496,34,Insula R,,,,0,0,0
15496,37,Cingulate Mid L,0.4999547376726571,0.5173958419189819,0.5096259860447374,123,34,123
15496,38,Cingulate Mid R,,,,0,0,0
15496,39,Cingulate Post L,0.4487914168515352,0.40728111141027407,0.4298519018249983,123,34,123
15496,41,Hippocampus L,0.5030941700121334,0.4931872774003196,0.5062840520222983,123,34,123
15496,42,Hippocampus R,,,,0,0,0
15496,43,ParaHippocampal L,0.4715934218582053,0.5337357883426975,0.4848322039468403,123,34,123
15496,44,ParaHippocampal R,,,,0,0,0
15496,45,Amygdala L,0.510135181976467,0.5071049797643207,0.5156823320640894,123,34,123
15496,46,Amygdala R,,,,0,0,0
15496,47,Calcarine L,0.48499947362896223,0.42270416933095906,0.4574395897836464,123,34,123
15496,48,Calcarine R,,,,0,0,0
15496,49,Cuneus L,0.4692198160972914,0.3784035223356336,0.43570505102287505,123,34,123
15496,51,Lingual L,0.4867005106771367,0.44445304718363654,0.46158666056851405,123,34,123
15496,52,Lingual R,,,,0,0,0
15496,53,Occipital Sup L,0.5101379792367353,0.46240935747575135,0.4935065536761411,123,34,123
15496,55,Occipital Mid L,0.48402506503568904,0.4707887420944057,0.48011131632313947,123,34,123
15496,56,Occipital Mid R,,,,0,0,0
15496,57,Occipital Inf L,0.4857215487551301,0.4493739909978022,0.47620131902010276,123,34,123
15496,58,Occipital Inf R,,,,0,0,0
15496,59,Fusiform L,0.5012622185602589,0.4928674478863016,0.48995971414106837,123,34,123
15496,60,Fusiform R,,,,0,0,0
15496,61,Postcentral L,0.5010818601612814,0.4935114375086111,0.5018231685016112,123,34,123
15496,62,Postcentral R,,,,0,0,0
15496,63,Parietal Sup L,0.5230303447896988,0.5013477783418687,0.5159971475955414,123,34,123
15496,64,Parietal Sup R,,,,0,0,0
15496,65,Parietal Inf L,0.5299142187659119,0.4963522639755867,0.5150465247977101,123,34,123
15496,66,Parietal Inf R,,,,0,0,0
15496,67,SupraMarginal L,0.5057960823316769,0.5417479456005502,0.5224606595855045,123,34,123
15496,68,SupraMarginal R,,,,0,0,0
15496,69,Angular L,0.49637814735753555,0.4703696230964736,0.4926073442366664,123,34,123
15496,70,Angular R,,,,0,0,0
15496,71,Precuneus L,0.48410917242019247,0.45694621262920604,0.47355690042758675,123,34,123
15496,72,Precuneus R,,,,0,0,0
15496,73,Paracentral Lobule L,0.5082970739176575,0.49488483826943197,0.510355249778124,123,34,123
15496,74,Paracentral Lobule R,,,,0,0,0
15496,75,Caudate L,0.46687419131155455,0.4284610071291434,0.44872883075448877,123,34,123
15496,76,Caudate R,,,,0,0,0
15496,77,Putamen L,0.464337086001915,0.427882016406012,0.4524254340852178,123,34,123
15496,78,Putamen R,,,,0,0,0
15496,79,Pallidum L,0.5245785839911093,0.5265864126265446,0.5192619689984156,123,34,123
15496,80,Pallidum R,,,,0,0,0
15496,83,Heschl L,0.5250021792319682,0.5530048195864062,0.536217982181456,123,34,123
15496,84,Heschl R,,,,0,0,0
15496,85,Temporal Sup L,0.48290752028270684,0.5068922624048087,0.48572566883724283,123,34,123
15496,86,Temporal Sup R,,,,0,0,0
15496,87,Temporal Pole Sup L,0.4962624677633905,0.5348249940704978,0.5054851331594984,123,34,123
15496,88,Temporal Pole Sup R,,,,0,0,0
15496,89,Temporal Mid L,0.4995929425637519,0.5142394979136198,0.5002138431885794,123,34,123
15496,90,Temporal Mid R,,,,0,0,0
15496,91,Temporal Pole Mid L,0.5183536662203955,0.5492625595021661,0.5207700973403709,123,34,123
15496,93,Temporal Inf L,0.5054982850052191,0.5122561136124841,0.5040231493248691,123,34,123
15496,94,Temporal Inf R,,,,0,0,0
15496,95,Cerebellum Crus1 L,0.49109248743099776,0.5313768858502842,0.5051244923197309,123,34,123
15496,96,Cerebellum Crus1 R,,,,0,0,0
15496,97,Cerebellum Crus2 L,0.4437991970888191,0.416113427980296,0.4255349143986999,123,34,123
15496,98,Cerebellum Crus2 R,,,,0,0,0
15496,101,Cerebellum 4 5 L,0.5107061337454858,0.5037306754196775,0.50763136779649,123,34,123
15496,102,Cerebellum 4 5 R,,,,0,0,0
15496,103,Cerebellum 6 L,0.515376178594882,0.5180429409374548,0.5112914628764363,123,34,123
15496,104,Cerebellum 6 R,,,,0,0,0
15496,105,Cerebellum 7b L,0.48126509329511663,0.43607202365247966,0.4621160091948989,123,34,123
15496,106,Cerebellum 7b R,,,,0,0,0
15496,107,Cerebellum 8 L,0.48953206275877137,0.4877904726875868,0.4910047096175894,123,34,123
15496,108,Cerebellum 8 R,,,,0,0,0
15496,109,Cerebellum 9 L,0.4625635903003121,0.4064769161399918,0.43436816919392185,123,34,123
15496,110,Cerebellum 9 R,,,,0,0,0
15496,111,Cerebellum 10 L,0.5513237441114589,0.5921678073314348,0.5756752045778294,123,34,123
15496,118,Vermis 8,,,,0,0,0
15496,119,Vermis 9,,,,0,0,0
15496,121,Thal AV L,,,,0,0,0
15496,122,Thal AV R,,,,0,0,0
15496,125,Thal VA L,0.5342852276337345,0.5636146226504316,0.545155757104576,123,34,123
15496,127,Thal VL L,0.5221209303859062,0.5399768365721226,0.5377281779389435,123,34,123
15496,128,Thal VL R,,,,0,0,0
15496,129,Thal VPL L,0.5166869948568983,0.5277662042153525,0.5127909456620019,123,34,123
15496,130,Thal VPL R,,,,0,0,0
15496,131,Thal IL L,,,,0,0,0
15496,135,Thal MDm L,,,,0,0,0
15496,136,Thal MDm R,,,,0,0,0
15496,137,Thal MDl L,0.4808450169119338,0.4912656305132663,0.4903263354360913,123,34,123
15496,139,Thal LGN L,0.5455808611084385,0.5278791578880275,0.5474442410099193,123,34,123
15496,140,Thal LGN R,,,,0,0,0
15496,141,Thal MGN L,,,,0,0,0
15496,143,Thal PuI L,,,,0,0,0
15496,144,Thal PuI R,,,,0,0,0
15496,145,Thal PuM L,,,,0,0,0
15496,146,Thal PuM R,,,,0,0,0
15496,147,Thal PuA L,,,,0,0,0
15496,148,Thal PuA R,,,,0,0,0
15496,153,ACC pre L,,,,0,0,0
15496,154,ACC pre R,,,,0,0,0
15496,155,ACC sup L,0.4959034738708974,0.5454650934875405,0.5089748322854637,123,34,123
15496,156,ACC sup R,,,,0,0,0
15496,157,N Acc L,0.5226978614649317,0.5334900548170579,0.5216560213330337,123,34,123
15496,158,N Acc R,,,,0,0,0
15496,161,SN pc L,0.5257267340656372,0.5406895031763282,0.5187028291885066,123,34,123
15496,163,SN pr L,0.5747683758352121,0.5861264900787604,0.5641011151014805,123,34,123
15496,164,SN pr R,,,,0,0,0
15496,165,Red N L,,,,0,0,0
15496,166,Red N R,,,,0,0,0
15496,167,LC L,0.5381833910116501,0.5481358778810715,0.5435811023266814,123,34,123
15496,168,LC R,,,,0,0,0
15496,169,Raphe D,,,,0,0,0
15496,170,Raphe M,,,,0,0,0
15697,1,Precentral L,0.5078120093225292,0.5080142347507356,0.5136163456737421,123,34,123
15697,2,Precentral R,,,,0,0,0
15697,3,Frontal Sup 2 L,0.47366922178884335,0.4685564370384709,0.4773069966476362,123,34,123
15697,4,Frontal Sup 2 R,,,,0,0,0
15697,5,Frontal Mid 2 L,0.490115616087154,0.48685238381347196,0.49135490698394846,123,34,123
15697,6,Frontal Mid 2 R,,,,0,0,0
15697,7,Frontal Inf Oper L,0.4439711086419064,0.47815846078253527,0.460637823421132,123,34,123
15697,8,Frontal Inf Oper R,,,,0,0,0
15697,9,Frontal Inf Tri L,0.5428537681114829,0.5358399074098279,0.5499087295558927,123,34,123
15697,10,Frontal Inf Tri R,,,,0,0,0
15697,11,Frontal Inf Orb 2 L,0.5075029897816179,0.5039597729076245,0.5118379391977372,123,34,123
15697,12,Frontal Inf Orb 2 R,,,,0,0,0
15697,13,Rolandic Oper L,0.5271099251466428,0.5288394377651946,0.5327494249286437,123,34,123
15697,14,Rolandic Oper R,,,,0,0,0
15697,15,Supp Motor Area L,0.4616072833080525,0.4801744142721536,0.4804097602876822,123,34,123
15697,16,Supp Motor Area R,,,,0,0,0
15697,17,Olfactory L,,,,0,0,0
15697,18,Olfactory R,,,,0,0,0
15697,19,Frontal Sup Medial L,0.5194006251001239,0.5388798405353317,0.5242277798056705,123,34,123
15697,20,Frontal Sup Medial R,,,,0,0,0
15697,21,Frontal Med Orb L,0.38657892344983197,0.4205818534774322,0.40457889266214747,123,34,123
15697,22,Frontal Med Orb R,,,,0,0,0
15697,23,Rectus L,0.5278732098897809,0.5605290713050748,0.5445335648726664,123,34,123
15697,24,Rectus R,,,,0,0,0
15697,25,OFCmed L,0.4842191698232999,0.49465523155856356,0.48104933531164573,123,34,123
15697,26,OFCmed R,,,,0,0,0
15697,27,OFCant L,0.5428735475949703,0.5381497913551389,0.5338156155698818,123,34,123
15697,28,OFCant R,,,,0,0,0
15697,29,OFCpost L,0.4766876054899401,0.5203149539853669,0.49803451504476026,123,34,123
15697,30,OFCpost R,,,,0,0,0
15697,31,OFClat L,0.4351536634515712,0.44534533694734363,0.4468669006250081,123,34,123
15697,32,OFClat R,,,,0,0,0
15697,33,Insula L,0.5013352262787582,0.5130296698164714,0.510935555344074,123,34,123
15697,34,Insula R,,,,0,0,0
15697,37,Cingulate Mid L,0.5015870873977442,0.5054987674439667,0.5060135930874825,123,34,123
15697,38,Cingulate Mid R,,,,0,0,0
15697,39,Cingulate Post L,0.5404599666712093,0.605913992163864,0.5594562655340625,123,34,123
15697,41,Hippocampus L,0.5146150867128891,0.5163077476199153,0.5223841182948822,123,34,123
15697,42,Hippocampus R,,,,0,0,0
15697,43,ParaHippocampal L,0.5269730491333414,0.5299831404983913,0.5245709922494682,123,34,123
15697,44,ParaHippocampal R,,,,0,0,0
15697,45,Amygdala L,0.5070613870536727,0.5097342470062028,0.5144845781728887,123,34,123
15697,46,Amygdala R,,,,0,0,0
15697,47,Calcarine L,0.5152195277689839,0.48484696535748517,0.4996194187335841,123,34,123
15697,48,Calcarine R,,,,0,0,0
15697,49,Cuneus L,0.5440839456295241,0.4953122962741464,0.5262950748716073,123,34,123
15697,51,Lingual L,0.5416509087296064,0.512478971757418,0.5243987171472649,123,34,123
15697,52,Lingual R,,,,0,0,0
15697,53,Occipital Sup L,0.5006412610381359,0.4668471473156968,0.49736922656703153,123,34,123
15697,55,Occipital Mid L,0.5486160017691462,0.5195702760474661,0.5370647791065225,123,34,123
15697,56,Occipital Mid R,,,,0,0,0
15697,57,Occipital Inf L,0.5296099231718348,0.49237555283376677,0.5027338490308458,123,34,123
15697,58,Occipital Inf R,,,,0,0,0
15697,59,Fusiform L,0.5212604197060666,0.5302481562678213,0.5195771248855896,123,34,123
15697,60,Fusiform R,,,,0,0,0
15697,61,Postcentral L,0.5144738598089078,0.49965875881680666,0.5091121335820772,123,34,123
15697,62,Postcentral R,,,,0,0,0
15697,63,Parietal Sup L,0.5047318407111159,0.48498002803616097,0.4987316912336338,123,34,123
15697,64,Parietal Sup R,,,,0,0,0
15697,65,Parietal Inf L,0.5127592198850893,0.5169589764987556,0.5127448968252594,123,34,123
15697,66,Parietal Inf R,,,,0,0,0
15697,67,SupraMarginal L,0.3902275916258565,0.43195694003477886,0.4082402924549303,123,34,123
15697,68,SupraMarginal R,,,,0,0,0
15697,69,Angular L,,,,0,0,0
15697,70,Angular R,,,,0,0,0
15697,71,Precuneus L,0.46272308734537587,0.4567714243484635,0.4656586304603881,123,34,123
15697,72,Precuneus R,,,,0,0,0
15697,73,Paracentral Lobule L,0.5170688035132947,0.5183175498702369,0.5190724838983157,123,34,123
15697,74,Paracentral Lobule R,,,,0,0,0
15697,75,Caudate L,0.4672144486190464,0.43079039536517233,0.44846157901652295,123,34,123
15697,76,Caudate R,,,,0,0,0
15697,77,Putamen L,0.48673060894018766,0.44542080283835406,0.45915116321507476,123,34,123
15697,78,Putamen R,,,,0,0,0
15697,79,Pallidum L,0.4953906923072729,0.5090304683917503,0.4954908349432418,123,34,123
15697,80,Pallidum R,,,,0,0,0
15697,83,Heschl L,0.5596069402208057,0.5735028016869614,0.5760313360445347,123,34,123
15697,84,Heschl R,,,,0,0,0
15697,85,Temporal Sup L,0.48024355333096586,0.4882690060654249,0.48948864651587964,123,34,123
15697,86,Temporal Sup R,,,,0,0,0
15697,87,Temporal Pole Sup L,0.5268188004589264,0.5308993136790096,0.526923903640293,123,34,123
15697,88,Temporal Pole Sup R,,,,0,0,0
15697,89,Temporal Mid L,0.4534504698395978,0.4543281035600071,0.4581074317434312,123,34,123
15697,90,Temporal Mid R,,,,0,0,0
15697,91,Temporal Pole Mid L,0.5422393871338425,0.5427416816005011,0.5428437006160197,123,34,123
15697,93,Temporal Inf L,0.45988197966419964,0.468963235785367,0.4631241714332739,123,34,123
15697,94,Temporal Inf R,,,,0,0,0
15697,95,Cerebellum Crus1 L,0.4822622828360373,0.46189021992174595,0.479404990745119,123,34,123
15697,96,Cerebellum Crus1 R,,,,0,0,0
15697,97,Cerebellum Crus2 L,0.4726817798839211,0.4388237739219537,0.4542124637358016,123,34,123
15697,98,Cerebellum Crus2 R,,,,0,0,0
15697,101,Cerebellum 4 5 L,0.5248482536657355,0.5094007787919329,0.5120509212145905,123,34,123
15697,102,Cerebellum 4 5 R,,,,0,0,0
15697,103,Cerebellum 6 L,0.5114312537562221,0.5051546096858996,0.5047137942554397,123,34,123
15697,104,Cerebellum 6 R,,,,0,0,0
15697,105,Cerebellum 7b L,0.43997362364944614,0.4123956395249269,0.43605553151274146,123,34,123
15697,106,Cerebellum 7b R,,,,0,0,0
15697,107,Cerebellum 8 L,0.49208631559746124,0.4945914405279712,0.4957141447177579,123,34,123
15697,108,Cerebellum 8 R,,,,0,0,0
15697,109,Cerebellum 9 L,,,,0,0,0
15697,110,Cerebellum 9 R,,,,0,0,0
15697,111,Cerebellum 10 L,,,,0,0,0
15697,118,Vermis 8,0.5677120169814462,0.6219331202690173,0.6121655554616287,123,34,123
15697,119,Vermis 9,0.4916343533018202,0.5644959524896213,0.5289791744557422,123,34,123
15697,121,Thal AV L,0.5314062502639726,0.5394081166633329,0.5439427901793011,123,34,123
15697,122,Thal AV R,,,,0,0,0
15697,125,Thal VA L,0.535904097340725,0.571477195794981,0.5508197923546364,123,34,123
15697,127,Thal VL L,0.4964012066097623,0.5194186515560064,0.5113658501089198,123,34,123
15697,128,Thal VL R,,,,0,0,0
15697,129,Thal VPL L,0.5463274613719293,0.5690328921728366,0.5512457523800003,123,34,123
15697,130,Thal VPL R,,,,0,0,0
15697,131,Thal IL L,0.5545310338606241,0.5120254796953885,0.5459227496760626,123,34,123
15697,135,Thal MDm L,,,,0,0,0
15697,136,Thal MDm R,,,,0,0,0
15697,137,Thal MDl L,0.485286224630288,0.5106593259699869,0.4962770466626863,123,34,123
15697,139,Thal LGN L,,,,0,0,0
15697,140,Thal LGN R,,,,0,0,0
15697,141,Thal MGN L,0.5727898970148809,0.5933295100818944,0.5705940974584859,123,34,123
15697,143,Thal PuI L,0.5497182804316599,0.5555594923887608,0.5574598060386923,123,34,123
15697,144,Thal PuI R,,,,0,0,0
15697,145,Thal PuM L,0.534965000063767,0.5666837943056293,0.5484581772138895,123,34,123
15697,146,Thal PuM R,,,,0,0,0
15697,147,Thal PuA L,,,,0,0,0
15697,148,Thal PuA R,,,,0,0,0
15697,153,ACC pre L,0.44791934284868695,0.48681430964019134,0.461303218948124,123,34,123
15697,154,ACC pre R,,,,0,0,0
15697,155,ACC sup L,0.46671825735765016,0.5159124293548708,0.47400548868985604,123,34,123
15697,156,ACC sup R,,,,0,0,0
15697,157,N Acc L,0.49808732825437063,0.48946722626218353,0.4889900402011366,123,34,123
15697,158,N Acc R,,,,0,0,0
15697,161,SN pc L,,,,0,0,0
15697,163,SN pr L,0.501834559775444,0.5281095944180558,0.5013027049768816,123,34,123
15697,164,SN pr R,,,,0,0,0
15697,165,Red N L,0.5356117670133967,0.5717411576888065,0.5445658398492503,123,34,123
15697,166,Red N R,,,,0,0,0
15697,167,LC L,,,,0,0,0
15697,168,LC R,,,,0,0,0
15697,169,Raphe D,,,,0,0,0
15697,170,Raphe M,,,,0,0,0
9861,1,Precentral L,0.5022058344783696,0.48001964275595504,0.4984092293421318,123,34,123
9861,2,Precentral R,0.49731794738791024,0.4772907899890601,0.4953810175388498,123,34,123
9861,3,Frontal Sup 2 L,0.48673521859615154,0.4912314450548315,0.4890683639527881,123,34,123
9861,4,Frontal Sup 2 R,0.5006571364997418,0.5109891782282516,0.504480395575578,123,34,123
9861,5,Frontal Mid 2 L,0.5066596055558515,0.4966697153009188,0.5083288573677756,123,34,123
9861,6,Frontal Mid 2 R,0.4812959568721236,0.48904140705411525,0.48403422315261146,123,34,123
9861,7,Frontal Inf Oper L,0.5109704205893463,0.5347871699677295,0.5195366130602489,123,34,123
9861,8,Frontal Inf Oper R,0.4970690578374085,0.5023790890579446,0.5061778480995685,123,34,123
9861,9,Frontal Inf Tri L,0.5091325137812616,0.5238114982070956,0.5222628655288003,123,34,123
9861,10,Frontal Inf Tri R,0.4899758137070035,0.5099412220428033,0.49295002146000416,123,34,123
9861,11,Frontal Inf Orb 2 L,0.5153088349935421,0.5293290065198,0.5271375462836905,123,34,123
9861,12,Frontal Inf Orb 2 R,0.5086133787811342,0.5145679301733955,0.5187161045604242,123,34,123
9861,13,Rolandic Oper L,0.5080547966691471,0.469297487214694,0.4992533677580335,123,34,123
9861,14,Rolandic Oper R,0.5223128554554388,0.5153508357680024,0.5242544178419947,123,34,123
9861,15,Supp Motor Area L,0.5145873993710655,0.5121065693679253,0.5196332550013752,123,34,123
9861,16,Supp Motor Area R,0.5020222646088659,0.4903531977508089,0.49678919711430874,123,34,123
9861,17,Olfactory L,0.44712224400284256,0.4971331637587761,0.46297591836623664,123,34,123
9861,18,Olfactory R,0.44878233417044533,0.4630991567847397,0.4310941671993496,123,34,123
9861,19,Frontal Sup Medial L,0.5242567072758346,0.535209480094368,0.5337995145012999,123,34,123
9861,20,Frontal Sup Medial R,0.5052206622950766,0.5101737219633914,0.5053304103863487,123,34,123
9861,21,Frontal Med Orb L,0.5239136304469545,0.5637286493635019,0.5402983937290353,123,34,123
9861,22,Frontal Med Orb R,0.539727214724976,0.5015555720806544,0.5310098478151288,123,34,123
9861,23,Rectus L,0.5174117858370835,0.5351896309009144,0.5163513751183207,123,34,123
9861,24,Rectus R,0.5260839490103666,0.5490896634136603,0.5308691980828493,123,34,123
9861,25,OFCmed L,0.5009476714648389,0.5125810616984237,0.5146421012375859,123,34,123
9861,26,OFCmed R,0.5076744956028936,0.5151261486332459,0.5091687130272577,123,34,123
9861,27,OFCant L,0.5399871064430634,0.5603211185385263,0.538569565127741,123,34,123
9861,28,OFCant R,0.5311749968619944,0.555049280238937,0.5354263073380253,123,34,123
9861,29,OFCpost L,0.5049251346335561,0.49551343426218525,0.5069418226483176,123,34,123
9861,30,OFCpost R,0.5100725277310699,0.5278277909333015,0.5223679354867019,123,34,123
9861,31,OFClat L,,,,0,0,0
9861,32,OFClat R,0.5067246330285995,0.5034908009573701,0.512929052615024,123,34,123
9861,33,Insula L,0.500440373259684,0.5079963286359563,0.5027815912981586,123,34,123
9861,34,Insula R,0.48873396985114276,0.5132325633613299,0.4950854605279992,123,34,123
9861,37,Cingulate Mid L,0.511034393265706,0.5116160393374409,0.5165354506659574,123,34,123
9861,38,Cingulate Mid R,0.5062832612668077,0.5058988109740609,0.5110030249804094,123,34,123
9861,39,Cingulate Post L,0.5180446461033764,0.4993910972590902,0.5126484430780874,123,34,123
9861,41,Hippocampus L,0.5093530609210802,0.495758203261095,0.5084874850660188,123,34,123
9861,42,Hippocampus R,0.48899335254909326,0.4785012073805773,0.4880118794989554,123,34,123
9861,43,ParaHippocampal L,0.4935538108069248,0.5042950465552187,0.4963191540970187,123,34,123
9861,44,ParaHippocampal R,0.5137682439691804,0.5150252694680265,0.5162515656073808,123,34,123
9861,45,Amygdala L,0.5316142656234839,0.5294135069189674,0.5425915320580514,123,34,123
9861,46,Amygdala R,0.4245991574822259,0.41463663363966896,0.4324652694992951,123,34,123
9861,47,Calcarine L,0.5274380011225056,0.484851638295574,0.5071885658690143,123,34,123
9861,48,Calcarine R,0.5167456636604806,0.48169631131334767,0.49402342840476776,123,34,123
9861,49,Cuneus L,,,,0,0,0
9861,51,Lingual L,0.5007939371469057,0.45083979246034966,0.46936167317355254,123,34,123
9861,52,Lingual R,0.5035707435357494,0.4535693719035852,0.4754111333197362,123,34,123
9861,53,Occipital Sup L,,,,0,0,0
9861,55,Occipital Mid L,0.5319396185925346,0.5034995232535742,0.51629607883539,123,34,123
9861,56,Occipital Mid R,0.5457564846287928,0.5240364862439926,0.5378213378835377,123,34,123
9861,57,Occipital Inf L,0.5320433402093317,0.5074052218788151,0.5143702957985565,123,34,123
9861,58,Occipital Inf R,0.5325576613839654,0.5109664983937067,0.5287444268599645,123,34,123
9861,59,Fusiform L,0.48694340342532544,0.48973736027117254,0.4886286192856596,123,34,123
9861,60,Fusiform R,0.5062814338982402,0.5001674142792154,0.5032403486259116,123,34,123
9861,61,Postcentral L,0.5023913541846661,0.4864876824199501,0.49549452231145386,123,34,123
9861,62,Postcentral R,0.50632592464515,0.49235839805201626,0.5033905115855407,123,34,123
9861,63,Parietal Sup L,0.5278537388003354,0.49074686690962976,0.5070034988174826,123,34,123
9861,64,Parietal Sup R,0.4790480574408486,0.42427613154557736,0.45850776094712303,123,34,123
9861,65,Parietal Inf L,0.4983791781795716,0.4933652265152628,0.49332732754050873,123,34,123
9861,66,Parietal Inf R,0.5280032890656052,0.5067912224164322,0.5126536981658157,123,34,123
9861,67,SupraMarginal L,0.4851192785276383,0.4941058895543307,0.4755730560910191,123,34,123
9861,68,SupraMarginal R,0.49100738712061875,0.5034725843534834,0.4948320081569802,123,34,123
9861,69,Angular L,0.5038244504057932,0.5177220217488259,0.5007135281621435,123,34,123
9861,70,Angular R,0.49402289645701547,0.4821510332160615,0.49283090778558586,123,34,123
9861,71,Precuneus L,0.511667415946636,0.5004266990260898,0.5146956484960761,123,34,123
9861,72,Precuneus R,0.5057767160665927,0.48141620998956147,0.49357115592803896,123,34,123
9861,73,Paracentral Lobule L,0.5239118628685514,0.46304153409824417,0.5072830977812404,123,34,123
9861,74,Paracentral Lobule R,0.49366868631668503,0.44892134527796906,0.4791616606905622,123,34,123
9861,75,Caudate L,0.4914017357601436,0.4456420829779096,0.47002238993466827,123,34,123
