disease,disease_id,gene_set,ontology,term_id,term_name,overlap,gene_count,background_count,effect_size,p_value,fdr,genes,effective_domain_size,service_adjusted_p
Amyotrophic lateral sclerosis,als,stringent,GO:CC,GO:0048471,perinuclear region of cytoplasm,1,7,628,3.450636942675159,0.2562357702633454,0.31018014295036545,MOBP,15169,0.4392613204514495
Amyotrophic lateral sclerosis,als,stringent,GO:CC,GO:0098794,postsynapse,1,7,686,3.1588921282798834,0.27675978118582467,0.312425461432124,FCHO1,15169,0.4588760796403464
Amyotrophic lateral sclerosis,als,stringent,GO:CC,GO:0005740,mitochondrial envelope,1,7,733,2.9563437926330147,0.29303336643616823,0.312425461432124,SOD1,15169,0.45975653187335996
Amyotrophic lateral sclerosis,als,stringent,GO:CC,GO:0036477,somatodendritic compartment,1,7,750,2.889333333333333,0.29884174571768385,0.312425461432124,SOD1,15169,0.45975653187335996
Amyotrophic lateral sclerosis,als,stringent,GO:CC,GO:1990234,transferase complex,1,7,819,2.645909645909646,0.3219990170642497,0.3219990170642497,TBK1,15169,0.4829985255963746
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0016209,antioxidant activity,2,7,63,68.7936507936508,0.0003517543779555667,0.02251228018915627,SOD1;GPX3,15169,0.03376842028373434
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019903,protein phosphatase binding,2,7,126,34.3968253968254,0.0013988202283317516,0.039324073716112455,SOD1;TBK1,15169,0.044239582930624355
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019902,phosphatase binding,2,7,163,26.588957055214724,0.0023261681258295516,0.039324073716112455,SOD1;TBK1,15169,0.044239582930624355
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0030346,protein phosphatase 2B binding,1,7,6,361.1666666666667,0.0027660678649166375,0.039324073716112455,SOD1,15169,0.044239582930624355
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0035612,AP-2 adaptor complex binding,1,7,8,270.875,0.0036866319108855424,0.039324073716112455,FCHO1,15169,0.044239582930624355
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0008430,selenium binding,1,7,8,270.875,0.0036866319108855424,0.039324073716112455,GPX3,15169,0.044239582930624355
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019911,structural constituent of myelin sheath,1,7,10,216.7,0.004606467470434572,0.0421162740154018,MOBP,15169,0.04637267313968379
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004602,glutathione peroxidase activity,1,7,17,127.4705882352941,0.007820162032776546,0.06256129626221237,GPX3,15169,0.06824868683150469
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0051019,mitogen-activated protein kinase binding,1,7,26,83.34615384615384,0.011938984038716275,0.08489944205309351,TNIP1,15169,0.09551187230973124
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004601,peroxidase activity,1,7,41,52.853658536585364,0.018771121157140913,0.10495469797092812,GPX3,15169,0.12594563756511265
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0005507,copper ion binding,1,7,43,50.3953488372093,0.019679005869549022,0.10495469797092812,SOD1,15169,0.12594563756511265
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",1,7,43,50.3953488372093,0.019679005869549022,0.10495469797092812,GPX3,15169,0.12594563756511265
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0016491,oxidoreductase activity,2,7,534,8.116104868913856,0.023095590636040768,0.11370136928512378,SOD1;GPX3,15169,0.13857354381624468
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0051219,phosphoprotein binding,1,7,78,27.78205128205128,0.03545084272331447,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0030295,protein kinase activator activity,1,7,115,18.843478260869563,0.051886941382805356,0.13840758223787689,MOB3B,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0051087,protein-folding chaperone binding,1,7,116,18.68103448275862,0.05232780702717367,0.13840758223787689,SOD1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019209,kinase activator activity,1,7,124,17.4758064516129,0.055848410970464814,0.13840758223787689,MOB3B,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140997,histone H4 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0035175,histone H3S10 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140855,histone H3S57 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140995,histone H2A kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140823,histone H2BS36 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0044025,histone H2BS14 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0044024,histone H2AS1 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0044022,histone H3S28 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0035979,histone H2AXS139 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0072371,histone H2AS121 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140998,histone H2B kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:1990244,histone H2AT120 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0072354,histone H3T3 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0072518,Rho-dependent protein serine/threonine kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0044023,histone H4S1 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004694,eukaryotic translation initiation factor 2alpha kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004711,ribosomal protein S6 kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004676,3-phosphoinositide-dependent protein kinase activity,1,7,201,10.781094527363184,0.08916505163483074,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140857,histone H3T45 kinase activity,1,7,202,10.727722772277227,0.08959101666947507,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0141003,histone H2AX kinase activity,1,7,202,10.727722772277227,0.08959101666947507,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004677,DNA-dependent protein kinase activity,1,7,202,10.727722772277227,0.08959101666947507,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0035403,histone H3T6 kinase activity,1,7,203,10.67487684729064,0.09001681094242979,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0035402,histone H3T11 kinase activity,1,7,203,10.67487684729064,0.09001681094242979,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004679,AMP-activated protein kinase activity,1,7,203,10.67487684729064,0.09001681094242979,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140996,histone H3 kinase activity,1,7,207,10.468599033816425,0.09171828155812183,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0035173,histone kinase activity,1,7,210,10.319047619047618,0.09299259431607354,0.13840758223787689,TBK1,15169,0.18994232030517125
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019887,protein kinase regulator activity,1,7,222,9.76126126126126,0.09807453319268383,0.14265386646208558,MOB3B,15169,0.19614906638536755
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019207,kinase regulator activity,1,7,249,8.70281124497992,0.10941973788467965,0.15561918276932218,MOB3B,15169,0.21437336401896437
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0031267,small GTPase binding,1,7,260,8.334615384615384,0.11400666313753441,0.15861796610439569,SOD1,15169,0.218892793224066
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0051020,GTPase binding,1,7,288,7.524305555555555,0.1255912033401654,0.1710178088036295,SOD1,15169,0.2364069709932527
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,1,7,305,7.104918032786885,0.13256113480338502,0.17420798318258976,TBK1,15169,0.24159031630038388
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0106310,protein serine kinase activity,1,7,307,7.058631921824103,0.1333779871241703,0.17420798318258976,TBK1,15169,0.24159031630038388
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004674,protein serine/threonine kinase activity,1,7,370,5.856756756756756,0.15877359607440333,0.20323020297523628,TBK1,15169,0.28226417079893923
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140297,DNA-binding transcription factor binding,1,7,428,5.063084112149532,0.18158703216874228,0.22787392272155893,TBK1,15169,0.30583079102103977
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0004672,protein kinase activity,1,7,483,4.486542443064182,0.2027285210494414,0.24951202590700478,TBK1,15169,0.33555065553011004
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140993,histone modifying activity,1,7,494,4.38663967611336,0.20690015515203788,0.2498416967873665,TBK1,15169,0.3366510999084006
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0008047,enzyme activator activity,1,7,527,4.1119544592030355,0.2193029972824394,0.25649133121917655,MOB3B,15169,0.3468940135341322
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0008134,transcription factor binding,1,7,530,4.088679245283019,0.22042223776647987,0.25649133121917655,TBK1,15169,0.3468940135341322
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0005198,structural molecule activity,1,7,572,3.7884615384615383,0.23594780142856003,0.2622830461567447,MOBP,15169,0.35666745629166685
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019901,protein kinase binding,1,7,576,3.7621527777777777,0.23741250466951386,0.2622830461567447,TNIP1,15169,0.35666745629166685
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",1,7,577,3.755632582322357,0.23777830419444457,0.2622830461567447,TBK1,15169,0.35666745629166685
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0042803,protein homodimerization activity,1,7,588,3.6853741496598635,0.24179218317574902,0.2622830461567447,SOD1,15169,0.35710845515187534
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0016301,kinase activity,1,7,646,3.354489164086687,0.2626580373852978,0.2759485186570527,TBK1,15169,0.37685506652418377
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0019900,kinase binding,1,7,647,3.349304482225657,0.26301343184500336,0.2759485186570527,TNIP1,15169,0.37685506652418377
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0016772,"transferase activity, transferring phosphorus-containing groups",1,7,779,2.781771501925545,0.3086557728793111,0.3186124107141276,TBK1,15169,0.4357493264178512
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0046983,protein dimerization activity,1,7,857,2.528588098016336,0.33447002443388596,0.33674573540803066,SOD1,15169,0.45531817745311204
Amyotrophic lateral sclerosis,als,stringent,GO:MF,GO:0140677,molecular function activator activity,1,7,864,2.5081018518518516,0.33674573540803066,0.33674573540803066,MOB3B,15169,0.45531817745311204
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-3299685,Detoxification of Reactive Oxygen Species,2,7,27,160.5185185185185,6.372121728369322e-05,0.0036321093851705137,SOD1;GPX3,15169,0.004333042775291135
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9711123,Cellular response to chemical stress,2,7,186,23.301075268817204,0.0030159171894970165,0.04457492358682631,SOD1;GPX3,15169,0.04381889435287536
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-3270619,IRF3-mediated induction of type I IFN,1,7,11,196.99999999999997,0.005066112217957956,0.04457492358682631,TBK1,15169,0.04381889435287536
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,1,7,12,180.58333333333334,0.005525575024032259,0.04457492358682631,TBK1,15169,0.04381889435287536
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-918233,TRAF3-dependent IRF activation pathway,1,7,12,180.58333333333334,0.005525575024032259,0.04457492358682631,TBK1,15169,0.04381889435287536
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,1,7,12,180.58333333333334,0.005525575024032259,0.04457492358682631,TBK1,15169,0.04381889435287536
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-933541,TRAF6 mediated IRF7 activation,1,7,14,154.78571428571428,0.0064439550518935905,0.04457492358682631,TBK1,15169,0.04381889435287536
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-1834941,STING mediated induction of host immune responses,1,7,14,154.78571428571428,0.0064439550518935905,0.04457492358682631,TBK1,15169,0.04381889435287536
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,1,7,17,127.4705882352941,0.007820162032776546,0.04457492358682631,TBK1,15169,0.04431425151906728
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9008059,Interleukin-37 signaling,1,7,17,127.4705882352941,0.007820162032776546,0.04457492358682631,TBK1,15169,0.04431425151906728
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-449147,Signaling by Interleukins,2,7,346,12.526011560693641,0.010098798268894548,0.050196455819216196,SOD1;TBK1,15169,0.05132870670235632
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5357786,TNFR1-induced proapoptotic signaling,1,7,23,94.21739130434783,0.010567674909308673,0.050196455819216196,TBK1,15169,0.05132870670235632
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,1,7,31,69.9032258064516,0.014220879194583784,0.05073795193674632,SOD1,15169,0.05415796162407944
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,1,7,31,69.9032258064516,0.014220879194583784,0.05073795193674632,TBK1,15169,0.05415796162407944
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,1,7,32,67.71875,0.01467671575460743,0.05073795193674632,TBK1,15169,0.05415796162407944
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5689896,Ovarian tumor domain proteases,1,7,33,65.66666666666667,0.015132371630257675,0.05073795193674632,TNIP1,15169,0.05415796162407944
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,1,7,33,65.66666666666667,0.015132371630257675,0.05073795193674632,TBK1,15169,0.05415796162407944
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5205647,Mitophagy,1,7,36,60.19444444444444,0.01649825574775877,0.05222382849419867,TBK1,15169,0.05609406954237978
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9020591,Interleukin-12 signaling,1,7,38,57.026315789473685,0.017407942831399556,0.05222382849419867,SOD1,15169,0.05636857678738908
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5357905,Regulation of TNFR1 signaling,1,7,44,49.24999999999999,0.02013267815296256,0.0573781327359433,TBK1,15169,0.06222827792733861
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-447115,Interleukin-12 family signaling,1,7,47,46.1063829787234,0.02149261542615726,0.05833709901385542,SOD1,15169,0.06354338473820426
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-75893,TNF signaling,1,7,52,41.67307692307692,0.02375558252597975,0.06154855472640208,TBK1,15169,0.06730748382360932
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-8986944,Transcriptional Regulation by MECP2,1,7,58,37.36206896551724,0.026465220407933827,0.06289440696441631,MOBP,15169,0.06947400379435208
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA ,1,7,59,36.728813559322035,0.02691619939391386,0.06289440696441631,TBK1,15169,0.06947400379435208
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-1280215,Cytokine Signaling in Immune system,2,7,587,7.383304940374788,0.027585266212463294,0.06289440696441631,SOD1;TBK1,15169,0.06947400379435208
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,1,7,63,34.3968253968254,0.02871832514684569,0.06295940512962325,TBK1,15169,0.06974450392805381
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9663891,Selective autophagy,1,7,80,27.0875,0.0363454821489332,0.06766245714164318,TBK1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-2262752,Cellular responses to stress,2,7,686,6.317784256559767,0.03686204472484043,0.06766245714164318,SOD1;GPX3,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-8953897,Cellular responses to stimuli,2,7,698,6.2091690544412605,0.03806193322248637,0.06766245714164318,SOD1;GPX3,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9679191,Potential therapeutics for SARS,1,7,85,25.49411764705882,0.038578969594108996,0.06766245714164318,TBK1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9692914,SARS-CoV-1-host interactions,1,7,87,24.90804597701149,0.03947112136157419,0.06766245714164318,TBK1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,1,7,91,23.81318681318681,0.04125329626778211,0.06766245714164318,TBK1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,1,7,93,23.301075268817204,0.042143320347334326,0.06766245714164318,FCHO1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,1,7,94,23.0531914893617,0.04258806674940178,0.06766245714164318,TBK1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling ,1,7,97,22.34020618556701,0.04392124410948768,0.06766245714164318,TBK1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-114608,Platelet degranulation ,1,7,97,22.34020618556701,0.04392124410948768,0.06766245714164318,SOD1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-166166,MyD88-independent TLR4 cascade ,1,7,97,22.34020618556701,0.04392124410948768,0.06766245714164318,TBK1,15169,0.07658063075500424
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,1,7,102,21.245098039215684,0.0461396704102638,0.06920950561539571,SOD1,15169,0.07843743969744862
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-446652,Interleukin-1 family signaling,1,7,120,18.058333333333334,0.05408951293468223,0.0783312706021973,TBK1,15169,0.0889979348529561
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,1,7,122,17.76229508196721,0.054969312703296344,0.0783312706021973,TBK1,15169,0.0889979348529561
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9678108,SARS-CoV-1 Infection,1,7,129,16.7984496124031,0.058043090628230334,0.07926404700916193,TBK1,15169,0.090357923374187
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-1632852,Macroautophagy,1,7,130,16.66923076923077,0.0584815014238156,0.07926404700916193,TBK1,15169,0.090357923374187
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-8856828,Clathrin-mediated endocytosis,1,7,133,16.293233082706767,0.059795684585858995,0.07926404700916193,FCHO1,15169,0.090357923374187
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-168898,Toll-like Receptor Cascades,1,7,141,15.368794326241133,0.06329248893136258,0.08058896271235877,TBK1,15169,0.09213533456295998
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-73887,Death Receptor Signaling,1,7,142,15.260563380281688,0.06372880464719172,0.08058896271235877,TBK1,15169,0.09213533456295998
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9612973,Autophagy,1,7,145,14.944827586206895,0.06503670675032462,0.08058896271235877,TBK1,15169,0.09213533456295998
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9705683,SARS-CoV-2-host interactions,1,7,165,13.133333333333331,0.0737161005733732,0.08940037729111218,TBK1,15169,0.10229989467325258
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-76002,"Platelet activation, signaling and aggregation",1,7,208,10.41826923076923,0.09214322287807193,0.10942007716771042,SOD1,15169,0.12531478311417774
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5688426,Deubiquitination,1,7,232,9.34051724137931,0.10229081948305918,0.118991361439477,TNIP1,15169,0.1363877593107457
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9694516,SARS-CoV-2 Infection,1,7,251,8.633466135458168,0.11025523496954555,0.12569096786528194,TBK1,15169,0.14417992265248256
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9679506,SARS-CoV Infections,1,7,352,6.156249999999999,0.1515836693720482,0.16941704223934798,TBK1,15169,0.18741253667816876
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-109582,Hemostasis,1,7,466,4.650214592274678,0.19624445888686082,0.21511411839521283,SOD1,15169,0.23829684293404527
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-199991,Membrane Trafficking,1,7,574,3.7752613240418116,0.23668045418044567,0.2545431299676491,FCHO1,15169,0.2823556295486017
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5653656,Vesicle-mediated transport,1,7,603,3.5936981757877278,0.24723644809926362,0.2609718063270005,FCHO1,15169,0.28986342190948156
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-9824446,Viral Infection Pathways,1,7,712,3.0435393258426964,0.28580141000669207,0.29619418855238994,TBK1,15169,0.3293982352619503
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-168249,Innate Immune System,1,7,781,2.7746478873239435,0.30932823995488634,0.31485195852550935,TBK1,15169,0.3505720052822046
Amyotrophic lateral sclerosis,als,stringent,REAC,R-HSA-5663205,Infectious disease,1,7,874,2.4794050343249427,0.33998517922570914,0.33998517922570914,TBK1,15169,0.37899987192374157
Amyotrophic lateral sclerosis,als,stringent,WP,WP408,Oxidative stress response,2,7,25,173.36,5.448653818948059e-05,0.002233948065768704,SOD1;GPX3,15169,0.002288434603958187
Amyotrophic lateral sclerosis,als,stringent,WP,WP176,Folate metabolism,2,7,45,96.31111111111112,0.00017901632625925856,0.0036698346883148004,SOD1;GPX3,15169,0.003759342851444426
Amyotrophic lateral sclerosis,als,stringent,WP,WP2525,Trans sulfuration one carbon metabolism and related pathways,2,7,57,76.03508771929823,0.00028783501379749815,0.0037209692072424083,SOD1;GPX3,15169,0.003811724553760523
Amyotrophic lateral sclerosis,als,stringent,WP,WP15,Selenium micronutrient network,2,7,64,67.71875,0.0003630213860724301,0.0037209692072424083,SOD1;GPX3,15169,0.003811724553760523
Amyotrophic lateral sclerosis,als,stringent,WP,WP5116,SARS CoV 2 B 1 1 7 variant antagonises innate immune activation,1,7,6,361.1666666666667,0.0027660678649166375,0.021593129763758174,TBK1,15169,0.022119791465312177
Amyotrophic lateral sclerosis,als,stringent,WP,WP259,Nifedipine activity,1,7,7,309.57142857142856,0.003226440978742765,0.021593129763758174,SOD1,15169,0.022119791465312177
Amyotrophic lateral sclerosis,als,stringent,WP,WP5233,Arsenic metabolism and reactive oxygen species generation,1,7,8,270.875,0.0036866319108855424,0.021593129763758174,SOD1,15169,0.022119791465312177
Amyotrophic lateral sclerosis,als,stringent,WP,WP5146,Lung pathology of COVID 19,1,7,10,216.7,0.004606467470434572,0.02307895565958624,TBK1,15169,0.023641857017137058
Amyotrophic lateral sclerosis,als,stringent,WP,WP2436,Dopamine metabolism,1,7,11,196.99999999999997,0.005066112217957956,0.02307895565958624,SOD1,15169,0.023641857017137058
Amyotrophic lateral sclerosis,als,stringent,WP,WP4912,SARS coronavirus and innate immunity,1,7,14,154.78571428571428,0.0064439550518935905,0.023584814011709282,TBK1,15169,0.024160053377848656
Amyotrophic lateral sclerosis,als,stringent,WP,WP100,Glutathione metabolism,1,7,14,154.78571428571428,0.0064439550518935905,0.023584814011709282,GPX3,15169,0.024160053377848656
Amyotrophic lateral sclerosis,als,stringent,WP,WP4300,Extracellular vesicles in the crosstalk of cardiac cells,1,7,15,144.46666666666667,0.006902872393671009,0.023584814011709282,SOD1,15169,0.024160053377848656
Amyotrophic lateral sclerosis,als,stringent,WP,WP4961,STING pathway in Kawasaki like disease and COVID 19,1,7,17,127.4705882352941,0.007820162032776546,0.024663587949526028,TBK1,15169,0.02526513887512433
Amyotrophic lateral sclerosis,als,stringent,WP,WP3851,TLR4 signaling and tolerance,1,7,23,94.21739130434783,0.010567674909308673,0.027194352532631513,TBK1,15169,0.027857629423671613
Amyotrophic lateral sclerosis,als,stringent,WP,WP5038,Mitochondrial immune response to SARS CoV 2,1,7,23,94.21739130434783,0.010567674909308673,0.027194352532631513,TBK1,15169,0.027857629423671613
Amyotrophic lateral sclerosis,als,stringent,WP,WP5527,NF kB signaling and ARTD family members,1,7,24,90.29166666666667,0.011024959094944144,0.027194352532631513,TBK1,15169,0.027857629423671613
