disease,disease_id,gene_set,ontology,term_id,term_name,overlap,gene_count,background_count,effect_size,p_value,fdr,genes,effective_domain_size,service_adjusted_p
Parkinson disease,parkinson,weighted,GO:BP,GO:0018210,peptidyl-threonine modification,5,123,44,14.014227642276422,2.7239709024166667e-05,0.03528904304080792,STK39;DYRK1A;CAMK2D;MYLK2;LRRK2,15169,0.019660259988192274
Parkinson disease,parkinson,weighted,GO:BP,GO:0018107,peptidyl-threonine phosphorylation,5,123,44,14.014227642276422,2.7239709024166667e-05,0.03528904304080792,STK39;DYRK1A;CAMK2D;MYLK2;LRRK2,15169,0.019660259988192274
Parkinson disease,parkinson,weighted,GO:BP,GO:0006897,endocytosis,15,123,579,3.194953452125195,6.899573872863553e-05,0.056658066843725895,SH3GL2;HIP1R;FCGR2A;RIT2;CLCN3;TMEM175;FYN;PIK3CA;SNCA;NCKIPSD;DGKQ;BCL2L1;LRRK2;BIN3;ANK2,15169,0.03983813954191419
Parkinson disease,parkinson,weighted,GO:BP,GO:0010507,negative regulation of autophagy,6,123,93,7.9564647259375825,0.00010781034157540061,0.056658066843725895,PIK3CA;SNCA;VPS13C;BCL2L1;LRRK2;WDR6,15169,0.04509341097696328
Parkinson disease,parkinson,weighted,GO:BP,GO:1903115,regulation of actin filament-based movement,4,123,31,15.912929451875165,0.00010933629263551891,0.056658066843725895,PKP2;CAMK2D;MYLK2;ANK2,15169,0.04509341097696328
Parkinson disease,parkinson,weighted,GO:BP,GO:0098657,import into cell,17,123,780,2.687856993954555,0.0001831889842393508,0.06270072086180639,SH3GL2;HIP1R;FCGR2A;RIT2;CLCN3;TMEM175;FYN;IRS2;SLC18B1;PIK3CA;SNCA;NCKIPSD;DGKQ;BCL2L1;LRRK2;BIN3;ANK2,15169,0.04682205554335377
Parkinson disease,parkinson,weighted,GO:BP,GO:0071248,cellular response to metal ion,7,123,146,5.912852210713888,0.00018554886911892197,0.06270072086180639,ITPKB;STK39;DLG2;CAMK2D;SNCA;MICU3;LRRK2,15169,0.04682205554335377
Parkinson disease,parkinson,weighted,GO:BP,GO:0009895,negative regulation of catabolic process,10,123,306,4.030235400393219,0.00019359543299670055,0.06270072086180639,FYN;USP25;PIK3CA;SNCA;CCAR2;VPS13C;BCL2L1;DDRGK1;LRRK2;WDR6,15169,0.04682205554335377
Parkinson disease,parkinson,weighted,GO:BP,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,3,123,17,21.763271162123385,0.0003255872668371055,0.09181844812062581,PARP9;CTF1;CNOT7,15169,0.05958772039546048
Parkinson disease,parkinson,weighted,GO:BP,GO:0046928,regulation of neurotransmitter secretion,5,123,75,8.221680216802168,0.00035437455855123816,0.09181844812062581,RIMS1;SV2C;SNCA;MICU3;LRRK2,15169,0.05958772039546048
Parkinson disease,parkinson,weighted,GO:BP,GO:0002694,regulation of leukocyte activation,11,123,412,3.2926631936222277,0.0005241594026709986,0.11509754762314289,ITPKB;GPNMB;FYN;IRS2;PIK3CA;SNCA;CD38;CYLD;RORA;DDRGK1;LRRK2,15169,0.05958772039546048
Parkinson disease,parkinson,weighted,GO:BP,GO:0007260,tyrosine phosphorylation of STAT protein,3,123,20,18.49878048780488,0.0005362278730044656,0.11509754762314289,PARP9;CTF1;CNOT7,15169,0.05958772039546048
Parkinson disease,parkinson,weighted,GO:BP,GO:1903573,negative regulation of response to endoplasmic reticulum stress,4,123,48,10.27710027100271,0.0006079856487208236,0.11509754762314289,USP25;BCL2L1;DDRGK1;LRRK2,15169,0.06412323812968221
Parkinson disease,parkinson,weighted,GO:BP,GO:0032958,inositol phosphate biosynthetic process,3,123,21,17.617886178861788,0.0006219087868483213,0.11509754762314289,ITPKB;SNCA;IP6K2,15169,0.06412323812968221
Parkinson disease,parkinson,weighted,GO:BP,GO:0001775,cell activation,16,123,805,2.451184164015553,0.0007868360976940749,0.11871314136005975,ITPKB;GPNMB;STK39;FYN;IRS2;PIK3CA;AZI2;SNCA;KPNA1;CD38;P2RY12;DGKQ;CYLD;RORA;DDRGK1;LRRK2,15169,0.0680707913617677
Parkinson disease,parkinson,weighted,GO:BP,GO:0051588,regulation of neurotransmitter transport,5,123,90,6.851400180668474,0.0008193526356072473,0.11871314136005975,RIMS1;SV2C;SNCA;MICU3;LRRK2,15169,0.0680707913617677
Parkinson disease,parkinson,weighted,GO:BP,GO:1903829,positive regulation of protein localization,10,123,368,3.351228349240014,0.0008252434006449155,0.11871314136005975,FYN;IRS2;PIK3CA;SNCA;PARP9;CD38;CYLD;DDRGK1;DTX3L;ZDHHC2,15169,0.0680707913617677
Parkinson disease,parkinson,weighted,GO:BP,GO:0008610,lipid biosynthetic process,13,123,581,2.7594279557253407,0.000865668311093041,0.11871314136005975,ITPKB;ASXL3;ELOVL7;PIK3CA;FASN;HSD3B7;DGKQ;SLC45A3;IP6K2;DPM3;CERS6;MTMR7;B3GALT1,15169,0.06942178928126666
Parkinson disease,parkinson,weighted,GO:BP,GO:1903421,regulation of synaptic vesicle recycling,3,123,24,15.415650406504065,0.0009297852667197728,0.11871314136005975,SNCA;DGKQ;LRRK2,15169,0.07254838013567524
Parkinson disease,parkinson,weighted,GO:BP,GO:0070252,actin-mediated cell contraction,5,123,94,6.55985123681024,0.0009973763476031103,0.11871314136005975,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2,15169,0.07577435567184677
Parkinson disease,parkinson,weighted,GO:BP,GO:0098901,regulation of cardiac muscle cell action potential,3,123,25,14.799024390243904,0.0010503504073229807,0.11871314136005975,PKP2;CAMK2D;ANK2,15169,0.07662056686496727
Parkinson disease,parkinson,weighted,GO:BP,GO:0050865,regulation of cell activation,11,123,449,3.0213301464863203,0.001061594275926114,0.11871314136005975,ITPKB;GPNMB;FYN;IRS2;PIK3CA;SNCA;CD38;CYLD;RORA;DDRGK1;LRRK2,15169,0.07662056686496727
Parkinson disease,parkinson,weighted,GO:BP,GO:0031647,regulation of protein stability,9,123,317,3.5013464645687464,0.001110907806948815,0.11871314136005975,HIP1R;USP25;SNCA;CCAR2;DDRGK1;LRRK2;IP6K2;DPM3;ANK2,15169,0.07750783022046932
Parkinson disease,parkinson,weighted,GO:BP,GO:0043270,positive regulation of monoatomic ion transport,6,123,144,5.138550135501355,0.001127581873661141,0.11871314136005975,STK39;CNTN1;PKP2;SNCA;P2RY12;ANK2,15169,0.07750783022046932
Parkinson disease,parkinson,weighted,GO:BP,GO:0086004,regulation of cardiac muscle cell contraction,3,123,26,14.22983114446529,0.0011803610495361842,0.11871314136005975,PKP2;CAMK2D;ANK2,15169,0.0792488918607201
Parkinson disease,parkinson,weighted,GO:BP,GO:0003013,circulatory system process,11,123,459,2.9555059602883613,0.001267253622142433,0.11871314136005975,SH3GL2;STK39;FYN;PKP2;SLC2A13;CAMK2D;PIK3CA;CD38;MYLK2;C2CD4A;ANK2,15169,0.08191856752246914
Parkinson disease,parkinson,weighted,GO:BP,GO:0006681,galactosylceramide metabolic process,2,123,7,35.23577235772358,0.001333624064272964,0.11871314136005975,GALC;B3GALT1,15169,0.08191856752246914
Parkinson disease,parkinson,weighted,GO:BP,GO:0051610,serotonin uptake,2,123,7,35.23577235772358,0.001333624064272964,0.11871314136005975,SLC18B1;SNCA,15169,0.08191856752246914
Parkinson disease,parkinson,weighted,GO:BP,GO:0019374,galactolipid metabolic process,2,123,7,35.23577235772358,0.001333624064272964,0.11871314136005975,GALC;B3GALT1,15169,0.08191856752246914
Parkinson disease,parkinson,weighted,GO:BP,GO:0002696,positive regulation of leukocyte activation,8,123,264,3.737127371273713,0.0013917547587755622,0.11871314136005975,ITPKB;FYN;IRS2;PIK3CA;CD38;CYLD;DDRGK1;LRRK2,15169,0.08370824976218855
Parkinson disease,parkinson,weighted,GO:BP,GO:0006661,phosphatidylinositol biosynthetic process,5,123,103,5.986660352040413,0.0015013552085292683,0.11871314136005975,ITPKB;PIK3CA;IP6K2;DPM3;MTMR7,15169,0.08845739769436735
Parkinson disease,parkinson,weighted,GO:BP,GO:1903426,regulation of reactive oxygen species biosynthetic process,3,123,29,12.757779646761986,0.001629750442098922,0.11871314136005975,CLCN3;FYN;SNCA,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0018108,peptidyl-tyrosine phosphorylation,5,123,105,5.872628726287263,0.001634936813412546,0.11871314136005975,FYN;DYRK1A;PARP9;CTF1;CNOT7,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0099536,synaptic signaling,14,123,703,2.455978443141473,0.001668476809648052,0.11871314136005975,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;KPNA1;CD38;MYLK2;MICU3;LRRK2;ZDHHC2,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0050867,positive regulation of cell activation,8,123,274,3.600735861373213,0.0017595086979284276,0.11871314136005975,ITPKB;FYN;IRS2;PIK3CA;CD38;CYLD;DDRGK1;LRRK2,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0035563,positive regulation of chromatin binding,2,123,8,30.831300813008138,0.0017687374861566115,0.11871314136005975,PARP9;DTX3L,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0070493,thrombin-activated receptor signaling pathway,2,123,8,30.831300813008138,0.0017687374861566115,0.11871314136005975,SNCA;DGKQ,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0018212,peptidyl-tyrosine modification,5,123,107,5.762859965048248,0.0017770554064928047,0.11871314136005975,FYN;DYRK1A;PARP9;CTF1;CNOT7,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0070972,protein localization to endoplasmic reticulum,3,123,30,12.332520325203253,0.0018001864241259091,0.11871314136005975,DDRGK1;LRRK2;ANK2,15169,0.08960583114571545
Parkinson disease,parkinson,weighted,GO:BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,12,123,555,2.6664908811250276,0.00183269998240154,0.11871314136005975,RIT2;FYN;CNTN1;PIK3CA;LZTS3;NCKIPSD;CD38;P2RY12;CYLD;WNT3;LRRK2;BIN3,15169,0.08967804829141098
Parkinson disease,parkinson,weighted,GO:BP,GO:0051046,regulation of secretion,11,123,483,2.808648521267821,0.0018975193438353613,0.11991396633847369,HIP1R;STK39;IRS2;RIMS1;SV2C;NSF;SNCA;CD38;MICU3;NDUFAF2;LRRK2,15169,0.09130230576087822
Parkinson disease,parkinson,weighted,GO:BP,GO:0055082,intracellular chemical homeostasis,11,123,485,2.7970664655100164,0.0019599139372566687,0.12090802408171496,STK39;CLCN3;TMEM175;IRS2;CAMK2D;PIK3CA;MICU3;NDUFAF2;LRRK2;NUCKS1;ANK2,15169,0.09275854978459001
Parkinson disease,parkinson,weighted,GO:BP,GO:0051865,protein autoubiquitination,4,123,67,7.362698701613883,0.0021278418431924188,0.12187734489955132,RNF141;ERCC8;LRRK2;DTX3L,15169,0.0958593942084605
Parkinson disease,parkinson,weighted,GO:BP,GO:0009894,regulation of catabolic process,16,123,890,2.2170823056545172,0.0022265297497666334,0.12187734489955132,FYN;IRS2;USP25;PIK3CA;NSF;SNCA;CCAR2;VPS13C;BCL2L1;DDRGK1;LRRK2;DTX3L;CNOT7;FASTKD5;WDR6;ZDHHC2,15169,0.0958593942084605
Parkinson disease,parkinson,weighted,GO:BP,GO:0086003,cardiac muscle cell contraction,4,123,68,7.254423720707796,0.002246837641645666,0.12187734489955132,PKP2;CAMK2D;PIK3CA;ANK2,15169,0.0958593942084605
Parkinson disease,parkinson,weighted,GO:BP,GO:0031344,regulation of cell projection organization,12,123,569,2.6008830211324963,0.0022533709145650047,0.12187734489955132,RIT2;FYN;CNTN1;PIK3CA;LZTS3;NCKIPSD;CD38;P2RY12;CYLD;WNT3;LRRK2;BIN3,15169,0.0958593942084605
Parkinson disease,parkinson,weighted,GO:BP,GO:0042177,negative regulation of protein catabolic process,5,123,113,5.4568674005324125,0.002257858956070422,0.12187734489955132,FYN;USP25;SNCA;CCAR2;DDRGK1,15169,0.0958593942084605
Parkinson disease,parkinson,weighted,GO:BP,GO:0030048,actin filament-based movement,5,123,113,5.4568674005324125,0.002257858956070422,0.12187734489955132,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2,15169,0.0958593942084605
Parkinson disease,parkinson,weighted,GO:BP,GO:1901652,response to peptide,14,123,731,2.361905397439747,0.002393207609640204,0.12204618791118559,STK39;IRS2;SPPL2B;USP25;FASN;AZI2;SNCA;PARP9;CD38;BCL2L1;CYLD;RORA;MTF2;CNOT7,15169,0.09821423471192414
Parkinson disease,parkinson,weighted,GO:BP,GO:0046474,glycerophospholipid biosynthetic process,6,123,167,4.430845625821528,0.0023951755225742432,0.12204618791118559,ITPKB;PIK3CA;DGKQ;IP6K2;DPM3;MTMR7,15169,0.09821423471192414
Parkinson disease,parkinson,weighted,GO:BP,GO:0060048,cardiac muscle contraction,5,123,115,5.361965358784023,0.0024373594950825887,0.12204618791118559,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2,15169,0.09821423471192414
Parkinson disease,parkinson,weighted,GO:BP,GO:0018193,peptidyl-amino acid modification,10,123,426,2.894957822817665,0.0024494024590434775,0.12204618791118559,STK39;FYN;DYRK1A;CAMK2D;PARP9;MYLK2;LRRK2;CTF1;CNOT7;ZDHHC2,15169,0.09821423471192414
Parkinson disease,parkinson,weighted,GO:BP,GO:0043647,inositol phosphate metabolic process,3,123,34,10.881635581061692,0.0025914806071289727,0.12524822889135317,ITPKB;SNCA;IP6K2,15169,0.10183873693608972
Parkinson disease,parkinson,weighted,GO:BP,GO:0032880,regulation of protein localization,14,123,738,2.3395025007160637,0.0026103451795187462,0.12524822889135317,FYN;IRS2;CAMK2D;PIK3CA;SNCA;PARP9;CD38;BCL2L1;CYLD;DDRGK1;NDUFAF2;DTX3L;CNTLN;ZDHHC2,15169,0.10183873693608972
Parkinson disease,parkinson,weighted,GO:BP,GO:0051050,positive regulation of transport,13,123,662,2.4217940215655935,0.0027644968222617873,0.13013197876544585,HIP1R;FCGR2A;STK39;CNTN1;IRS2;PKP2;SNCA;CD38;P2RY12;MICU3;LRRK2;ANK2;ZDHHC2,15169,0.10634899561576458
Parkinson disease,parkinson,weighted,GO:BP,GO:0090161,Golgi ribbon formation,2,123,10,24.665040650406507,0.002812578468106896,0.13013197876544585,VAMP4;TMED5,15169,0.10634899561576458
Parkinson disease,parkinson,weighted,GO:BP,GO:0086091,regulation of heart rate by cardiac conduction,3,123,36,10.27710027100271,0.0030559251587208413,0.1322339595459238,PKP2;CAMK2D;ANK2,15169,0.11059337615718311
Parkinson disease,parkinson,weighted,GO:BP,GO:0098916,anterograde trans-synaptic signaling,13,123,670,2.3928770780245117,0.003064589571380203,0.1322339595459238,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;CD38;MYLK2;MICU3;LRRK2;ZDHHC2,15169,0.11059337615718311
Parkinson disease,parkinson,weighted,GO:BP,GO:0007268,chemical synaptic transmission,13,123,670,2.3928770780245117,0.003064589571380203,0.1322339595459238,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;CD38;MYLK2;MICU3;LRRK2;ZDHHC2,15169,0.11059337615718311
Parkinson disease,parkinson,weighted,GO:BP,GO:0060627,regulation of vesicle-mediated transport,10,123,441,2.7964898696606015,0.0031397438333940824,0.1322339595459238,HIP1R;FCGR2A;RIT2;RIMS1;SV2C;NSF;SNCA;DGKQ;LRRK2;ZDHHC2,15169,0.11190667218529284
Parkinson disease,parkinson,weighted,GO:BP,GO:0043066,negative regulation of apoptotic process,13,123,675,2.3751520626317375,0.003265338796595117,0.1322339595459238,ITPKB;HIP1R;FYN;MAP4K4;IRS2;TOX3;PIK3CA;SNCA;CCAR2;CD38;BCL2L1;DDRGK1;LRRK2,15169,0.11217975931111389
Parkinson disease,parkinson,weighted,GO:BP,GO:1903409,reactive oxygen species biosynthetic process,3,123,37,9.999340804218853,0.003306062072197164,0.1322339595459238,CLCN3;FYN;SNCA,15169,0.11217975931111389
Parkinson disease,parkinson,weighted,GO:BP,GO:0099537,trans-synaptic signaling,13,123,677,2.3681353652532096,0.003348591877868372,0.1322339595459238,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;CD38;MYLK2;MICU3;LRRK2;ZDHHC2,15169,0.11217975931111389
Parkinson disease,parkinson,weighted,GO:BP,GO:0010906,regulation of glucose metabolic process,4,123,76,6.4908001711596075,0.003368300172662676,0.1322339595459238,IRS2;DGKQ;RORA;SLC45A3,15169,0.11217975931111389
Parkinson disease,parkinson,weighted,GO:BP,GO:0042116,macrophage activation,4,123,76,6.4908001711596075,0.003368300172662676,0.1322339595459238,STK39;SNCA;RORA;LRRK2,15169,0.11217975931111389
Parkinson disease,parkinson,weighted,GO:BP,GO:0035865,cellular response to potassium ion,2,123,11,22.42276422764228,0.003419403816895752,0.1322339595459238,STK39;DLG2,15169,0.11217975931111389
Parkinson disease,parkinson,weighted,GO:BP,GO:0006837,serotonin transport,2,123,11,22.42276422764228,0.003419403816895752,0.1322339595459238,SLC18B1;SNCA,15169,0.11217975931111389
Parkinson disease,parkinson,weighted,GO:BP,GO:0051251,positive regulation of lymphocyte activation,7,123,243,3.5525778714577267,0.0036578556012734614,0.1391873468218651,ITPKB;FYN;IRS2;PIK3CA;CD38;CYLD;DDRGK1,15169,0.11733587912084988
Parkinson disease,parkinson,weighted,GO:BP,GO:0031111,negative regulation of microtubule polymerization or depolymerization,3,123,39,9.486554096310194,0.0038431069947316293,0.1391873468218651,DYRK1A;SNCA;TPX2,15169,0.11879106341829815
Parkinson disease,parkinson,weighted,GO:BP,GO:0016242,negative regulation of macroautophagy,3,123,39,9.486554096310194,0.0038431069947316293,0.1391873468218651,PIK3CA;VPS13C;LRRK2,15169,0.11879106341829815
Parkinson disease,parkinson,weighted,GO:BP,GO:0001959,regulation of cytokine-mediated signaling pathway,5,123,128,4.81739075203252,0.0038664677475433147,0.1391873468218651,SPPL2B;USP25;PARP9;CYLD;CNOT7,15169,0.11879106341829815
Parkinson disease,parkinson,weighted,GO:BP,GO:0006836,neurotransmitter transport,6,123,184,4.021474019088017,0.0038678073991409833,0.1391873468218651,SLC18B1;RIMS1;SV2C;SNCA;MICU3;LRRK2,15169,0.11879106341829815
Parkinson disease,parkinson,weighted,GO:BP,GO:0043030,regulation of macrophage activation,3,123,40,9.24939024390244,0.004130371142026801,0.14659988532864987,SNCA;RORA;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0046488,phosphatidylinositol metabolic process,5,123,131,4.7070688264134555,0.004266751657739495,0.1483982004152714,ITPKB;PIK3CA;IP6K2;DPM3;MTMR7,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0045321,leukocyte activation,13,123,701,2.28705797756979,0.004490028509912351,0.1483982004152714,ITPKB;GPNMB;STK39;FYN;IRS2;PIK3CA;AZI2;SNCA;CD38;CYLD;RORA;DDRGK1;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0016310,phosphorylation,15,123,870,2.1262966077936643,0.0045273503590199556,0.1483982004152714,STK39;FYN;MAP4K4;DYRK1A;IRS2;CAMK2D;PARP9;MYLK2;DGKQ;DDRGK1;LRRK2;NEK1;CTF1;CNOT7;TPX2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0043069,negative regulation of programmed cell death,13,123,704,2.2773119918699187,0.004652543669931254,0.1483982004152714,ITPKB;HIP1R;FYN;MAP4K4;IRS2;TOX3;PIK3CA;SNCA;CCAR2;CD38;BCL2L1;DDRGK1;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0008015,blood circulation,9,123,393,2.8242412958480725,0.004712953824760668,0.1483982004152714,SH3GL2;STK39;PKP2;CAMK2D;PIK3CA;CD38;MYLK2;C2CD4A;ANK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0043269,regulation of monoatomic ion transport,8,123,322,3.063980205019442,0.00471792536825678,0.1483982004152714,STK39;FYN;CNTN1;PKP2;CAMK2D;SNCA;P2RY12;ANK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0031115,negative regulation of microtubule polymerization,2,123,13,18.97310819262039,0.004798194021188454,0.1483982004152714,DYRK1A;SNCA,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,2,123,13,18.97310819262039,0.004798194021188454,0.1483982004152714,PARP9;CTF1,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0019637,organophosphate metabolic process,15,123,877,2.109325027115722,0.004871996229063145,0.1483982004152714,ITPKB;ELOVL7;DLG2;PIK3CA;FASN;ITPA;SNCA;CD38;DGKQ;RORA;AMPD3;LRRK2;IP6K2;DPM3;MTMR7,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0099643,signal release from synapse,5,123,136,4.534014825442371,0.004998351131738594,0.1483982004152714,RIMS1;SV2C;SNCA;MICU3;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0051494,negative regulation of cytoskeleton organization,5,123,136,4.534014825442371,0.004998351131738594,0.1483982004152714,HIP1R;DYRK1A;PIK3CA;SNCA;TPX2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0007269,neurotransmitter secretion,5,123,136,4.534014825442371,0.004998351131738594,0.1483982004152714,RIMS1;SV2C;SNCA;MICU3;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:1905897,regulation of response to endoplasmic reticulum stress,4,123,85,5.803538976566236,0.005027809643639962,0.1483982004152714,USP25;BCL2L1;DDRGK1;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0099504,synaptic vesicle cycle,6,123,195,3.794621638524078,0.005124990521040749,0.1483982004152714,CLCN3;RIMS1;SV2C;SNCA;DGKQ;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0046777,protein autophosphorylation,5,123,137,4.500919826716515,0.005154703989723824,0.1483982004152714,STK39;DYRK1A;CAMK2D;MYLK2;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0060759,regulation of response to cytokine stimulus,5,123,137,4.500919826716515,0.005154703989723824,0.1483982004152714,SPPL2B;USP25;PARP9;CYLD;CNOT7,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0006109,regulation of carbohydrate metabolic process,5,123,137,4.500919826716515,0.005154703989723824,0.1483982004152714,IRS2;SNCA;DGKQ;RORA;SLC45A3,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0072657,protein localization to membrane,9,123,400,2.774817073170732,0.00527951812978859,0.1490588704008276,FYN;PKP2;DLG2;CAMK2D;PIK3CA;NSF;BCL2L1;ANK2;ZDHHC2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:1902904,negative regulation of supramolecular fiber organization,5,123,138,4.468304465653352,0.005314494918842892,0.1490588704008276,HIP1R;DYRK1A;PIK3CA;SNCA;TPX2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:2000300,regulation of synaptic vesicle exocytosis,3,123,44,8.408536585365853,0.005408218154952591,0.1490588704008276,RIMS1;SV2C;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0010310,regulation of hydrogen peroxide metabolic process,2,123,14,17.61788617886179,0.005568324418981282,0.1490588704008276,FYN;SNCA,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0001921,positive regulation of receptor recycling,2,123,14,17.61788617886179,0.005568324418981282,0.1490588704008276,NSF;SNCA,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0034097,response to cytokine,13,123,720,2.226705058717254,0.005601565686365222,0.1490588704008276,STK39;SPPL2B;USP25;FASN;AZI2;SNCA;PARP9;CD38;BCL2L1;CYLD;RORA;MTF2;CNOT7,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0018105,peptidyl-serine phosphorylation,4,123,88,5.60569105691057,0.005684021786911244,0.1490588704008276,STK39;DYRK1A;CAMK2D;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0050727,regulation of inflammatory response,7,123,264,3.2699864498644984,0.005728443140417522,0.1490588704008276,STK39;FYN;SNCA;C2CD4A;CYLD;RORA;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0048878,chemical homeostasis,13,123,722,2.2205369006598654,0.005730406520656177,0.1490588704008276,STK39;CLCN3;TMEM175;IRS2;CAMK2D;PIK3CA;MICU3;MED13;RORA;NDUFAF2;LRRK2;NUCKS1;ANK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0010038,response to metal ion,7,123,265,3.2576468783555756,0.005845189508587174,0.1490588704008276,ITPKB;STK39;DLG2;CAMK2D;SNCA;MICU3;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0010959,regulation of metal ion transport,7,123,265,3.2576468783555756,0.005845189508587174,0.1490588704008276,STK39;FYN;CNTN1;PKP2;CAMK2D;SNCA;ANK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0018209,peptidyl-serine modification,4,123,89,5.542705764136294,0.005914854673719511,0.1490588704008276,STK39;DYRK1A;CAMK2D;LRRK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0045017,glycerolipid biosynthetic process,6,123,201,3.6813493508069413,0.005925535951866169,0.1490588704008276,ITPKB;PIK3CA;DGKQ;IP6K2;DPM3;MTMR7,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:2000107,negative regulation of leukocyte apoptotic process,3,123,46,8.042948038176034,0.006126522133966743,0.14975300801045122,ITPKB;IRS2;BCL2L1,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0071616,acyl-CoA biosynthetic process,3,123,46,8.042948038176034,0.006126522133966743,0.14975300801045122,ELOVL7;FASN;SNCA,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0098900,regulation of action potential,3,123,46,8.042948038176034,0.006126522133966743,0.14975300801045122,PKP2;CAMK2D;ANK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0006941,striated muscle contraction,5,123,144,4.282125112917796,0.006347666284473506,0.1519043317998498,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0035864,response to potassium ion,2,123,15,16.44336043360434,0.006391073781242246,0.1519043317998498,STK39;DLG2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0046854,phosphatidylinositol phosphate biosynthetic process,3,123,47,7.871821484172289,0.006506002656530083,0.1519043317998498,ITPKB;PIK3CA;IP6K2,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:1901799,negative regulation of proteasomal protein catabolic process,3,123,47,7.871821484172289,0.006506002656530083,0.1519043317998498,USP25;CCAR2;DDRGK1,15169,0.12126704311273828
Parkinson disease,parkinson,weighted,GO:BP,GO:0003015,heart process,6,123,205,3.6095181439619273,0.006507673033494144,0.1519043317998498,FYN;PKP2;CAMK2D;PIK3CA;MYLK2;ANK2,15169,0.12126704311273828
