gene_set,ontology,term_id,term_name,overlap,gene_count,background_count,effect_size,p_value,fdr,genes
broad,REAC,R-HSA-432720,Lysosome Vesicle Biogenesis,1,123,34,3.627211860353898,0.24203681551105513,0.37269385751259815,SH3GL2
broad,REAC,R-HSA-9013424,RHOV GTPase cycle,1,123,34,3.627211860353898,0.24203681551105513,0.37269385751259815,WDR6
broad,REAC,R-HSA-111996,Ca-dependent events,1,123,35,3.5235772357723585,0.2481966748894587,0.3799374319422213,CAMK2D
broad,REAC,R-HSA-9694548,Maturation of spike protein,1,123,35,3.5235772357723585,0.2481966748894587,0.3799374319422213,ZDHHC2
broad,REAC,R-HSA-162909,Host Interactions of HIV factors,2,123,119,2.0726924916307987,0.2512221839431617,0.38132984342639104,FYN;KPNA1
broad,REAC,R-HSA-8957322,Metabolism of steroids,2,123,119,2.0726924916307987,0.2512221839431617,0.38132984342639104,FASN;HSD3B7
broad,REAC,R-HSA-162906,HIV Infection,3,123,214,1.7288579895144747,0.25129782785187454,0.38132984342639104,FYN;KPNA1;VPS37A
broad,REAC,R-HSA-212300,PRC2 methylates histones and DNA,1,123,36,3.425700090334237,0.2543068776771286,0.3836652894435293,MTF2
broad,REAC,R-HSA-9013420,RHOU GTPase cycle,1,123,36,3.425700090334237,0.2543068776771286,0.3836652894435293,WDR6
broad,REAC,R-HSA-9696273,RND1 GTPase cycle,1,123,37,3.3331136014062843,0.2603678209167844,0.3905517313751766,WDR6
broad,REAC,R-HSA-5654736,Signaling by FGFR1,1,123,37,3.3331136014062843,0.2603678209167844,0.3905517313751766,PIK3CA
broad,REAC,R-HSA-9006931,Signaling by Nuclear Receptors,3,123,219,1.6893863459182537,0.2622003196487671,0.3921735440018809,PIK3CA;FASN;NRIP1
broad,REAC,R-HSA-3899300,SUMOylation of transcription cofactors,1,123,38,3.2454000855798038,0.26637989850251276,0.39728659148089046,NRIP1
broad,REAC,R-HSA-1500931,Cell-Cell communication,2,123,126,1.9575429087624212,0.2722688750336381,0.4027289167953639,FYN;PIK3CA
broad,REAC,R-HSA-1489509,DAG and IP3 signaling,1,123,39,3.162184698770065,0.2723435012045277,0.4027289167953639,CAMK2D
broad,REAC,R-HSA-3928662,EPHB-mediated forward signaling,1,123,39,3.162184698770065,0.2723435012045277,0.4027289167953639,FYN
broad,REAC,R-HSA-1257604,PIP3 activates AKT signaling,3,123,225,1.6443360433604337,0.2753628445426085,0.4060435165289312,FYN;IRS2;PIK3CA
broad,REAC,R-HSA-8951664,Neddylation,3,123,226,1.637060220159724,0.2775637823540747,0.4068661252496761,ERCC8;DCUN1D1;DCAF16
broad,REAC,R-HSA-2426168,Activation of gene expression by SREBF (SREBP),1,123,40,3.0831300813008133,0.278259016693744,0.4068661252496761,FASN
broad,REAC,R-HSA-75153,Apoptotic execution phase,1,123,40,3.0831300813008133,0.278259016693744,0.4068661252496761,KPNA1
broad,REAC,R-HSA-1474244,Extracellular matrix organization,3,123,227,1.6298485011281831,0.27976653892025743,0.4079277466937832,CTSB;ITGA8;ITGA2B
broad,REAC,R-HSA-9678108,SARS-CoV-1 Infection,2,123,129,1.9120186550702718,0.28128800775215335,0.40900373272040125,PARP9;BCL2L1
broad,REAC,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,1,123,41,3.00793178663494,0.2841268295661526,0.4108426732230794,DR1
broad,REAC,R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,1,123,41,3.00793178663494,0.2841268295661526,0.4108426732230794,DR1
broad,REAC,R-HSA-6811438,Intra-Golgi traffic,1,123,42,2.9363143631436315,0.2899473213670094,0.415167569957764,NSF
broad,REAC,R-HSA-70268,Pyruvate metabolism,1,123,42,2.9363143631436315,0.2899473213670094,0.415167569957764,NEK1
broad,REAC,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,1,123,42,2.9363143631436315,0.2899473213670094,0.415167569957764,CNOT7
broad,REAC,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,2,123,132,1.8685636856368566,0.29029916290150165,0.415167569957764,SNCA;KPNA1
broad,REAC,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,1,123,43,2.868027982605408,0.29572087061483515,0.4206166061606102,ITGA8
broad,REAC,R-HSA-437239,Recycling pathway of L1,1,123,43,2.868027982605408,0.29572087061483515,0.4206166061606102,SH3GL2
broad,REAC,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,5,123,450,1.3702800361336946,0.301591301289784,0.42780070454692193,SH3GL2;RIT2;FYN;IRS2;PIK3CA
broad,REAC,R-HSA-1442490,Collagen degradation,1,123,45,2.7405600722673897,0.307128640534482,0.43213248075202054,CTSB
broad,REAC,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,1,123,45,2.7405600722673897,0.307128640534482,0.43213248075202054,CTSB
broad,REAC,R-HSA-112310,Neurotransmitter release cycle,1,123,45,2.7405600722673897,0.307128640534482,0.43213248075202054,RIMS1
broad,REAC,R-HSA-162587,HIV Life Cycle,2,123,139,1.7744633561443528,0.311267464399539,0.4353669358256818,KPNA1;VPS37A
broad,REAC,R-HSA-1660662,Glycosphingolipid metabolism,1,123,46,2.6809826793920117,0.31276360332304726,0.4353669358256818,GALC
broad,REAC,R-HSA-112043,PLC beta mediated events,1,123,46,2.6809826793920117,0.31276360332304726,0.4353669358256818,CAMK2D
broad,REAC,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,1,123,46,2.6809826793920117,0.31276360332304726,0.4353669358256818,FYN
broad,REAC,R-HSA-112316,Neuronal System,4,123,349,1.4134693782467913,0.3140919010855738,0.43605311799646146,RIMS1;DLG2;CAMK2D;NSF
broad,REAC,R-HSA-936837,Ion transport by P-type ATPases,1,123,47,2.6239404947240965,0.3183531078387694,0.4402981882865324,CAMK2D
broad,REAC,R-HSA-73887,Death Receptor Signaling,2,123,142,1.736974693690599,0.320218431963622,0.4402981882865324,SPPL2B;CYLD
broad,REAC,R-HSA-2262752,Cellular responses to stress,7,123,686,1.2584204413472706,0.3218489745474651,0.4402981882865324,MAP4K4;CAMK2D;CCAR2;NRIP1;BCL2L1;RORA;COX4I2
broad,REAC,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,1,123,48,2.5692750677506777,0.32389751781997783,0.4402981882865324,PIK3CA
broad,REAC,R-HSA-1226099,Signaling by FGFR in disease,1,123,48,2.5692750677506777,0.32389751781997783,0.4402981882865324,PIK3CA
broad,REAC,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,1,123,48,2.5692750677506777,0.32389751781997783,0.4402981882865324,ERCC8
broad,REAC,R-HSA-9013405,RHOD GTPase cycle,1,123,48,2.5692750677506777,0.32389751781997783,0.4402981882865324,STBD1
broad,REAC,R-HSA-5578775,Ion homeostasis,1,123,48,2.5692750677506777,0.32389751781997783,0.4402981882865324,CAMK2D
broad,REAC,R-HSA-382551,Transport of small molecules,6,123,576,1.2846375338753389,0.32504636091480005,0.4407122088247419,CLCN3;SLC2A13;SLC50A1;CAMK2D;MICU3;SLC45A3
broad,REAC,R-HSA-983712,Ion channel transport,2,123,144,1.7128500451671185,0.32617083693947996,0.4410911318197112,CLCN3;CAMK2D
broad,REAC,R-HSA-109582,Hemostasis,5,123,466,1.3232317945497052,0.32710884333273105,0.4412165793790325,FYN;ITGA2B;PIK3CA;P2RY12;DGKQ
broad,REAC,R-HSA-1236394,Signaling by ERBB4,1,123,49,2.5168408826945416,0.32939719411838014,0.44315808074689284,PIK3CA
broad,REAC,R-HSA-186797,Signaling by PDGF,1,123,50,2.4665040650406507,0.3348524947217819,0.44818718524300044,PIK3CA
broad,REAC,R-HSA-112040,G-protein mediated events,1,123,50,2.4665040650406507,0.3348524947217819,0.44818718524300044,CAMK2D
broad,REAC,R-HSA-8953897,Cellular responses to stimuli,7,123,698,1.2367857059659422,0.33766143719568725,0.44966503907189886,MAP4K4;CAMK2D;CCAR2;NRIP1;BCL2L1;RORA;COX4I2
broad,REAC,R-HSA-375165,NCAM signaling for neurite out-growth,1,123,51,2.418141240235932,0.34026377477662845,0.44966503907189886,FYN
broad,REAC,R-HSA-6784531,tRNA processing in the nucleus,1,123,51,2.418141240235932,0.34026377477662845,0.44966503907189886,RPP38
broad,REAC,R-HSA-109606,Intrinsic Pathway for Apoptosis,1,123,51,2.418141240235932,0.34026377477662845,0.44966503907189886,BCL2L1
broad,REAC,R-HSA-429914,Deadenylation-dependent mRNA decay,1,123,51,2.418141240235932,0.34026377477662845,0.44966503907189886,CNOT7
broad,REAC,R-HSA-9748784,Drug ADME,1,123,52,2.371638524077549,0.3456313866103675,0.4556050096227572,ITPA
broad,REAC,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),1,123,53,2.3268906273968404,0.35095567975364533,0.4591450246401074,FASN
broad,REAC,R-HSA-9707564,Cytoprotection by HMOX1,1,123,53,2.3268906273968404,0.35095567975364533,0.4591450246401074,COX4I2
broad,REAC,R-HSA-5654738,Signaling by FGFR2,1,123,53,2.3268906273968404,0.35095567975364533,0.4591450246401074,PIK3CA
broad,REAC,R-HSA-194315,Signaling by Rho GTPases,6,123,595,1.2436154949784792,0.352500775575728,0.460013512126325,PIK3CA;KTN1;NCKIPSD;DDRGK1;STBD1;WDR6
broad,REAC,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,1,123,54,2.283800060222825,0.3562370009623186,0.462590837053286,ITGA2B
broad,REAC,R-HSA-9824446,Viral Infection Pathways,7,123,712,1.212466885904814,0.35624811589161104,0.462590837053286,FYN;PARP9;KPNA1;BCL2L1;MED13;VPS37A;ZDHHC2
broad,REAC,R-HSA-416476,G alpha (q) signalling events,2,123,155,1.5912929451875166,0.3586425510426356,0.4645444457673841,PIK3CA;DGKQ
broad,REAC,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,2,123,157,1.5710216974781215,0.36448964973579123,0.4709494979259481,NRIP1;RORA
broad,REAC,R-HSA-6809371,Formation of the cornified envelope,1,123,56,2.202235772357724,0.36667210085625246,0.4712182493186127,PKP2
broad,REAC,R-HSA-6794361,Neurexins and neuroligins,1,123,56,2.202235772357724,0.36667210085625246,0.4712182493186127,DLG2
broad,REAC,R-HSA-109581,Apoptosis,2,123,158,1.561078522177627,0.3674057997560831,0.4712182493186127,KPNA1;BCL2L1
broad,REAC,R-HSA-8939211,ESR-mediated signaling,2,123,159,1.5512604182645602,0.3703168678860527,0.4737877574424498,PIK3CA;NRIP1
broad,REAC,R-HSA-9009391,Extra-nuclear estrogen signaling,1,123,57,2.1636000570532024,0.37182655937505665,0.47455614668405766,PIK3CA
broad,REAC,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",6,123,610,1.213034786085566,0.3743229115698956,0.47642220280705705,PIK3CA;KTN1;NCKIPSD;DDRGK1;STBD1;WDR6
broad,REAC,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,1,123,58,2.1262966077936643,0.376939405669185,0.47642220280705705,ERCC8
broad,REAC,R-HSA-8986944,Transcriptional Regulation by MECP2,1,123,58,2.1262966077936643,0.376939405669185,0.47642220280705705,CAMK2D
broad,REAC,R-HSA-6782135,Dual incision in TC-NER,1,123,58,2.1262966077936643,0.376939405669185,0.47642220280705705,ERCC8
broad,REAC,R-HSA-5689880,Ub-specific processing proteases,2,123,163,1.5131926779390497,0.3819081699429412,0.47820078627629636,USP25;CYLD
broad,REAC,R-HSA-2990846,SUMOylation,2,123,163,1.5131926779390497,0.3819081699429412,0.47820078627629636,NRIP1;RORA
broad,REAC,R-HSA-9816359,Maternal to zygotic transition (MZT),1,123,59,2.0902576822378394,0.3820109729448574,0.47820078627629636,CNOT7
broad,REAC,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,1,123,59,2.0902576822378394,0.3820109729448574,0.47820078627629636,DPM3
broad,REAC,R-HSA-9013149,RAC1 GTPase cycle,2,123,165,1.4948509485094852,0.3876705896211119,0.4841245162254077,PIK3CA;KTN1
broad,REAC,R-HSA-372790,Signaling by GPCR,5,123,505,1.2210416163567575,0.3900362907978221,0.4859163336431101,CAMK2D;PIK3CA;P2RY12;DGKQ;WNT3
broad,REAC,R-HSA-6799198,Complex I biogenesis,1,123,61,2.021724643475943,0.3920315900553367,0.4872392619259185,NDUFAF2
broad,REAC,R-HSA-373755,Semaphorin interactions,1,123,63,1.9575429087624212,0.4018910238053917,0.49595062512154725,FYN
broad,REAC,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,1,123,63,1.9575429087624212,0.4018910238053917,0.49595062512154725,CYLD
broad,REAC,R-HSA-8854518,AURKA Activation by TPX2,1,123,63,1.9575429087624212,0.4018910238053917,0.49595062512154725,TPX2
broad,REAC,R-HSA-190236,Signaling by FGFR,1,123,64,1.9269563008130086,0.4067611021896062,0.49959834198346925,PIK3CA
broad,REAC,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,1,123,64,1.9269563008130086,0.4067611021896062,0.49959834198346925,CCAR2
broad,REAC,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,1,123,65,1.897310819262039,0.4115918459453609,0.5028672862262727,DPM3
broad,REAC,R-HSA-977225,Amyloid fiber formation,1,123,65,1.897310819262039,0.4115918459453609,0.5028672862262727,SNCA
broad,REAC,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,3,123,287,1.2891136228435456,0.41231264081387886,0.5028672862262727,DTX3L;UBOX5;ARIH2
broad,REAC,R-HSA-1169408,ISG15 antiviral mechanism,1,123,66,1.8685636856368566,0.41638357018719885,0.5054702875295763,KPNA1
broad,REAC,R-HSA-373080,Class B/2 (Secretin family receptors),1,123,66,1.8685636856368566,0.41638357018719885,0.5054702875295763,WNT3
broad,REAC,R-HSA-9833482,PKR-mediated signaling,1,123,67,1.8406746754034709,0.421136587525938,0.5088733765938418,SNCA
broad,REAC,R-HSA-877300,Interferon gamma signaling,1,123,67,1.8406746754034709,0.421136587525938,0.5088733765938418,CAMK2D
broad,REAC,R-HSA-1483257,Phospholipid metabolism,2,123,179,1.3779352318662852,0.4273174789055353,0.5151494780339247,PIK3CA;MTMR7
broad,REAC,R-HSA-1474290,Collagen formation,1,123,70,1.7617886178861792,0.4351664870891044,0.5234030098168491,CTSB
broad,REAC,R-HSA-1980143,Signaling by NOTCH1,1,123,71,1.736974693690599,0.4397677535364213,0.5265109342798437,CNTN1
broad,REAC,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),1,123,71,1.736974693690599,0.4397677535364213,0.5265109342798437,ERCC8
broad,REAC,R-HSA-5357801,Programmed Cell Death,2,123,185,1.3332454405625138,0.44390338942300345,0.5301004978836179,KPNA1;BCL2L1
broad,REAC,R-HSA-9711123,Cellular response to chemical stress,2,123,186,1.3260774543229306,0.4466422819881294,0.5301004978836179,BCL2L1;COX4I2
broad,REAC,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,2,123,186,1.3260774543229306,0.4466422819881294,0.5301004978836179,VAMP4;NSF
broad,REAC,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,1,123,73,1.6893863459182539,0.44885904226927037,0.5301004978836179,MED13
broad,REAC,R-HSA-5628897,TP53 Regulates Metabolic Genes,1,123,73,1.6893863459182539,0.44885904226927037,0.5301004978836179,COX4I2
broad,REAC,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,1,123,73,1.6893863459182539,0.44885904226927037,0.5301004978836179,INTS2
broad,REAC,R-HSA-9610379,HCMV Late Events,1,123,75,1.6443360433604337,0.4578039802771354,0.5394439677306201,VPS37A
broad,REAC,R-HSA-8957275,Post-translational protein phosphorylation,1,123,76,1.6227000427899019,0.46222229950503496,0.5434235142829466,KTN1
broad,REAC,R-HSA-9833110,RSV-host interactions,1,123,77,1.601626016260163,0.4666049044981363,0.5473432812315217,MED13
broad,REAC,R-HSA-5668914,Diseases of metabolism,2,123,195,1.264873879508026,0.4709508988301232,0.5512026215007272,MCCC1;DPM3
broad,REAC,R-HSA-2559580,Oxidative Stress Induced Senescence,1,123,79,1.561078522177627,0.47526411485751874,0.5537675624009482,MAP4K4
broad,REAC,R-HSA-2672351,Stimuli-sensing channels,1,123,79,1.561078522177627,0.47526411485751874,0.5537675624009482,CLCN3
broad,REAC,R-HSA-9700206,Signaling by ALK in cancer,1,123,81,1.5225333734818831,0.48378387484906443,0.5611892948249148,PIK3CA
broad,REAC,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,1,123,81,1.5225333734818831,0.48378387484906443,0.5611892948249148,PIK3CA
broad,REAC,R-HSA-9013423,RAC3 GTPase cycle,1,123,83,1.485845822313645,0.4921664121074419,0.5671321569979794,STBD1
broad,REAC,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,1,123,83,1.485845822313645,0.4921664121074419,0.5671321569979794,TPX2
broad,REAC,R-HSA-111885,Opioid Signalling,1,123,83,1.485845822313645,0.4921664121074419,0.5671321569979794,CAMK2D
broad,REAC,R-HSA-202424,Downstream TCR signaling,1,123,84,1.4681571815718157,0.4963069086811385,0.5687412399075839,PIK3CA
broad,REAC,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),1,123,84,1.4681571815718157,0.4963069086811385,0.5687412399075839,KTN1
broad,REAC,R-HSA-3700989,Transcriptional Regulation by TP53,3,123,327,1.13142388304617,0.49683142796524565,0.5687412399075839,CNOT7;COX4I2;TPX2
broad,REAC,R-HSA-170834,Signaling by TGF-beta Receptor Complex,1,123,85,1.450884744141559,0.5004139189716406,0.5715887652148718,ITGA8
broad,REAC,R-HSA-6794362,Protein-protein interactions at synapses,1,123,86,1.434013991302704,0.5044877115973686,0.5733302477034198,DLG2
broad,REAC,R-HSA-388396,GPCR downstream signalling,4,123,454,1.086565667418789,0.504674704252382,0.5733302477034198,CAMK2D;PIK3CA;P2RY12;DGKQ
broad,REAC,R-HSA-212165,Epigenetic regulation of gene expression,2,123,209,1.1801454856653832,0.507478172804835,0.5733302477034198,MTF2;DR1
broad,REAC,R-HSA-9692914,SARS-CoV-1-host interactions,1,123,87,1.4175310718624428,0.5085285530396233,0.5733302477034198,BCL2L1
broad,REAC,R-HSA-2682334,EPH-Ephrin signaling,1,123,87,1.4175310718624428,0.5085285530396233,0.5733302477034198,FYN
broad,REAC,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,1,123,87,1.4175310718624428,0.5085285530396233,0.5733302477034198,NSF
broad,REAC,R-HSA-9759194,Nuclear events mediated by NFE2L2,1,123,90,1.3702800361336949,0.5204560033748921,0.5855130037967536,BCL2L1
broad,REAC,R-HSA-163685,Integration of energy metabolism,1,123,94,1.3119702473620483,0.5359137533614343,0.6016064069992876,FASN
broad,REAC,R-HSA-983169,Class I MHC mediated antigen processing & presentation,3,123,348,1.0631483038968321,0.5387686408059378,0.603262464808833,DTX3L;UBOX5;ARIH2
broad,REAC,R-HSA-9843745,Adipogenesis,1,123,95,1.2981600342319215,0.539700327712117,0.603262464808833,MED13
broad,REAC,R-HSA-72306,tRNA processing,1,123,96,1.2846375338753389,0.5434562557797439,0.6061627468312528,RPP38
broad,REAC,R-HSA-9679506,SARS-CoV Infections,3,123,352,1.0510670731707317,0.5465329901588394,0.6077210447424728,PARP9;BCL2L1;ZDHHC2
broad,REAC,R-HSA-114608,Platelet degranulation ,1,123,97,1.2713938479590983,0.5471817835803874,0.6077210447424728,ITGA2B
broad,REAC,R-HSA-418594,G alpha (i) signalling events,2,123,227,1.086565667418789,0.551993592218264,0.6117635990189678,CAMK2D;P2RY12
broad,REAC,R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,1,123,99,1.2457091237579043,0.5545426126668405,0.6119899446344412,MED13
broad,REAC,R-HSA-983705,Signaling by the B Cell Receptor (BCR),1,123,99,1.2457091237579043,0.5545426126668405,0.6119899446344412,FYN
broad,REAC,R-HSA-5688426,Deubiquitination,2,123,232,1.0631483038968321,0.5638522550186319,0.6186979205246333,USP25;CYLD
broad,REAC,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,1,123,102,1.209070620117966,0.5653618928931995,0.6186979205246333,ITGA2B
broad,REAC,R-HSA-5696398,Nucleotide Excision Repair,1,123,102,1.209070620117966,0.5653618928931995,0.6186979205246333,ERCC8
broad,REAC,R-HSA-6805567,Keratinization,1,123,102,1.209070620117966,0.5653618928931995,0.6186979205246333,PKP2
broad,REAC,R-HSA-202403,TCR signaling,1,123,103,1.197332070408083,0.568910076816617,0.6199813363220753,PIK3CA
broad,REAC,R-HSA-1474228,Degradation of the extracellular matrix,1,123,103,1.197332070408083,0.568910076816617,0.6199813363220753,CTSB
broad,REAC,R-HSA-9018519,Estrogen-dependent gene expression,1,123,105,1.1745257452574527,0.5759204790125761,0.6237147096360265,NRIP1
broad,REAC,R-HSA-68867,Assembly of the pre-replicative complex,1,123,105,1.1745257452574527,0.5759204790125761,0.6237147096360265,KPNA1
broad,REAC,R-HSA-3214847,HATs acetylate histones,1,123,105,1.1745257452574527,0.5759204790125761,0.6237147096360265,DR1
broad,REAC,R-HSA-5576891,Cardiac conduction,1,123,108,1.1419000301114124,0.5862246022801492,0.6335595080543227,CAMK2D
broad,REAC,R-HSA-195258,RHO GTPase Effectors,2,123,243,1.015022248987922,0.5891513474135094,0.63540703171457,KTN1;NCKIPSD
broad,REAC,R-HSA-9694516,SARS-CoV-2 Infection,2,123,251,0.9826709422472713,0.6068645033822018,0.6531613830216687,PARP9;ZDHHC2
broad,REAC,R-HSA-3781865,Diseases of glycosylation,1,123,115,1.0723930717568047,0.6093118819349043,0.6544460954115638,DPM3
broad,REAC,R-HSA-9609646,HCMV Infection,1,123,116,1.0631483038968321,0.6125040327600675,0.6551784940589246,VPS37A
broad,REAC,R-HSA-5621481,C-type lectin receptors (CLRs),1,123,116,1.0631483038968321,0.6125040327600675,0.6551784940589246,FYN
broad,REAC,R-HSA-9755511,KEAP1-NFE2L2 pathway,1,123,117,1.0540615662566883,0.6156703121708502,0.6572186154461837,BCL2L1
broad,REAC,R-HSA-69002,DNA Replication Pre-Initiation,1,123,118,1.0451288411189197,0.6188109281423477,0.6592230703883786,KPNA1
broad,REAC,R-HSA-8856688,Golgi-to-ER retrograde transport,1,123,120,1.0277100271002713,0.625015993390168,0.6644772882885289,NSF
broad,REAC,R-HSA-195721,Signaling by WNT,2,123,266,0.9272571673085153,0.6385187300565085,0.6774527989623932,TMED5;WNT3
broad,REAC,R-HSA-162599,Late Phase of HIV Life Cycle,1,123,126,0.9787714543812106,0.6430363879278393,0.6808620578059476,VPS37A
broad,REAC,R-HSA-453279,Mitotic G1 phase and G1/S transition,1,123,134,0.9203373377017354,0.6657339862876976,0.7034678964416562,DYRK1A
broad,REAC,R-HSA-2559583,Cellular Senescence,1,123,138,0.8936608931306705,0.6765399549254644,0.7134421342850351,MAP4K4
broad,REAC,R-HSA-168898,Toll-like Receptor Cascades,1,123,141,0.8746468315746988,0.6844163787201301,0.718843761955549,CTSB
broad,REAC,R-HSA-69306,DNA Replication,1,123,141,0.8746468315746988,0.6844163787201301,0.718843761955549,KPNA1
broad,REAC,R-HSA-9006936,Signaling by TGFB family members,1,123,142,0.8684873468452995,0.6869993428815235,0.720107744948103,ITGA8
broad,REAC,R-HSA-9013148,CDC42 GTPase cycle,1,123,144,0.8564250225835592,0.6921025289869407,0.7237390251104964,KTN1
broad,REAC,R-HSA-500792,GPCR ligand binding,2,123,295,0.8361030728951357,0.6940418388735294,0.7237390251104964,P2RY12;WNT3
broad,REAC,R-HSA-9612973,Autophagy,1,123,145,0.8505186431174657,0.6946230873186948,0.7237390251104964,VPS37A
broad,REAC,R-HSA-5633007,Regulation of TP53 Activity,1,123,146,0.8446931729591269,0.6971231778578189,0.7248970096449829,TPX2
broad,REAC,R-HSA-168255,Influenza Infection,1,123,147,0.8389469608981804,0.6996029654583975,0.7260293200184562,KPNA1
broad,REAC,R-HSA-397014,Muscle contraction,1,123,169,0.7297349304853996,0.7493391951665997,0.7761013092796926,CAMK2D
broad,REAC,R-HSA-69275,G2/M Transition,1,123,171,0.7212000190177341,0.7534333138466888,0.7787964155009338,TPX2
broad,REAC,R-HSA-453274,Mitotic G2-G2/M phases,1,123,173,0.7128624465435406,0.7574610968936258,0.7798711885176977,TPX2
broad,REAC,R-HSA-8878171,Transcriptional regulation by RUNX1,1,123,173,0.7128624465435406,0.7574610968936258,0.7798711885176977,ITGA2B
broad,REAC,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,1,123,176,0.7007113821138212,0.763380719691213,0.7844187710212858,RPP38
broad,REAC,R-HSA-201681,TCF dependent signaling in response to WNT,1,123,180,0.6851400180668474,0.7710511842936743,0.7907440436174813,WNT3
broad,REAC,R-HSA-157118,Signaling by NOTCH,1,123,184,0.6702456698480029,0.7784749525614408,0.7967920102687688,CNTN1
broad,REAC,R-HSA-8868773,rRNA processing in the nucleus and cytosol,1,123,186,0.6630387271614653,0.7820967951621823,0.7989325383065737,RPP38
broad,REAC,R-HSA-72312,rRNA processing,1,123,195,0.632436939754013,0.7976816630899658,0.8132613830721918,RPP38
broad,REAC,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),1,123,206,0.5986660352040415,0.8152354746235322,0.8295378513713135,P2RY12
broad,REAC,R-HSA-3247509,Chromatin modifying enzymes,1,123,224,0.550558943089431,0.8407586667034874,0.8521864544062533,DR1
broad,REAC,R-HSA-4839726,Chromatin organization,1,123,224,0.550558943089431,0.8407586667034874,0.8521864544062533,DR1
broad,REAC,R-HSA-71387,Metabolism of carbohydrates and carbohydrate derivatives,1,123,238,0.5181731229076997,0.8581640567961138,0.8681427086193244,B3GALT1
broad,REAC,R-HSA-69278,"Cell Cycle, Mitotic",2,123,451,0.5468966884790799,0.8845562075895105,0.8931109097905695,DYRK1A;TPX2
broad,REAC,R-HSA-72766,Translation,1,123,268,0.4601686688508677,0.8893614761993005,0.8962291323861676,YARS2
broad,REAC,R-HSA-73894,DNA Repair,1,123,276,0.44683044656533527,0.8964615741159351,0.9016434329258538,ERCC8
broad,REAC,R-HSA-8953854,Metabolism of RNA,3,123,668,0.553855703227691,0.9121412146689973,0.915649450110032,CNOT7;FASTKD5;RPP38
broad,REAC,R-HSA-71291,Metabolism of amino acids and derivatives,1,123,302,0.40836160017229317,0.9165591932899575,0.918318423987251,MCCC1
broad,REAC,R-HSA-1640170,Cell Cycle,2,123,558,0.4420258181076435,0.9439776430726085,0.9439776430726085,DYRK1A;TPX2
broad,WP,WP5066,FOXA2 pathway,2,123,12,20.55420054200542,0.004081583263175725,0.29209270918344155,IRS2;FASN
broad,WP,WP5346,8p23 1 copy number variation syndrome,3,123,41,9.023795359904819,0.00443035601504886,0.29209270918344155,FCGR2A;CTSB;MTMR7
broad,WP,WP4318,Mitochondrial fission and fusion,2,123,13,18.97310819262039,0.004798194021188454,0.29209270918344155,SH3GL2;BCL2L1
broad,WP,WP5528,JAK STAT signaling and ARTD family members,2,123,14,17.61788617886179,0.005568324418981282,0.29209270918344155,PARP9;DTX3L
broad,WP,WP185,Integrin mediated cell adhesion,4,123,88,5.60569105691057,0.005684021786911244,0.29209270918344155,FYN;ITGA8;ITGA2B;MYLK2
broad,WP,WP5101,Congenital generalized lipodystrophy,2,123,16,15.415650406504069,0.0072655523132801655,0.29209270918344155,FYN;PIK3CA
broad,WP,WP3599,Transcription factor regulation in adipogenesis,2,123,18,13.702800361336948,0.00916619142283762,0.29209270918344155,IRS2;NRIP1
broad,WP,WP5292,Glycosphingolipid metabolism,2,123,21,11.745257452574526,0.012383486967863833,0.29209270918344155,GALC;B3GALT1
