pathway_id,pathway_name,database,overlap,rank_effect_auc,median_l2g_in_pathway,median_l2g_outside_pathway,p_value,genes,ranking_interpretation,fdr
WP4630,Measles virus infection,WP,2,0.5816326530612245,0.40890224277973175,0.2877374291419983,0.34913759833758484,PIK3CA;BCL2L1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.45147103233308383
WP5470,Effect of omega 3 PUFA on Huntington 39 s disease pathways,WP,2,0.5816326530612245,0.40890224277973175,0.2877374291419983,0.34913759833758484,PIK3CA;BCL2L1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.45147103233308383
WP4223,Ras signaling,WP,2,0.5816326530612245,0.40890224277973175,0.2877374291419983,0.34913759833758484,PIK3CA;BCL2L1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.45147103233308383
WP428,Wnt signaling,WP,2,0.5612244897959183,0.3789799287915229,0.2877374291419983,0.3864148961563649,CAMK2D;WNT3,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.4912053764699554
WP1449,Regulation of toll like receptor signaling,WP,2,0.5544217687074829,0.3651724085211754,0.2877374291419983,0.39909745528681073,PIK3CA;CYLD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.4988718191085134
WP3865,Novel intracellular components of RIG I like receptor pathway,WP,2,0.5374149659863946,0.3505352959036827,0.2877374291419983,0.431245053331906,AZI2;CYLD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5048244870795292
WP710,DNA damage response only ATM dependent ,WP,2,0.5374149659863946,0.35641888529062266,0.2877374291419983,0.431245053331906,PIK3CA;WNT3,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5048244870795292
WP4787,Osteoblast differentiation and related diseases,WP,2,0.5374149659863946,0.35641888529062266,0.2877374291419983,0.431245053331906,PIK3CA;WNT3,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5048244870795292
WP4262,Breast cancer pathway,WP,2,0.5374149659863946,0.35641888529062266,0.2877374291419983,0.431245053331906,PIK3CA;WNT3,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5048244870795292
WP5153,N glycan biosynthesis,WP,2,0.5340136054421769,0.39870570972561836,0.2877374291419983,0.4377368994802628,ALG10;DPM3,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5048244870795292
WP1528,Physiological and pathological hypertrophy of the heart,WP,2,0.5306122448979592,0.3696822598576545,0.2877374291419983,0.44424554862998566,CAMK2D;CTF1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5048244870795292
WP2853,Endoderm differentiation,WP,3,0.5159817351598174,0.1518237739801406,0.29216524958610535,0.4649995624688581,TOX3;WNT3;MTF2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5128671644877112
WP2857,Mesodermal commitment pathway,WP,3,0.5159817351598174,0.1518237739801406,0.29216524958610535,0.4649995624688581,TOX3;WNT3;MTF2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5128671644877112
WP3286,Copper homeostasis,WP,2,0.5034013605442177,0.3462199345231056,0.2877374291419983,0.4967096138506781,PIK3CA;MTF2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5399017541855197
WP2371,Parkinson 39 s disease pathway,WP,2,0.47959183673469385,0.2881551906466484,0.2877374291419983,0.5426936837863622,SNCA;LRRK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5814575183425309
WP5292,Glycosphingolipid metabolism,WP,2,0.47278911564625853,0.4005588926374912,0.2877374291419983,0.5557544513700143,GALC;B3GALT1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.5870645613063532
WP5528,JAK STAT signaling and ARTD family members,WP,2,0.4523809523809524,0.2663233429193496,0.2877374291419983,0.5945201683240602,PARP9;DTX3L,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.6192918420042294
WP5373,Osteoarthritic chondrocyte hypertrophy,WP,2,0.4387755102040816,0.3215697184205055,0.2877374291419983,0.6198820916685425,PIK3CA;P4HTM,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.6368651626731601
WP4971,Phosphoinositides metabolism,WP,2,0.42517006802721086,0.3176907673478126,0.2877374291419983,0.6447386138943556,PIK3CA;MTMR7,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.653451297865901
WP399,Wnt signaling and pluripotency,WP,2,0.36394557823129253,0.14792974293231959,0.2965930700302124,0.7479578891588884,WNT3;LRRK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.7479578891588884
