pathway_id,pathway_name,database,overlap,rank_effect_auc,median_l2g_in_pathway,median_l2g_outside_pathway,p_value,genes,ranking_interpretation,fdr
R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,REAC,5,0.8888888888888888,0.7615038752555847,0.27470405399799347,0.0016085665189701657,SH3GL2;RIT2;FYN;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-187037,Signaling by NTRK1 (TRKA),REAC,4,0.8810344827586207,0.7957227528095245,0.2858431041240692,0.004803768290169922,SH3GL2;RIT2;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-166520,Signaling by NTRKs,REAC,4,0.8810344827586207,0.7957227528095245,0.2858431041240692,0.004803768290169922,SH3GL2;RIT2;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-8856828,Clathrin-mediated endocytosis,REAC,3,0.906392694063927,0.8798125386238098,0.2858689874410629,0.008222879026543803,SH3GL2;HIP1R;VAMP4,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-432722,Golgi Associated Vesicle Biogenesis,REAC,2,0.9897959183673469,0.8896398544311523,0.2858948707580566,0.008963117542740078,SH3GL2;HIP1R,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-199992,trans-Golgi Network Vesicle Budding,REAC,2,0.9897959183673469,0.8896398544311523,0.2858948707580566,0.008963117542740078,SH3GL2;HIP1R,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-2132295,MHC class II antigen presentation,REAC,2,0.9727891156462585,0.8710833489894867,0.2858948707580566,0.011166398636815058,SH3GL2;CTSB,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-422475,Axon guidance,REAC,7,0.7414486921529175,0.7469207048416138,0.27470405399799347,0.015832640559479944,SH3GL2;FYN;CNTN1;IRS2;ITGA2B;PIK3CA;ANK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-9675108,Nervous system development,REAC,7,0.7414486921529175,0.7469207048416138,0.27470405399799347,0.015832640559479944,SH3GL2;FYN;CNTN1;IRS2;ITGA2B;PIK3CA;ANK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-5673001,RAF/MAP kinase cascade,REAC,7,0.738430583501006,0.6061360836029053,0.27470405399799347,0.0169315998867574,FYN;IRS2;DLG2;CAMK2D;ITGA2B;PIK3CA;BCL2L1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-5684996,MAPK1/MAPK3 signaling,REAC,7,0.738430583501006,0.6061360836029053,0.27470405399799347,0.0169315998867574,FYN;IRS2;DLG2;CAMK2D;ITGA2B;PIK3CA;BCL2L1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-5683057,MAPK family signaling cascades,REAC,7,0.738430583501006,0.6061360836029053,0.27470405399799347,0.0169315998867574,FYN;IRS2;DLG2;CAMK2D;ITGA2B;PIK3CA;BCL2L1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-2029481,FCGR activation,REAC,2,0.9387755102040817,0.816360592842102,0.2858948707580566,0.017015583827163352,FCGR2A;FYN,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-9664323,FCGR3A-mediated IL10 synthesis,REAC,2,0.9387755102040817,0.816360592842102,0.2858948707580566,0.017015583827163352,FCGR2A;FYN,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-9664433,Leishmania parasite growth and survival,REAC,2,0.9387755102040817,0.816360592842102,0.2858948707580566,0.017015583827163352,FCGR2A;FYN,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,REAC,2,0.9387755102040817,0.816360592842102,0.2858948707580566,0.017015583827163352,FCGR2A;FYN,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.20525047991515794
R-HSA-9006925,Intracellular signaling by second messengers,REAC,4,0.8017241379310345,0.6765283942222595,0.2858431041240692,0.020211487874133793,FYN;IRS2;CAMK2D;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,REAC,4,0.7879310344827586,0.6612589359283447,0.2858431041240692,0.02526527839058344,FCGR2A;FYN;PIK3CA;NCKIPSD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,REAC,6,0.7342657342657343,0.58897265791893,0.2858431041240692,0.026430911210501302,FYN;IRS2;CAMK2D;ITGA2B;PIK3CA;BCL2L1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,REAC,3,0.819634703196347,0.7469207048416138,0.2858689874410629,0.02969406617966768,FYN;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-2219528,PI3K/AKT Signaling in Cancer,REAC,3,0.819634703196347,0.7469207048416138,0.2858689874410629,0.02969406617966768,FYN;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",REAC,3,0.819634703196347,0.7469207048416138,0.2858689874410629,0.02969406617966768,FYN;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-199418,Negative regulation of the PI3K/AKT network,REAC,3,0.819634703196347,0.7469207048416138,0.2858689874410629,0.02969406617966768,FYN;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-1257604,PIP3 activates AKT signaling,REAC,3,0.819634703196347,0.7469207048416138,0.2858689874410629,0.02969406617966768,FYN;IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-9658195,Leishmania infection,REAC,3,0.817351598173516,0.7615038752555847,0.2858689874410629,0.03061753802654953,FCGR2A;FYN;NCKIPSD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-9824443,Parasitic Infection Pathways,REAC,3,0.817351598173516,0.7615038752555847,0.2858689874410629,0.03061753802654953,FCGR2A;FYN;NCKIPSD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.22727633996630997
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,REAC,2,0.8639455782312925,0.7464722096920013,0.2858948707580566,0.039476294948130944,SH3GL2;VAMP4,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-1474244,Extracellular matrix organization,REAC,3,0.7899543378995434,0.5747663378715515,0.2858689874410629,0.0436683490633485,CTSB;ITGA8;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-177929,Signaling by EGFR,REAC,2,0.8435374149659864,0.7302405834197998,0.2858948707580566,0.04867674390871131,SH3GL2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-6806834,Signaling by MET,REAC,2,0.8435374149659864,0.7302405834197998,0.2858948707580566,0.04867674390871131,SH3GL2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-2029485,Role of phospholipids in phagocytosis,REAC,2,0.8333333333333334,0.7161156535148621,0.2858948707580566,0.053880985547108316,FCGR2A;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-983712,Ion channel transport,REAC,2,0.8299319727891157,0.7040896117687225,0.2858948707580566,0.055710485647422654,CLCN3;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-9824439,Bacterial Infection Pathways,REAC,3,0.769406392694064,0.5758057832717896,0.2858689874410629,0.056144946994688645,SH3GL2;SV2C;KPNA1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-112315,Transmission across Chemical Synapses,REAC,4,0.7327586206896551,0.6068807542324066,0.2858431041240692,0.057096520097300256,RIMS1;DLG2;CAMK2D;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-112316,Neuronal System,REAC,4,0.7327586206896551,0.6068807542324066,0.2858431041240692,0.057096520097300256,RIMS1;DLG2;CAMK2D;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-382551,Transport of small molecules,REAC,6,0.6748251748251748,0.610582709312439,0.2858948707580566,0.0744276042561446,CLCN3;SLC2A13;SLC50A1;CAMK2D;MICU3;SLC45A3,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-9669938,Signaling by KIT in disease,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-389357,CD28 dependent PI3K/Akt signaling,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-912631,Regulation of signaling by CBL,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-2424491,DAP12 signaling,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-373753,Nephrin family interactions,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-389356,Co-stimulation by CD28,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-2172127,DAP12 interactions,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-114604,GPVI-mediated activation cascade,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-9607240,FLT3 Signaling,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-1433557,Signaling by SCF-KIT,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-1227986,Signaling by ERBB2,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-388841,Regulation of T cell activation by CD28 family,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-4420097,VEGFA-VEGFR2 Pathway,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-202733,Cell surface interactions at the vascular wall,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-194138,Signaling by VEGF,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-1500931,Cell-Cell communication,REAC,2,0.7959183673469388,0.6612589359283447,0.2858948707580566,0.07680706382212014,FYN;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2600660231170033
R-HSA-198203,PI3K/AKT activation,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-9006335,Signaling by Erythropoietin,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-109704,PI3K Cascade,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-112399,IRS-mediated signalling,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-2428924,IGF1R signaling cascade,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-2428928,IRS-related events triggered by IGF1R,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-8853659,RET signaling,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-74751,Insulin receptor signalling cascade,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-74752,Signaling by Insulin receptor,REAC,2,0.7755102040816326,0.6539673507213593,0.2858948707580566,0.09210444513754601,IRS2;PIK3CA,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.26141408693450563
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,REAC,2,0.7721088435374149,0.6087708622217178,0.2858948707580566,0.09485945762424103,FCGR2A;NCKIPSD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2653315263982394
R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,REAC,3,0.7123287671232876,0.6061360836029053,0.2858689874410629,0.10562871869822948,DLG2;CAMK2D;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-76002,"Platelet activation, signaling and aggregation",REAC,5,0.6625,0.5610139966011047,0.2858689874410629,0.10971992935549812,FYN;ITGA2B;PIK3CA;P2RY12;DGKQ,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-109582,Hemostasis,REAC,5,0.6625,0.5610139966011047,0.2858689874410629,0.10971992935549812,FYN;ITGA2B;PIK3CA;P2RY12;DGKQ,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-199991,Membrane Trafficking,REAC,7,0.635814889336016,0.5934772491455078,0.2858689874410629,0.11378714093005621,SH3GL2;HIP1R;SEC23IP;VAMP4;NSF;VPS37A;ANK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-5653656,Vesicle-mediated transport,REAC,7,0.635814889336016,0.5934772491455078,0.2858689874410629,0.11378714093005621,SH3GL2;HIP1R;SEC23IP;VAMP4;NSF;VPS37A;ANK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-162909,Host Interactions of HIV factors,REAC,2,0.7448979591836735,0.578618049621582,0.2858948707580566,0.11911047461342522,FYN;KPNA1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-373760,L1CAM interactions,REAC,4,0.6724137931034483,0.6662432551383972,0.2858948707580566,0.12128860228559324,SH3GL2;CNTN1;ITGA2B;ANK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-9620244,Long-term potentiation,REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-438064,Post NMDA receptor activation events,REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-442755,Activation of NMDA receptors and postsynaptic events,REAC,2,0.7414965986394558,0.6068807542324066,0.2858948707580566,0.12242500541917956,DLG2;CAMK2D,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.28128602435597205
R-HSA-9664407,Parasite infection,REAC,2,0.7346938775510204,0.5539141446352005,0.2858948707580566,0.12924696540932168,FYN;NCKIPSD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2867202795861964
R-HSA-9664422,FCGR3A-mediated phagocytosis,REAC,2,0.7346938775510204,0.5539141446352005,0.2858948707580566,0.12924696540932168,FYN;NCKIPSD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2867202795861964
R-HSA-9664417,Leishmania phagocytosis,REAC,2,0.7346938775510204,0.5539141446352005,0.2858948707580566,0.12924696540932168,FYN;NCKIPSD,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.2867202795861964
R-HSA-75105,Fatty acyl-CoA biosynthesis,REAC,2,0.7210884353741497,0.5910992920398712,0.2858948707580566,0.14367000512569722,ELOVL7;FASN,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-9656223,Signaling by RAF1 mutants,REAC,2,0.7210884353741497,0.58897265791893,0.2858948707580566,0.14367000512569722,CAMK2D;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-9649948,Signaling downstream of RAS mutants,REAC,2,0.7210884353741497,0.58897265791893,0.2858948707580566,0.14367000512569722,CAMK2D;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,REAC,2,0.7210884353741497,0.58897265791893,0.2858948707580566,0.14367000512569722,CAMK2D;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,REAC,2,0.7210884353741497,0.58897265791893,0.2858948707580566,0.14367000512569722,CAMK2D;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-6802949,Signaling by RAS mutants,REAC,2,0.7210884353741497,0.58897265791893,0.2858948707580566,0.14367000512569722,CAMK2D;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,REAC,2,0.7210884353741497,0.58897265791893,0.2858948707580566,0.14367000512569722,CAMK2D;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-6802957,Oncogenic MAPK signaling,REAC,2,0.7210884353741497,0.58897265791893,0.2858948707580566,0.14367000512569722,CAMK2D;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.29187695778167966
R-HSA-204005,COPII-mediated vesicle transport,REAC,2,0.7142857142857143,0.5992072522640228,0.2858948707580566,0.15127426498027652,SEC23IP;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3027454972383632
R-HSA-5663205,Infectious disease,REAC,11,0.5935441370223979,0.3957322239875793,0.2858689874410629,0.15215706337886648,SH3GL2;FCGR2A;FYN;SV2C;PARP9;KPNA1;NCKIPSD;BCL2L1;MED13;VPS37A;ZDHHC2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3027454972383632
R-HSA-3000178,ECM proteoglycans,REAC,2,0.7074829931972789,0.5732877850532532,0.2858948707580566,0.15914159842436754,ITGA8;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3102457423828579
R-HSA-216083,Integrin cell surface interactions,REAC,2,0.7074829931972789,0.5732877850532532,0.2858948707580566,0.15914159842436754,ITGA8;ITGA2B,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3102457423828579
R-HSA-1280215,Cytokine Signaling in Immune system,REAC,10,0.5899280575539568,0.4140034466981888,0.2858948707580566,0.17245411479289485,FYN;IRS2;CAMK2D;PIK3CA;SNCA;KPNA1;BCL2L1;RORA;CTF1;IP6K2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.330785614335263
R-HSA-399719,Trafficking of AMPA receptors,REAC,2,0.6938775510204082,0.5674102008342743,0.2858948707580566,0.1756659017410439,CAMK2D;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.330785614335263
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",REAC,2,0.6938775510204082,0.5674102008342743,0.2858948707580566,0.1756659017410439,CAMK2D;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.330785614335263
R-HSA-449147,Signaling by Interleukins,REAC,6,0.6118881118881119,0.40890224277973175,0.2877374291419983,0.17822320716052847,FYN;IRS2;PIK3CA;BCL2L1;RORA;CTF1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.330785614335263
R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,REAC,2,0.6904761904761905,0.5610807836055756,0.2858948707580566,0.17996108551918455,VAMP4;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.330785614335263
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,REAC,2,0.6904761904761905,0.5610807836055756,0.2858948707580566,0.17996108551918455,VAMP4;NSF,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.330785614335263
R-HSA-9006931,Signaling by Nuclear Receptors,REAC,3,0.636986301369863,0.5596649646759033,0.2858689874410629,0.21066146713382738,PIK3CA;FASN;NRIP1,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3716879483388275
R-HSA-8857538,PTK6 promotes HIF1A stabilization,REAC,2,0.6666666666666666,0.5142396166920662,0.2877374291419983,0.21184287211021258,GPNMB;LRRK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3716879483388275
R-HSA-8848021,Signaling by PTK6,REAC,2,0.6666666666666666,0.5142396166920662,0.2877374291419983,0.21184287211021258,GPNMB;LRRK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3716879483388275
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,REAC,2,0.6666666666666666,0.5142396166920662,0.2877374291419983,0.21184287211021258,GPNMB;LRRK2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3716879483388275
R-HSA-3371556,Cellular response to heat stress,REAC,2,0.6666666666666666,0.5013562887907028,0.2858948707580566,0.21184287211021258,CAMK2D;CCAR2,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3716879483388275
R-HSA-168249,Innate Immune System,REAC,10,0.5748201438848921,0.3015574514865875,0.2877374291419983,0.2161691931772743,FCGR2A;CTSB;FYN;PIK3CA;NCKIPSD;BCL2L1;CYLD;AMPD3;STBD1;PRSS3,"higher values mean stronger Open Targets L2G prioritization evidence, not expression effect",0.3732761307083308
