region_id,region,robustness_rank,spatial_robustness_label,gene,gene_expression,l2g_score,weighted_contribution,regional_rank,top_driver
20,Frontal Sup Medial R,2,not_robust,CCDC90B,0.6994103652822051,0.0561612658202648,0.0008385550476825969,107,False
20,Frontal Sup Medial R,2,not_robust,FOXS1,0.5276482983211537,0.0717954486608505,0.0008087309822509144,108,False
20,Frontal Sup Medial R,2,not_robust,ACBD7,0.4975741605593811,0.0733931586146354,0.0007796075264724395,109,False
20,Frontal Sup Medial R,2,not_robust,FASTKD5,0.4101635651813101,0.0885050073266029,0.0007749747401864071,110,False
20,Frontal Sup Medial R,2,not_robust,METTL13,0.5049117044147521,0.0712111964821815,0.0007675847653327295,111,False
20,Frontal Sup Medial R,2,not_robust,NTPCR,0.6148774664322041,0.0572280026972293,0.0007512072868650758,112,False
20,Frontal Sup Medial R,2,not_robust,WDR6,0.5986650647880973,0.0575480684638023,0.0007354908811735541,113,False
20,Frontal Sup Medial R,2,not_robust,IP6K2,0.3374923985108138,0.0962643772363662,0.0006935730771126229,114,False
20,Frontal Sup Medial R,2,not_robust,VPS37A,0.3699833608820571,0.0843638330698013,0.0006663480363849764,115,False
20,Frontal Sup Medial R,2,not_robust,ARL17A,0.4071456762000488,0.0748985931277275,0.0006510076808752772,116,False
20,Frontal Sup Medial R,2,not_robust,BIN3,0.4220833934867574,0.0713214352726936,0.0006426595495819858,117,False
20,Frontal Sup Medial R,2,not_robust,PRSS3,0.5105740236929642,0.0544609166681766,0.0005936169428700241,118,False
20,Frontal Sup Medial R,2,not_robust,RPP38,0.3640363360042553,0.0709610506892204,0.0005514769909908423,119,False
20,Frontal Sup Medial R,2,not_robust,ZDHHC2,0.4204801662140935,0.0558798909187316,0.0005016071175975849,120,False
20,Frontal Sup Medial R,2,not_robust,TPX2,0.3489173354317091,0.0610919557511806,0.0004550605644884767,121,False
20,Frontal Sup Medial R,2,not_robust,CNTLN,0.3326939673822729,0.0592545457184314,0.0004208518342728476,122,False
20,Frontal Sup Medial R,2,not_robust,ARIH2,0.3334915380443003,0.0570767857134342,0.0004063562575328818,123,False
