term_id,term_name,ontology,overlap,gene_count,background_count,effect_size,p_value,fdr,genes
GO:0018210,peptidyl-threonine modification,GO:BP,5,123,44,14.014227642276422,2.7239709024166667e-05,0.03528904304080792,STK39;DYRK1A;CAMK2D;MYLK2;LRRK2
GO:0018107,peptidyl-threonine phosphorylation,GO:BP,5,123,44,14.014227642276422,2.7239709024166667e-05,0.03528904304080792,STK39;DYRK1A;CAMK2D;MYLK2;LRRK2
GO:0006897,endocytosis,GO:BP,15,123,579,3.194953452125195,6.899573872863553e-05,0.056658066843725895,SH3GL2;HIP1R;FCGR2A;RIT2;CLCN3;TMEM175;FYN;PIK3CA;SNCA;NCKIPSD;DGKQ;BCL2L1;LRRK2;BIN3;ANK2
GO:0010507,negative regulation of autophagy,GO:BP,6,123,93,7.9564647259375825,0.00010781034157540061,0.056658066843725895,PIK3CA;SNCA;VPS13C;BCL2L1;LRRK2;WDR6
GO:1903115,regulation of actin filament-based movement,GO:BP,4,123,31,15.912929451875165,0.00010933629263551891,0.056658066843725895,PKP2;CAMK2D;MYLK2;ANK2
GO:0098657,import into cell,GO:BP,17,123,780,2.687856993954555,0.0001831889842393508,0.06270072086180639,SH3GL2;HIP1R;FCGR2A;RIT2;CLCN3;TMEM175;FYN;IRS2;SLC18B1;PIK3CA;SNCA;NCKIPSD;DGKQ;BCL2L1;LRRK2;BIN3;ANK2
GO:0071248,cellular response to metal ion,GO:BP,7,123,146,5.912852210713888,0.00018554886911892197,0.06270072086180639,ITPKB;STK39;DLG2;CAMK2D;SNCA;MICU3;LRRK2
GO:0009895,negative regulation of catabolic process,GO:BP,10,123,306,4.030235400393219,0.00019359543299670055,0.06270072086180639,FYN;USP25;PIK3CA;SNCA;CCAR2;VPS13C;BCL2L1;DDRGK1;LRRK2;WDR6
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,GO:BP,3,123,17,21.763271162123385,0.0003255872668371055,0.09181844812062581,PARP9;CTF1;CNOT7
GO:0046928,regulation of neurotransmitter secretion,GO:BP,5,123,75,8.221680216802168,0.00035437455855123816,0.09181844812062581,RIMS1;SV2C;SNCA;MICU3;LRRK2
GO:0002694,regulation of leukocyte activation,GO:BP,11,123,412,3.2926631936222277,0.0005241594026709986,0.11509754762314289,ITPKB;GPNMB;FYN;IRS2;PIK3CA;SNCA;CD38;CYLD;RORA;DDRGK1;LRRK2
GO:0007260,tyrosine phosphorylation of STAT protein,GO:BP,3,123,20,18.49878048780488,0.0005362278730044656,0.11509754762314289,PARP9;CTF1;CNOT7
GO:1903573,negative regulation of response to endoplasmic reticulum stress,GO:BP,4,123,48,10.27710027100271,0.0006079856487208236,0.11509754762314289,USP25;BCL2L1;DDRGK1;LRRK2
GO:0032958,inositol phosphate biosynthetic process,GO:BP,3,123,21,17.617886178861788,0.0006219087868483213,0.11509754762314289,ITPKB;SNCA;IP6K2
GO:0001775,cell activation,GO:BP,16,123,805,2.451184164015553,0.0007868360976940749,0.11871314136005975,ITPKB;GPNMB;STK39;FYN;IRS2;PIK3CA;AZI2;SNCA;KPNA1;CD38;P2RY12;DGKQ;CYLD;RORA;DDRGK1;LRRK2
GO:0051588,regulation of neurotransmitter transport,GO:BP,5,123,90,6.851400180668474,0.0008193526356072473,0.11871314136005975,RIMS1;SV2C;SNCA;MICU3;LRRK2
GO:1903829,positive regulation of protein localization,GO:BP,10,123,368,3.351228349240014,0.0008252434006449155,0.11871314136005975,FYN;IRS2;PIK3CA;SNCA;PARP9;CD38;CYLD;DDRGK1;DTX3L;ZDHHC2
GO:0008610,lipid biosynthetic process,GO:BP,13,123,581,2.7594279557253407,0.000865668311093041,0.11871314136005975,ITPKB;ASXL3;ELOVL7;PIK3CA;FASN;HSD3B7;DGKQ;SLC45A3;IP6K2;DPM3;CERS6;MTMR7;B3GALT1
GO:1903421,regulation of synaptic vesicle recycling,GO:BP,3,123,24,15.415650406504065,0.0009297852667197728,0.11871314136005975,SNCA;DGKQ;LRRK2
GO:0070252,actin-mediated cell contraction,GO:BP,5,123,94,6.55985123681024,0.0009973763476031103,0.11871314136005975,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2
GO:0098901,regulation of cardiac muscle cell action potential,GO:BP,3,123,25,14.799024390243904,0.0010503504073229807,0.11871314136005975,PKP2;CAMK2D;ANK2
GO:0050865,regulation of cell activation,GO:BP,11,123,449,3.0213301464863203,0.001061594275926114,0.11871314136005975,ITPKB;GPNMB;FYN;IRS2;PIK3CA;SNCA;CD38;CYLD;RORA;DDRGK1;LRRK2
GO:0031647,regulation of protein stability,GO:BP,9,123,317,3.5013464645687464,0.001110907806948815,0.11871314136005975,HIP1R;USP25;SNCA;CCAR2;DDRGK1;LRRK2;IP6K2;DPM3;ANK2
GO:0043270,positive regulation of monoatomic ion transport,GO:BP,6,123,144,5.138550135501355,0.001127581873661141,0.11871314136005975,STK39;CNTN1;PKP2;SNCA;P2RY12;ANK2
GO:0086004,regulation of cardiac muscle cell contraction,GO:BP,3,123,26,14.22983114446529,0.0011803610495361842,0.11871314136005975,PKP2;CAMK2D;ANK2
GO:0003013,circulatory system process,GO:BP,11,123,459,2.9555059602883613,0.001267253622142433,0.11871314136005975,SH3GL2;STK39;FYN;PKP2;SLC2A13;CAMK2D;PIK3CA;CD38;MYLK2;C2CD4A;ANK2
GO:0006681,galactosylceramide metabolic process,GO:BP,2,123,7,35.23577235772358,0.001333624064272964,0.11871314136005975,GALC;B3GALT1
GO:0051610,serotonin uptake,GO:BP,2,123,7,35.23577235772358,0.001333624064272964,0.11871314136005975,SLC18B1;SNCA
GO:0019374,galactolipid metabolic process,GO:BP,2,123,7,35.23577235772358,0.001333624064272964,0.11871314136005975,GALC;B3GALT1
GO:0002696,positive regulation of leukocyte activation,GO:BP,8,123,264,3.737127371273713,0.0013917547587755622,0.11871314136005975,ITPKB;FYN;IRS2;PIK3CA;CD38;CYLD;DDRGK1;LRRK2
GO:0006661,phosphatidylinositol biosynthetic process,GO:BP,5,123,103,5.986660352040413,0.0015013552085292683,0.11871314136005975,ITPKB;PIK3CA;IP6K2;DPM3;MTMR7
GO:1903426,regulation of reactive oxygen species biosynthetic process,GO:BP,3,123,29,12.757779646761986,0.001629750442098922,0.11871314136005975,CLCN3;FYN;SNCA
GO:0018108,peptidyl-tyrosine phosphorylation,GO:BP,5,123,105,5.872628726287263,0.001634936813412546,0.11871314136005975,FYN;DYRK1A;PARP9;CTF1;CNOT7
GO:0099536,synaptic signaling,GO:BP,14,123,703,2.455978443141473,0.001668476809648052,0.11871314136005975,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;KPNA1;CD38;MYLK2;MICU3;LRRK2;ZDHHC2
GO:0050867,positive regulation of cell activation,GO:BP,8,123,274,3.600735861373213,0.0017595086979284276,0.11871314136005975,ITPKB;FYN;IRS2;PIK3CA;CD38;CYLD;DDRGK1;LRRK2
GO:0035563,positive regulation of chromatin binding,GO:BP,2,123,8,30.831300813008138,0.0017687374861566115,0.11871314136005975,PARP9;DTX3L
GO:0070493,thrombin-activated receptor signaling pathway,GO:BP,2,123,8,30.831300813008138,0.0017687374861566115,0.11871314136005975,SNCA;DGKQ
GO:0018212,peptidyl-tyrosine modification,GO:BP,5,123,107,5.762859965048248,0.0017770554064928047,0.11871314136005975,FYN;DYRK1A;PARP9;CTF1;CNOT7
GO:0070972,protein localization to endoplasmic reticulum,GO:BP,3,123,30,12.332520325203253,0.0018001864241259091,0.11871314136005975,DDRGK1;LRRK2;ANK2
GO:0120035,regulation of plasma membrane bounded cell projection organization,GO:BP,12,123,555,2.6664908811250276,0.00183269998240154,0.11871314136005975,RIT2;FYN;CNTN1;PIK3CA;LZTS3;NCKIPSD;CD38;P2RY12;CYLD;WNT3;LRRK2;BIN3
GO:0051046,regulation of secretion,GO:BP,11,123,483,2.808648521267821,0.0018975193438353613,0.11991396633847369,HIP1R;STK39;IRS2;RIMS1;SV2C;NSF;SNCA;CD38;MICU3;NDUFAF2;LRRK2
GO:0055082,intracellular chemical homeostasis,GO:BP,11,123,485,2.7970664655100164,0.0019599139372566687,0.12090802408171496,STK39;CLCN3;TMEM175;IRS2;CAMK2D;PIK3CA;MICU3;NDUFAF2;LRRK2;NUCKS1;ANK2
GO:0051865,protein autoubiquitination,GO:BP,4,123,67,7.362698701613883,0.0021278418431924188,0.12187734489955132,RNF141;ERCC8;LRRK2;DTX3L
GO:0009894,regulation of catabolic process,GO:BP,16,123,890,2.2170823056545172,0.0022265297497666334,0.12187734489955132,FYN;IRS2;USP25;PIK3CA;NSF;SNCA;CCAR2;VPS13C;BCL2L1;DDRGK1;LRRK2;DTX3L;CNOT7;FASTKD5;WDR6;ZDHHC2
GO:0086003,cardiac muscle cell contraction,GO:BP,4,123,68,7.254423720707796,0.002246837641645666,0.12187734489955132,PKP2;CAMK2D;PIK3CA;ANK2
GO:0031344,regulation of cell projection organization,GO:BP,12,123,569,2.6008830211324963,0.0022533709145650047,0.12187734489955132,RIT2;FYN;CNTN1;PIK3CA;LZTS3;NCKIPSD;CD38;P2RY12;CYLD;WNT3;LRRK2;BIN3
GO:0042177,negative regulation of protein catabolic process,GO:BP,5,123,113,5.4568674005324125,0.002257858956070422,0.12187734489955132,FYN;USP25;SNCA;CCAR2;DDRGK1
GO:0030048,actin filament-based movement,GO:BP,5,123,113,5.4568674005324125,0.002257858956070422,0.12187734489955132,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2
GO:1901652,response to peptide,GO:BP,14,123,731,2.361905397439747,0.002393207609640204,0.12204618791118559,STK39;IRS2;SPPL2B;USP25;FASN;AZI2;SNCA;PARP9;CD38;BCL2L1;CYLD;RORA;MTF2;CNOT7
GO:0046474,glycerophospholipid biosynthetic process,GO:BP,6,123,167,4.430845625821528,0.0023951755225742432,0.12204618791118559,ITPKB;PIK3CA;DGKQ;IP6K2;DPM3;MTMR7
GO:0060048,cardiac muscle contraction,GO:BP,5,123,115,5.361965358784023,0.0024373594950825887,0.12204618791118559,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2
GO:0018193,peptidyl-amino acid modification,GO:BP,10,123,426,2.894957822817665,0.0024494024590434775,0.12204618791118559,STK39;FYN;DYRK1A;CAMK2D;PARP9;MYLK2;LRRK2;CTF1;CNOT7;ZDHHC2
GO:0043647,inositol phosphate metabolic process,GO:BP,3,123,34,10.881635581061692,0.0025914806071289727,0.12524822889135317,ITPKB;SNCA;IP6K2
GO:0032880,regulation of protein localization,GO:BP,14,123,738,2.3395025007160637,0.0026103451795187462,0.12524822889135317,FYN;IRS2;CAMK2D;PIK3CA;SNCA;PARP9;CD38;BCL2L1;CYLD;DDRGK1;NDUFAF2;DTX3L;CNTLN;ZDHHC2
GO:0051050,positive regulation of transport,GO:BP,13,123,662,2.4217940215655935,0.0027644968222617873,0.13013197876544585,HIP1R;FCGR2A;STK39;CNTN1;IRS2;PKP2;SNCA;CD38;P2RY12;MICU3;LRRK2;ANK2;ZDHHC2
GO:0090161,Golgi ribbon formation,GO:BP,2,123,10,24.665040650406507,0.002812578468106896,0.13013197876544585,VAMP4;TMED5
GO:0086091,regulation of heart rate by cardiac conduction,GO:BP,3,123,36,10.27710027100271,0.0030559251587208413,0.1322339595459238,PKP2;CAMK2D;ANK2
GO:0098916,anterograde trans-synaptic signaling,GO:BP,13,123,670,2.3928770780245117,0.003064589571380203,0.1322339595459238,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;CD38;MYLK2;MICU3;LRRK2;ZDHHC2
GO:0007268,chemical synaptic transmission,GO:BP,13,123,670,2.3928770780245117,0.003064589571380203,0.1322339595459238,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;CD38;MYLK2;MICU3;LRRK2;ZDHHC2
GO:0060627,regulation of vesicle-mediated transport,GO:BP,10,123,441,2.7964898696606015,0.0031397438333940824,0.1322339595459238,HIP1R;FCGR2A;RIT2;RIMS1;SV2C;NSF;SNCA;DGKQ;LRRK2;ZDHHC2
GO:0043066,negative regulation of apoptotic process,GO:BP,13,123,675,2.3751520626317375,0.003265338796595117,0.1322339595459238,ITPKB;HIP1R;FYN;MAP4K4;IRS2;TOX3;PIK3CA;SNCA;CCAR2;CD38;BCL2L1;DDRGK1;LRRK2
GO:1903409,reactive oxygen species biosynthetic process,GO:BP,3,123,37,9.999340804218853,0.003306062072197164,0.1322339595459238,CLCN3;FYN;SNCA
GO:0099537,trans-synaptic signaling,GO:BP,13,123,677,2.3681353652532096,0.003348591877868372,0.1322339595459238,RIT2;CLCN3;FYN;RIMS1;DLG2;CAMK2D;SV2C;SNCA;CD38;MYLK2;MICU3;LRRK2;ZDHHC2
GO:0010906,regulation of glucose metabolic process,GO:BP,4,123,76,6.4908001711596075,0.003368300172662676,0.1322339595459238,IRS2;DGKQ;RORA;SLC45A3
GO:0042116,macrophage activation,GO:BP,4,123,76,6.4908001711596075,0.003368300172662676,0.1322339595459238,STK39;SNCA;RORA;LRRK2
GO:0035865,cellular response to potassium ion,GO:BP,2,123,11,22.42276422764228,0.003419403816895752,0.1322339595459238,STK39;DLG2
GO:0006837,serotonin transport,GO:BP,2,123,11,22.42276422764228,0.003419403816895752,0.1322339595459238,SLC18B1;SNCA
GO:0051251,positive regulation of lymphocyte activation,GO:BP,7,123,243,3.5525778714577267,0.0036578556012734614,0.1391873468218651,ITPKB;FYN;IRS2;PIK3CA;CD38;CYLD;DDRGK1
GO:0031111,negative regulation of microtubule polymerization or depolymerization,GO:BP,3,123,39,9.486554096310194,0.0038431069947316293,0.1391873468218651,DYRK1A;SNCA;TPX2
GO:0016242,negative regulation of macroautophagy,GO:BP,3,123,39,9.486554096310194,0.0038431069947316293,0.1391873468218651,PIK3CA;VPS13C;LRRK2
GO:0001959,regulation of cytokine-mediated signaling pathway,GO:BP,5,123,128,4.81739075203252,0.0038664677475433147,0.1391873468218651,SPPL2B;USP25;PARP9;CYLD;CNOT7
GO:0006836,neurotransmitter transport,GO:BP,6,123,184,4.021474019088017,0.0038678073991409833,0.1391873468218651,SLC18B1;RIMS1;SV2C;SNCA;MICU3;LRRK2
GO:0043030,regulation of macrophage activation,GO:BP,3,123,40,9.24939024390244,0.004130371142026801,0.14659988532864987,SNCA;RORA;LRRK2
GO:0046488,phosphatidylinositol metabolic process,GO:BP,5,123,131,4.7070688264134555,0.004266751657739495,0.1483982004152714,ITPKB;PIK3CA;IP6K2;DPM3;MTMR7
GO:0045321,leukocyte activation,GO:BP,13,123,701,2.28705797756979,0.004490028509912351,0.1483982004152714,ITPKB;GPNMB;STK39;FYN;IRS2;PIK3CA;AZI2;SNCA;CD38;CYLD;RORA;DDRGK1;LRRK2
GO:0016310,phosphorylation,GO:BP,15,123,870,2.1262966077936643,0.0045273503590199556,0.1483982004152714,STK39;FYN;MAP4K4;DYRK1A;IRS2;CAMK2D;PARP9;MYLK2;DGKQ;DDRGK1;LRRK2;NEK1;CTF1;CNOT7;TPX2
GO:0043069,negative regulation of programmed cell death,GO:BP,13,123,704,2.2773119918699187,0.004652543669931254,0.1483982004152714,ITPKB;HIP1R;FYN;MAP4K4;IRS2;TOX3;PIK3CA;SNCA;CCAR2;CD38;BCL2L1;DDRGK1;LRRK2
GO:0008015,blood circulation,GO:BP,9,123,393,2.8242412958480725,0.004712953824760668,0.1483982004152714,SH3GL2;STK39;PKP2;CAMK2D;PIK3CA;CD38;MYLK2;C2CD4A;ANK2
GO:0043269,regulation of monoatomic ion transport,GO:BP,8,123,322,3.063980205019442,0.00471792536825678,0.1483982004152714,STK39;FYN;CNTN1;PKP2;CAMK2D;SNCA;P2RY12;ANK2
GO:0031115,negative regulation of microtubule polymerization,GO:BP,2,123,13,18.97310819262039,0.004798194021188454,0.1483982004152714,DYRK1A;SNCA
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,GO:BP,2,123,13,18.97310819262039,0.004798194021188454,0.1483982004152714,PARP9;CTF1
GO:0019637,organophosphate metabolic process,GO:BP,15,123,877,2.109325027115722,0.004871996229063145,0.1483982004152714,ITPKB;ELOVL7;DLG2;PIK3CA;FASN;ITPA;SNCA;CD38;DGKQ;RORA;AMPD3;LRRK2;IP6K2;DPM3;MTMR7
GO:0099643,signal release from synapse,GO:BP,5,123,136,4.534014825442371,0.004998351131738594,0.1483982004152714,RIMS1;SV2C;SNCA;MICU3;LRRK2
GO:0051494,negative regulation of cytoskeleton organization,GO:BP,5,123,136,4.534014825442371,0.004998351131738594,0.1483982004152714,HIP1R;DYRK1A;PIK3CA;SNCA;TPX2
GO:0007269,neurotransmitter secretion,GO:BP,5,123,136,4.534014825442371,0.004998351131738594,0.1483982004152714,RIMS1;SV2C;SNCA;MICU3;LRRK2
GO:1905897,regulation of response to endoplasmic reticulum stress,GO:BP,4,123,85,5.803538976566236,0.005027809643639962,0.1483982004152714,USP25;BCL2L1;DDRGK1;LRRK2
GO:0099504,synaptic vesicle cycle,GO:BP,6,123,195,3.794621638524078,0.005124990521040749,0.1483982004152714,CLCN3;RIMS1;SV2C;SNCA;DGKQ;LRRK2
GO:0046777,protein autophosphorylation,GO:BP,5,123,137,4.500919826716515,0.005154703989723824,0.1483982004152714,STK39;DYRK1A;CAMK2D;MYLK2;LRRK2
GO:0060759,regulation of response to cytokine stimulus,GO:BP,5,123,137,4.500919826716515,0.005154703989723824,0.1483982004152714,SPPL2B;USP25;PARP9;CYLD;CNOT7
GO:0006109,regulation of carbohydrate metabolic process,GO:BP,5,123,137,4.500919826716515,0.005154703989723824,0.1483982004152714,IRS2;SNCA;DGKQ;RORA;SLC45A3
GO:0072657,protein localization to membrane,GO:BP,9,123,400,2.774817073170732,0.00527951812978859,0.1490588704008276,FYN;PKP2;DLG2;CAMK2D;PIK3CA;NSF;BCL2L1;ANK2;ZDHHC2
GO:1902904,negative regulation of supramolecular fiber organization,GO:BP,5,123,138,4.468304465653352,0.005314494918842892,0.1490588704008276,HIP1R;DYRK1A;PIK3CA;SNCA;TPX2
GO:2000300,regulation of synaptic vesicle exocytosis,GO:BP,3,123,44,8.408536585365853,0.005408218154952591,0.1490588704008276,RIMS1;SV2C;LRRK2
GO:0010310,regulation of hydrogen peroxide metabolic process,GO:BP,2,123,14,17.61788617886179,0.005568324418981282,0.1490588704008276,FYN;SNCA
GO:0001921,positive regulation of receptor recycling,GO:BP,2,123,14,17.61788617886179,0.005568324418981282,0.1490588704008276,NSF;SNCA
GO:0034097,response to cytokine,GO:BP,13,123,720,2.226705058717254,0.005601565686365222,0.1490588704008276,STK39;SPPL2B;USP25;FASN;AZI2;SNCA;PARP9;CD38;BCL2L1;CYLD;RORA;MTF2;CNOT7
GO:0018105,peptidyl-serine phosphorylation,GO:BP,4,123,88,5.60569105691057,0.005684021786911244,0.1490588704008276,STK39;DYRK1A;CAMK2D;LRRK2
GO:0050727,regulation of inflammatory response,GO:BP,7,123,264,3.2699864498644984,0.005728443140417522,0.1490588704008276,STK39;FYN;SNCA;C2CD4A;CYLD;RORA;LRRK2
GO:0048878,chemical homeostasis,GO:BP,13,123,722,2.2205369006598654,0.005730406520656177,0.1490588704008276,STK39;CLCN3;TMEM175;IRS2;CAMK2D;PIK3CA;MICU3;MED13;RORA;NDUFAF2;LRRK2;NUCKS1;ANK2
GO:0010038,response to metal ion,GO:BP,7,123,265,3.2576468783555756,0.005845189508587174,0.1490588704008276,ITPKB;STK39;DLG2;CAMK2D;SNCA;MICU3;LRRK2
GO:0010959,regulation of metal ion transport,GO:BP,7,123,265,3.2576468783555756,0.005845189508587174,0.1490588704008276,STK39;FYN;CNTN1;PKP2;CAMK2D;SNCA;ANK2
GO:0018209,peptidyl-serine modification,GO:BP,4,123,89,5.542705764136294,0.005914854673719511,0.1490588704008276,STK39;DYRK1A;CAMK2D;LRRK2
GO:0045017,glycerolipid biosynthetic process,GO:BP,6,123,201,3.6813493508069413,0.005925535951866169,0.1490588704008276,ITPKB;PIK3CA;DGKQ;IP6K2;DPM3;MTMR7
GO:2000107,negative regulation of leukocyte apoptotic process,GO:BP,3,123,46,8.042948038176034,0.006126522133966743,0.14975300801045122,ITPKB;IRS2;BCL2L1
GO:0071616,acyl-CoA biosynthetic process,GO:BP,3,123,46,8.042948038176034,0.006126522133966743,0.14975300801045122,ELOVL7;FASN;SNCA
GO:0098900,regulation of action potential,GO:BP,3,123,46,8.042948038176034,0.006126522133966743,0.14975300801045122,PKP2;CAMK2D;ANK2
GO:0006941,striated muscle contraction,GO:BP,5,123,144,4.282125112917796,0.006347666284473506,0.1519043317998498,PKP2;CAMK2D;PIK3CA;MYLK2;ANK2
GO:0035864,response to potassium ion,GO:BP,2,123,15,16.44336043360434,0.006391073781242246,0.1519043317998498,STK39;DLG2
GO:0046854,phosphatidylinositol phosphate biosynthetic process,GO:BP,3,123,47,7.871821484172289,0.006506002656530083,0.1519043317998498,ITPKB;PIK3CA;IP6K2
GO:1901799,negative regulation of proteasomal protein catabolic process,GO:BP,3,123,47,7.871821484172289,0.006506002656530083,0.1519043317998498,USP25;CCAR2;DDRGK1
GO:0003015,heart process,GO:BP,6,123,205,3.6095181439619273,0.006507673033494144,0.1519043317998498,FYN;PKP2;CAMK2D;PIK3CA;MYLK2;ANK2
GO:0050864,regulation of B cell activation,GO:BP,4,123,92,5.3619653587840235,0.006644637147807887,0.15296603579972687,IRS2;CD38;CYLD;DDRGK1
GO:0016049,cell growth,GO:BP,9,123,415,2.6745224801645606,0.006671231974283727,0.15296603579972687,SH3GL2;RIMS1;CAMK2D;CCAR2;CD38;WNT3;IP6K2;BIN3;ARIH2
GO:0086065,cell communication involved in cardiac conduction,GO:BP,3,123,48,7.707825203252033,0.0068992037903840295,0.15544206105117409,PKP2;CAMK2D;ANK2
GO:0046173,polyol biosynthetic process,GO:BP,3,123,48,7.707825203252033,0.0068992037903840295,0.15544206105117409,ITPKB;SNCA;IP6K2
GO:0032943,mononuclear cell proliferation,GO:BP,6,123,208,3.5574577861163226,0.006970814205812362,0.1557015483384468,GPNMB;FYN;IRS2;AZI2;CD38;BCL2L1
GO:0016079,synaptic vesicle exocytosis,GO:BP,4,123,94,5.247880989448193,0.007162921083536321,0.1565397062185556,RIMS1;SV2C;SNCA;LRRK2
GO:0006677,glycosylceramide metabolic process,GO:BP,2,123,16,15.415650406504069,0.0072655523132801655,0.1565397062185556,GALC;B3GALT1
GO:2000811,negative regulation of anoikis,GO:BP,2,123,16,15.415650406504069,0.0072655523132801655,0.1565397062185556,PIK3CA;BCL2L1
GO:0008654,phospholipid biosynthetic process,GO:BP,6,123,210,3.523577235772358,0.007292575802550229,0.1565397062185556,ITPKB;PIK3CA;DGKQ;IP6K2;DPM3;MTMR7
GO:0006006,glucose metabolic process,GO:BP,5,123,149,4.13842963932995,0.007310422405420774,0.1565397062185556,IRS2;PIK3CA;DGKQ;RORA;SLC45A3
GO:1905475,regulation of protein localization to membrane,GO:BP,5,123,150,4.110840108401084,0.00751454114316744,0.15959160739300685,FYN;CAMK2D;PIK3CA;BCL2L1;ZDHHC2
GO:0019725,cellular homeostasis,GO:BP,11,123,581,2.334900577921442,0.007595623154737256,0.1600021105197092,STK39;CLCN3;TMEM175;IRS2;CAMK2D;PIK3CA;MICU3;NDUFAF2;LRRK2;NUCKS1;ANK2
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,GO:BP,4,123,96,5.138550135501355,0.007707244125930416,0.16007414680821244,FYN;CCAR2;BCL2L1;LRRK2
GO:2001242,regulation of intrinsic apoptotic signaling pathway,GO:BP,5,123,151,4.083616001722931,0.007722604535324799,0.16007414680821244,FYN;CCAR2;BCL2L1;CYLD;LRRK2
GO:0040007,growth,GO:BP,13,123,753,2.1291203748690877,0.008050030988801716,0.16325055873143668,SH3GL2;RIMS1;CAMK2D;PIK3CA;CCAR2;KPNA1;CD38;BCL2L1;WNT3;IP6K2;FOXS1;BIN3;ARIH2
GO:0042176,regulation of protein catabolic process,GO:BP,8,123,353,2.7949054561367146,0.008068820496565125,0.16325055873143668,FYN;USP25;NSF;SNCA;CCAR2;DDRGK1;LRRK2;ZDHHC2
GO:0006886,intracellular protein transport,GO:BP,11,123,587,2.3110344732067425,0.008173871903526827,0.16325055873143668,RIMS1;SEC23IP;DLG2;NSF;KPNA1;TMED5;VPS13C;LRRK2;VPS37A;ARL17A;ZDHHC2
GO:0055119,relaxation of cardiac muscle,GO:BP,2,123,17,14.508847441415591,0.008190880986139239,0.16325055873143668,CAMK2D;PIK3CA
GO:0001956,positive regulation of neurotransmitter secretion,GO:BP,2,123,17,14.508847441415591,0.008190880986139239,0.16325055873143668,SNCA;MICU3
GO:0090407,organophosphate biosynthetic process,GO:BP,10,123,509,2.422892008880796,0.008440331051917445,0.16693815080548166,ITPKB;ELOVL7;PIK3CA;FASN;SNCA;DGKQ;AMPD3;IP6K2;DPM3;MTMR7
GO:0017157,regulation of exocytosis,GO:BP,5,123,155,3.978232362968791,0.008595054248211055,0.16871049664480942,RIMS1;SV2C;NSF;SNCA;LRRK2
GO:0010565,regulation of ketone metabolic process,GO:BP,4,123,100,4.933008130081301,0.008876082710020584,0.1729167691854386,IRS2;SNCA;DGKQ;SLC45A3
GO:0099173,postsynapse organization,GO:BP,6,123,220,3.3634146341463413,0.00906460355956017,0.17527155091657015,HIP1R;FYN;LZTS3;NCKIPSD;LRRK2;ZDHHC2
GO:0010165,response to X-ray,GO:BP,2,123,18,13.702800361336948,0.00916619142283762,0.17535213807256292,ERCC8;NUCKS1
GO:0044057,regulation of system process,GO:BP,9,123,437,2.5398783278450634,0.009204126120366097,0.17535213807256292,HIP1R;STK39;PKP2;RIMS1;CAMK2D;CD38;MYLK2;LRRK2;ANK2
GO:0051129,negative regulation of cellular component organization,GO:BP,11,123,598,2.2685238056393944,0.009322741877989862,0.1763155051523484,HIP1R;RIT2;FYN;DYRK1A;PIK3CA;SNCA;CD38;BCL2L1;WNT3;LRRK2;TPX2
GO:0061025,membrane fusion,GO:BP,5,123,159,3.8781510456614,0.009533589244136982,0.17899659225767334,TMEM175;RIMS1;VAMP4;NSF;SNCA
GO:0051249,regulation of lymphocyte activation,GO:BP,8,123,364,2.7104440275171986,0.009609832598454209,0.17913004505463925,ITPKB;GPNMB;FYN;IRS2;PIK3CA;CD38;CYLD;DDRGK1
GO:0050804,modulation of chemical synaptic transmission,GO:BP,9,123,443,2.5054781699058526,0.010007408019316887,0.18209594076413116,FYN;RIMS1;CAMK2D;SV2C;SNCA;CD38;MICU3;LRRK2;ZDHHC2
GO:0031345,negative regulation of cell projection organization,GO:BP,5,123,161,3.829975256274302,0.010028363450162992,0.18209594076413116,RIT2;FYN;CD38;WNT3;LRRK2
GO:0099177,regulation of trans-synaptic signaling,GO:BP,9,123,444,2.499835201054713,0.010146288357692058,0.18209594076413116,FYN;RIMS1;CAMK2D;SV2C;SNCA;CD38;MICU3;LRRK2;ZDHHC2
GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,GO:BP,2,123,19,12.981600342319215,0.01019062578571942,0.18209594076413116,BCL2L1;LRRK2
GO:1900242,regulation of synaptic vesicle endocytosis,GO:BP,2,123,19,12.981600342319215,0.01019062578571942,0.18209594076413116,DGKQ;LRRK2
GO:0035493,SNARE complex assembly,GO:BP,2,123,19,12.981600342319215,0.01019062578571942,0.18209594076413116,VAMP4;SNCA
GO:0048168,regulation of neuronal synaptic plasticity,GO:BP,3,123,56,6.606707317073171,0.010551873850847396,0.18472908883476757,CAMK2D;SNCA;ZDHHC2
GO:0032507,maintenance of protein location in cell,GO:BP,3,123,56,6.606707317073171,0.010551873850847396,0.18472908883476757,RIT2;PKP2;VPS13C
