disease,disease_id,gene,ensembl_id,l2g_score,number_of_top_regions,mean_expression,mean_weighted_contribution,maximum_weighted_contribution,regions
Epilepsy,epilepsy,SCN1A,ENSG00000144285,0.7731314301490784,10,0.7160060896894511,0.24823962868042387,0.2741164640481223,Heschl L;Heschl R;LC L;LC R;Lingual R;Occipital Inf L;Occipital Inf R;Raphe D;Thal LGN R;Thal PuA R
Epilepsy,epilepsy,VRK2,ENSG00000028116,0.6913330554962158,10,0.652346569499334,0.20223986820949827,0.24748276139681263,Heschl L;Heschl R;LC L;LC R;Lingual R;Occipital Inf L;Occipital Inf R;Raphe D;Thal LGN R;Thal PuA R
Epilepsy,epilepsy,KCNIP2,ENSG00000120049,0.3819180727005005,10,0.44545607961346095,0.07629150258517635,0.13550434115293714,Heschl L;Heschl R;LC L;LC R;Lingual R;Occipital Inf L;Occipital Inf R;Raphe D;Thal LGN R;Thal PuA R
Epilepsy,epilepsy,TTC21B,ENSG00000123607,0.1286163926124572,10,0.6064298807638241,0.03497663175230227,0.05369487326966028,Heschl L;Heschl R;LC L;LC R;Lingual R;Occipital Inf L;Occipital Inf R;Raphe D;Thal LGN R;Thal PuA R
Epilepsy,epilepsy,FANCL,ENSG00000115392,0.1155954748392105,10,0.6349227892043615,0.032912647363019014,0.03748172607473183,Heschl L;Heschl R;LC L;LC R;Lingual R;Occipital Inf L;Occipital Inf R;Raphe D;Thal LGN R;Thal PuA R
Epilepsy,epilepsy,SCN7A,ENSG00000136546,0.0752409622073173,10,0.5355266707781988,0.018069099672556675,0.03024390333582366,Heschl L;Heschl R;LC L;LC R;Lingual R;Occipital Inf L;Occipital Inf R;Raphe D;Thal LGN R;Thal PuA R
Epilepsy,epilepsy,CSRNP3,ENSG00000178662,0.0641341581940651,10,0.5025044654332715,0.014452081165976526,0.01958563873953918,Heschl L;Heschl R;LC L;LC R;Lingual R;Occipital Inf L;Occipital Inf R;Raphe D;Thal LGN R;Thal PuA R
Major depressive disorder,major_depression,NLGN1,ENSG00000169760,0.8939487934112549,9,0.6243014387169743,0.010355166192811566,0.012233271597903893,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L;Thal AV L
Major depressive disorder,major_depression,RAB27B,ENSG00000041353,0.7637594938278198,9,0.7045363545597494,0.009984127644869275,0.011778673450084168,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L;Thal MDm L
Major depressive disorder,major_depression,CELF4,ENSG00000101489,0.8775359392166138,8,0.6315802655157178,0.01028356170851949,0.012669477401439757,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;Temporal Inf R;Temporal Pole Sup L;Thal AV L
Major depressive disorder,major_depression,TLR4,ENSG00000136869,0.8863559365272522,8,0.6035542159683968,0.00992600616982246,0.013397141013974843,Amygdala L;Frontal Med Orb R;Fusiform L;OFCant R;ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L;Thal MDm L
Major depressive disorder,major_depression,PTCH1,ENSG00000185920,0.8484094738960266,8,0.6281719930974288,0.00988858552736597,0.01130896937280732,Amygdala L;Frontal Med Orb R;Fusiform L;OFCant R;ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L;Thal MDm L
Major depressive disorder,major_depression,TMEM106B,ENSG00000106460,0.867728590965271,8,0.5938805746173111,0.00956165616465682,0.011252772432131365,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;ParaHippocampal L;Temporal Inf R;Thal MDm L
Major depressive disorder,major_depression,LRFN5,ENSG00000165379,0.8312016725540161,8,0.6176878809341269,0.009526329173242323,0.011047346484928946,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;Temporal Inf R;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,GRM5,ENSG00000168959,0.7346566319465637,8,0.6802788458914661,0.009273025728904248,0.010468789636261222,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;Temporal Inf R;Temporal Pole Sup L;Thal AV L
Major depressive disorder,major_depression,STK24,ENSG00000102572,0.8397132754325867,8,0.57469367091338,0.00895400904137365,0.011792828797812993,Amygdala L;Frontal Med Orb R;Hippocampus L;OFCant R;Temporal Inf R;Temporal Pole Sup L;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,ZMYND8,ENSG00000101040,0.843111515045166,8,0.5545972335287701,0.008675865583544428,0.010321220328110375,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;Temporal Inf R;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,RASGRP1,ENSG00000172575,0.7733193635940552,7,0.6823383288839588,0.009790587372487202,0.011478663548376558,Amygdala L;Frontal Med Orb R;Hippocampus L;OFCant R;ParaHippocampal L;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,TCF4,ENSG00000196628,0.811247706413269,7,0.6176217134948004,0.009296642550677315,0.011193191551334695,Amygdala L;Frontal Med Orb R;Fusiform L;Hippocampus L;OFCant R;ParaHippocampal L;Temporal Inf R
Major depressive disorder,major_depression,SORCS3,ENSG00000156395,0.8074818849563599,7,0.6139607689901246,0.009198637502071264,0.010598739710210007,Amygdala L;Fusiform L;ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,SHISA9,ENSG00000237515,0.6778145432472229,6,0.7017370611551907,0.008825420185477556,0.00937695924124333,Frontal Med Orb R;Fusiform L;ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L;Thal AV L
Major depressive disorder,major_depression,ASIC2,ENSG00000108684,0.7178345918655396,6,0.653033139181955,0.008697805638266035,0.009336245839034635,Amygdala L;Fusiform L;Hippocampus L;ParaHippocampal L;Temporal Pole Sup L;Thal MDm L
Major depressive disorder,major_depression,DRD2,ENSG00000149295,0.7296015620231628,5,0.695279433713424,0.009412288563719525,0.011248401940896834,Fusiform L;Temporal Inf R;Temporal Pole Sup L;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,FAM120A,ENSG00000048828,0.7344418168067932,5,0.6337692130441333,0.008636516950838337,0.009678786742994659,Amygdala L;Fusiform L;ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L
Major depressive disorder,major_depression,ESR1,ENSG00000091831,0.8280602693557739,5,0.5440793753267891,0.008359384581480589,0.00873809724568968,Amygdala L;Fusiform L;Hippocampus L;Temporal Inf R;Thal MDm L
Major depressive disorder,major_depression,FAM120AOS,ENSG00000188938,0.7330881357192993,5,0.6000220665075593,0.00816156621455175,0.009503049583367493,ParaHippocampal L;Temporal Inf R;Temporal Pole Sup L;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,PAX6,ENSG00000007372,0.7539560794830322,4,0.6826513170530691,0.009549817562631468,0.01029699119092055,Amygdala L;Frontal Med Orb R;ParaHippocampal L;Temporal Pole Sup L
Major depressive disorder,major_depression,RBFOX1,ENSG00000078328,0.7112240791320801,4,0.7130184227204712,0.009409299617687463,0.010782734847208746,Amygdala L;Hippocampus L;Temporal Inf R;Thal AV L
Major depressive disorder,major_depression,CNTLN,ENSG00000044459,0.8850148320198059,4,0.5721226293093133,0.00939484826100259,0.012148055582804995,Fusiform L;ParaHippocampal L;Temporal Pole Sup L;Thal AV L
Major depressive disorder,major_depression,NEGR1,ENSG00000172260,0.6676949858665466,4,0.7063807042944543,0.008751188474642372,0.008950087513957386,Amygdala L;Frontal Med Orb R;Hippocampus L;OFCant R
Major depressive disorder,major_depression,CTTNBP2,ENSG00000077063,0.8669798374176025,4,0.5278178922189403,0.008490694220922128,0.009253245210322404,Fusiform L;Hippocampus L;ParaHippocampal L;Temporal Inf R
Major depressive disorder,major_depression,MAML3,ENSG00000196782,0.828688383102417,4,0.5296564965540445,0.008143960327623545,0.008773354697100121,Fusiform L;Hippocampus L;ParaHippocampal L;Temporal Pole Sup L
Major depressive disorder,major_depression,FES,ENSG00000182511,0.7730885148048401,4,0.5627148266375052,0.00807174948538044,0.008551606339707895,Amygdala L;Frontal Med Orb R;OFCant R;Thal MDm L
Major depressive disorder,major_depression,CDH6,ENSG00000113361,0.8857727646827698,3,0.6336327942244057,0.010413819939336077,0.01285159031283417,Temporal Pole Sup L;Thal AV L;Thal MDm L
Major depressive disorder,major_depression,METTL9,ENSG00000197006,0.6105037331581116,3,0.7636947173767905,0.008650838523306878,0.009289245526246959,Frontal Med Orb R;OFCant R;Temporal Pole Sup L
Major depressive disorder,major_depression,MSRA,ENSG00000175806,0.6413601040840149,3,0.7221781006993636,0.008594019819413592,0.009272025427714808,Frontal Med Orb R;OFCant R;Thal AV L
Major depressive disorder,major_depression,NRDC,ENSG00000078618,0.7599181532859802,3,0.5980587572860396,0.00843258579367447,0.008897293374952943,OFCant R;Temporal Pole Sup L;Thal AV L
Major depressive disorder,major_depression,CCSER1,ENSG00000184305,0.6544001698493958,3,0.6893528563105445,0.008370185402648568,0.008739344673881832,Frontal Med Orb R;Hippocampus L;OFCant R
Major depressive disorder,major_depression,DENND1B,ENSG00000213047,0.8358911275863647,2,0.6219824473397988,0.009646681490884164,0.010904691263865202,Thal AV L;Thal MDm L
Major depressive disorder,major_depression,FADS2,ENSG00000134824,0.6387500762939453,2,0.8060876336192617,0.009553517834616148,0.009710007629038704,ParaHippocampal L;Thal MDm L
Major depressive disorder,major_depression,LIN28B,ENSG00000187772,0.7330003380775452,2,0.700777204158217,0.009530907093357025,0.010736719416949975,Frontal Med Orb R;Thal AV L
Major depressive disorder,major_depression,TANK,ENSG00000136560,0.693726122379303,2,0.6944007457673421,0.008938164060849229,0.009420537949860438,OFCant R;ParaHippocampal L
Major depressive disorder,major_depression,FHIT,ENSG00000189283,0.7666894793510437,2,0.6173247593691927,0.008781794997597157,0.008962585771802926,ParaHippocampal L;Thal AV L
Major depressive disorder,major_depression,CNOT4,ENSG00000080802,0.67092365026474,2,0.6413171210013315,0.007983549649642412,0.008192299092735078,Hippocampus L;OFCant R
Major depressive disorder,major_depression,KIF2A,ENSG00000068796,0.607966423034668,2,0.7013886379375569,0.007912038938870655,0.008782270107040732,Fusiform L;ParaHippocampal L
Major depressive disorder,major_depression,RSRC1,ENSG00000174891,0.7241352200508118,2,0.5850349277624294,0.007860525142074443,0.008488285317096243,Thal AV L;Thal MDm L
Major depressive disorder,major_depression,AGBL4,ENSG00000186094,0.6467607021331787,2,0.6515827207356226,0.007819217212429595,0.008454301943373103,Hippocampus L;Temporal Inf R
Major depressive disorder,major_depression,TENM2,ENSG00000145934,0.5863081812858582,1,0.7907097626752563,0.008601875458241084,0.008601875458241084,Hippocampus L
Major depressive disorder,major_depression,NAA11,ENSG00000156269,0.5987160205841064,1,0.7252338351989053,0.008056548611726175,0.008056548611726175,Temporal Pole Sup L
Major depressive disorder,major_depression,FURIN,ENSG00000140564,0.6580111980438232,1,0.6213556327459365,0.007586188316764652,0.007586188316764652,Thal MDm L
Major depressive disorder,major_depression,PIK3C3,ENSG00000078142,0.7110368609428406,1,0.5156370204023358,0.006802778036626776,0.006802778036626776,Thal MDm L
Migraine,migraine,ZNF462,ENSG00000148143,0.9130426645278932,10,0.5835942180300865,0.009174127392991083,0.011984995437896643,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;OFCant L;OFCant R;Occipital Mid R;Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,HPSE2,ENSG00000172987,0.7308511734008789,9,0.7031706040951828,0.008848147826469666,0.010299746764653568,Calcarine R;Frontal Sup 2 R;OFCant L;OFCant R;Occipital Mid R;Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,SERPINA1,ENSG00000197249,0.984408676624298,8,0.5734657630196979,0.00971953844966729,0.014135698481380457,Cerebellum 8 R;Frontal Sup 2 R;OFCant L;OFCant R;Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,LRCH1,ENSG00000136141,0.7249493598937988,8,0.6413042983006105,0.008004506025239833,0.009186535428674278,Calcarine R;Cerebellum 8 R;OFCant L;Occipital Mid R;Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,PDZRN4,ENSG00000165966,0.7593377828598022,7,0.654939315332565,0.00856246453566683,0.010151092621997036,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;OFCant L;OFCant R;Thal AV R;Thal MDm L
Migraine,migraine,ITGB5,ENSG00000082781,0.8085989952087402,7,0.5919259092136491,0.008240684014407076,0.010434522519974475,Cerebellum 8 R;Frontal Sup 2 R;OFCant L;OFCant R;Red N R;Thal AV R;Thal PuM L
Migraine,migraine,CAMTA1,ENSG00000171735,0.8074818849563599,7,0.5766830862647299,0.008017384582031734,0.009495033794171562,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;OFCant L;OFCant R;Occipital Mid R;Thal PuM L
Migraine,migraine,FHL5,ENSG00000112214,0.8331314325332642,7,0.5575441963255011,0.007997523663085286,0.008861984979429138,Calcarine R;Cerebellum 8 R;OFCant R;Occipital Mid R;Red N R;Thal MDm L;Thal PuM L
Migraine,migraine,RNF213,ENSG00000173821,0.6945760250091553,7,0.6477953080188661,0.007746763559242237,0.008588252284070366,Calcarine R;Frontal Sup 2 R;Occipital Mid R;Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,TSPAN2,ENSG00000134198,0.824637234210968,6,0.5805293667301882,0.008242327154627659,0.011199563858825277,Cerebellum 8 R;Frontal Sup 2 R;OFCant R;Red N R;Thal MDm L;Thal PuM L
Migraine,migraine,ZEB2,ENSG00000169554,0.8518167734146118,6,0.5536517268574708,0.008119804275388671,0.009174578326021261,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;OFCant L;Red N R;Thal AV R
Migraine,migraine,ZMYND8,ENSG00000101040,0.7804837822914124,6,0.5918109300197214,0.007952608067671037,0.008686561069801597,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;Occipital Mid R;Thal AV R;Thal MDm L
Migraine,migraine,TGFBR2,ENSG00000163513,0.7852293848991394,6,0.5836441749913491,0.00789055249056896,0.009780522375430808,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;Occipital Mid R;Thal AV R;Thal PuM L
Migraine,migraine,JAG1,ENSG00000101384,0.8100106716156006,6,0.5655042731950891,0.00788659149298308,0.008400729649304597,Calcarine R;Frontal Sup 2 R;OFCant L;OFCant R;Occipital Mid R;Thal AV R
Migraine,migraine,MRGPRE,ENSG00000184350,0.8345555067062378,6,0.5281020509836972,0.0075881480495019965,0.008481845973087756,Calcarine R;Cerebellum 8 R;OFCant R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,SLC24A3,ENSG00000185052,0.7432987689971924,5,0.645353523938113,0.00825893054379055,0.009658254441042713,Cerebellum 8 R;Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,GPR26,ENSG00000154478,0.6556367874145508,5,0.7101239335994123,0.00801604558209936,0.008491654028930746,Frontal Sup 2 R;OFCant L;OFCant R;Thal MDm L;Thal PuM L
Migraine,migraine,HTRA1,ENSG00000166033,0.7131948471069336,5,0.6463747786896601,0.007936980497331183,0.008428188894767449,Frontal Sup 2 R;OFCant L;Red N R;Thal AV R;Thal PuM L
Migraine,migraine,LINGO2,ENSG00000174482,0.67091304063797,5,0.6867721147546695,0.007933075742684943,0.00854266698967071,Calcarine R;Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,THADA,ENSG00000115970,0.7209348678588867,5,0.6322145137636055,0.007847353318729178,0.009303839886559534,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;Occipital Mid R;Thal PuM L
Migraine,migraine,ITPK1,ENSG00000100605,0.7169747352600098,5,0.6321931455656002,0.007803983624674357,0.008592578629587998,Calcarine R;Frontal Sup 2 R;OFCant L;Occipital Mid R;Thal AV R
Migraine,migraine,MPPED2,ENSG00000066382,0.7731314301490784,5,0.5805083287272435,0.007727241731015721,0.008364821248838129,Calcarine R;Cerebellum 8 R;Frontal Sup 2 R;OFCant R;Occipital Mid R
Migraine,migraine,YAP1,ENSG00000137693,0.716006875038147,5,0.6080009369404079,0.007495216039111919,0.008150667039101082,Cerebellum 8 R;Frontal Sup 2 R;OFCant L;OFCant R;Occipital Mid R
Migraine,migraine,ATP2B1,ENSG00000070961,0.718660295009613,4,0.7091987255551466,0.008775145217537274,0.009423851843394594,Calcarine R;OFCant R;Occipital Mid R;Thal PuM L
Migraine,migraine,ASTN2,ENSG00000148219,0.6286830902099609,4,0.7215134938879804,0.007809782720909894,0.008767979710182512,Red N R;Thal AV R;Thal MDm L;Thal PuM L
Migraine,migraine,MAPKAPK2,ENSG00000162889,0.7122257351875305,4,0.6207260860100419,0.0076116773987938025,0.008775683613046998,OFCant L;Red N R;Thal MDm L;Thal PuM L
Migraine,migraine,NOL4L,ENSG00000197183,0.7177625894546509,4,0.6104648051311301,0.007544043151658931,0.007706697411823762,Cerebellum 8 R;Frontal Sup 2 R;OFCant L;OFCant R
Migraine,migraine,SUGCT,ENSG00000175600,0.7030277848243713,4,0.6157501195149746,0.007453147370446941,0.007878012395303197,OFCant R;Occipital Mid R;Red N R;Thal MDm L
Migraine,migraine,ROBO1,ENSG00000169855,0.5874826312065125,4,0.7286226085475916,0.007369879526204234,0.008061116220517724,OFCant L;OFCant R;Thal MDm L;Thal PuM L
Migraine,migraine,KIF26B,ENSG00000162849,0.7058925032615662,3,0.665822517792546,0.008092072454572007,0.008710621771301302,Cerebellum 8 R;OFCant R;Thal AV R
Migraine,migraine,PRDM16,ENSG00000142611,0.7070345878601074,3,0.6626718907433419,0.008066811769628675,0.009528765631176283,OFCant L;Thal AV R;Thal MDm L
Migraine,migraine,PTK2B,ENSG00000120899,0.7675957083702087,3,0.6059875315202442,0.00800864311309757,0.008228352407366347,OFCant L;OFCant R;Occipital Mid R
Migraine,migraine,RAB3IL1,ENSG00000167994,0.7263284921646118,3,0.6400174785931876,0.00800364154297255,0.010096432703997136,Frontal Sup 2 R;Occipital Mid R;Red N R
Migraine,migraine,ABHD17C,ENSG00000136379,0.7866833806037903,3,0.5709134571406173,0.007732732196799666,0.008313654440835247,Cerebellum 8 R;OFCant L;Red N R
Migraine,migraine,HMGXB3,ENSG00000113716,0.7415401935577393,2,0.7068577595557182,0.009024630724428507,0.00927390217482127,Calcarine R;Occipital Mid R
Migraine,migraine,PHACTR1,ENSG00000112137,0.7601783871650696,2,0.5915595695391613,0.007742419819985502,0.00821781174752514,Calcarine R;Occipital Mid R
Migraine,migraine,KCNK5,ENSG00000164626,0.7955624461174011,2,0.5364452924168173,0.007347886296589802,0.007468849780133083,Cerebellum 8 R;Red N R
Migraine,migraine,CNNM2,ENSG00000148842,0.6072201728820801,2,0.6258227157485788,0.006542748527321459,0.0066419833142912,Occipital Mid R;Thal MDm L
Migraine,migraine,CTAGE1,ENSG00000212710,0.6982961297035217,1,0.6590868856399673,0.007924010084821034,0.007924010084821034,Thal AV R
Migraine,migraine,RIMS1,ENSG00000079841,0.5770121216773987,1,0.7899899271305053,0.007848184514179358,0.007848184514179358,OFCant R
Migraine,migraine,MEF2D,ENSG00000116604,0.5726462006568909,1,0.7878034203325879,0.007767244210203516,0.007767244210203516,Red N R
Migraine,migraine,TJP2,ENSG00000119139,0.660538911819458,1,0.6586466863653264,0.007490548705629289,0.007490548705629289,OFCant L
Migraine,migraine,PLCE1,ENSG00000138193,0.5607592463493347,1,0.7687222289398301,0.007421788899456694,0.007421788899456694,Red N R
Migraine,migraine,SSBP2,ENSG00000145687,0.675929844379425,1,0.5807731600268,0.006758819902524181,0.006758819902524181,Calcarine R
Migraine,migraine,MLXIPL,ENSG00000009950,0.6179195046424866,1,0.6195181170940701,0.006590959297559533,0.006590959297559533,Thal MDm L
Multiple sclerosis,multiple_sclerosis,TNFRSF1A,ENSG00000067182,0.942568063735962,10,0.6871461175138732,0.007888809676646846,0.010401107371673778,Amygdala L;LC L;N Acc L;Olfactory L;SN pr R;Thal AV R;Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,IRF5,ENSG00000128604,0.8348177075386047,9,0.7290796825186248,0.007413380799646568,0.009948434233555457,Amygdala L;LC L;N Acc L;Olfactory L;Thal AV R;Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,FUCA2,ENSG00000001036,0.9744704365730286,8,0.7250448242633547,0.00860564022072837,0.011611580491729298,LC L;Olfactory L;SN pr R;Thal AV R;Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,LBH,ENSG00000213626,0.857146143913269,8,0.7484980018401911,0.007814391790609092,0.01023830413823717,LC L;N Acc L;SN pr R;Thal AV R;Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,SLAMF7,ENSG00000026751,0.9371489882469176,8,0.6687874208117693,0.0076338987799684215,0.010120106901093618,Amygdala L;LC L;N Acc L;Olfactory L;SN pr R;Thal AV R;Thal MDm L;Vermis 9
Multiple sclerosis,multiple_sclerosis,ZFP36L1,ENSG00000185650,0.8421163558959961,7,0.7806431720711302,0.008007082968306574,0.010075848277210926,Amygdala L;LC L;N Acc L;Olfactory L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,TOX2,ENSG00000124191,0.7976939082145691,7,0.8051942758546747,0.00782323930293179,0.009596958668919148,LC L;SN pr R;Thal AV R;Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,MAF,ENSG00000178573,0.8927666544914246,7,0.663204523946213,0.007211657642564996,0.008393092667325209,Amygdala L;LC L;N Acc L;Olfactory L;SN pr R;Thal AV R;Thal VA L
Multiple sclerosis,multiple_sclerosis,PHGDH,ENSG00000092621,0.86912602186203,7,0.67143625611546,0.007107832783768285,0.00917084617659826,Amygdala L;LC L;N Acc L;Olfactory L;Thal AV R;Thal VA L;Vermis 8
Multiple sclerosis,multiple_sclerosis,CXCR4,ENSG00000121966,0.8400326371192932,6,0.7673017565901891,0.007850765635481276,0.010036445327391574,LC L;Olfactory L;Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,RGS1,ENSG00000090104,0.8358151912689209,6,0.7703138792729097,0.007842014553491698,0.009552989113426447,LC L;Olfactory L;Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,STAT4,ENSG00000138378,0.804265558719635,6,0.762798275687688,0.007472378023880968,0.009379464616160252,Amygdala L;N Acc L;SN pr R;Thal MDm L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,SH2B3,ENSG00000111252,0.9728399515151978,6,0.59528212252405,0.007053649867440427,0.009164972771934869,Amygdala L;N Acc L;Olfactory L;SN pr R;Thal MDm L;Vermis 9
Multiple sclerosis,multiple_sclerosis,EVI5,ENSG00000067208,0.8560059070587158,5,0.748009938558311,0.007798907880301212,0.008908870393970626,LC L;SN pr R;Thal AV R;Thal VA L;Vermis 8
Multiple sclerosis,multiple_sclerosis,CTSH,ENSG00000103811,0.7782778739929199,5,0.8198839854164947,0.007772070798502358,0.008919281426731363,N Acc L;Olfactory L;Thal AV R;Thal MDm L;Vermis 8
Multiple sclerosis,multiple_sclerosis,CBLB,ENSG00000114423,0.8547236919403076,5,0.6652182032015928,0.006925314929791708,0.007679904196577115,LC L;N Acc L;SN pr R;Thal AV R;Thal VA L
Multiple sclerosis,multiple_sclerosis,IL7R,ENSG00000168685,0.9164968729019164,5,0.6141641117624792,0.006855909613441425,0.008841847142633422,LC L;N Acc L;Thal AV R;Thal MDm L;Vermis 9
Multiple sclerosis,multiple_sclerosis,ZNHIT3,ENSG00000273611,0.8539688587188721,5,0.6353983208194658,0.006609030517015502,0.007435818985183467,Amygdala L;N Acc L;Olfactory L;SN pr R;Thal VA L
Multiple sclerosis,multiple_sclerosis,CD40,ENSG00000101017,0.9742006659507751,5,0.5443665704291945,0.006459360599668279,0.007514038520941778,Amygdala L;Olfactory L;Thal AV R;Thal MDm L;Thal VA L
Multiple sclerosis,multiple_sclerosis,AHI1,ENSG00000135541,0.7839866280555725,5,0.6624317464924777,0.0063255669026477225,0.007143190958699674,Amygdala L;N Acc L;SN pr R;Thal MDm L;Thal VA L
Multiple sclerosis,multiple_sclerosis,BACH2,ENSG00000112182,0.9246258735656738,5,0.5482106719899862,0.006173951142520478,0.006604765838855602,Amygdala L;LC L;N Acc L;Olfactory L;Thal AV R
Multiple sclerosis,multiple_sclerosis,TGFBR3,ENSG00000069702,0.7834505438804626,4,0.8173535834432615,0.007799580019571974,0.009185552973254008,LC L;SN pr R;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,SYPL1,ENSG00000008282,0.7728403210639954,4,0.8275801205273903,0.007790215698959449,0.009098587818916391,LC L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,SP140,ENSG00000079263,0.8883673548698425,4,0.7098430653981895,0.007680767086655436,0.010138767602706867,N Acc L;Olfactory L;Thal AV R;Vermis 9
Multiple sclerosis,multiple_sclerosis,LEF1,ENSG00000138795,0.7491066455841064,4,0.8297218259155471,0.007570521984150912,0.008997697460457046,Thal MDm L;Thal VA L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,PKIA,ENSG00000171033,0.7538833618164062,4,0.8120472435490349,0.00745650160598055,0.008073546606272856,Amygdala L;N Acc L;Olfactory L;SN pr R
Multiple sclerosis,multiple_sclerosis,NLRC5,ENSG00000140853,0.8179073333740234,4,0.7249296845102415,0.007221869666791832,0.008696647292750288,SN pr R;Thal AV R;Thal MDm L;Thal VA L
Multiple sclerosis,multiple_sclerosis,CD58,ENSG00000116815,0.9030892252922058,4,0.608287321585437,0.006690970052826983,0.008709862638167662,LC L;N Acc L;Olfactory L;Vermis 9
Multiple sclerosis,multiple_sclerosis,CLEC2D,ENSG00000069493,0.8120936751365662,4,0.6642819601591969,0.006570648685145493,0.007223831158731558,Amygdala L;N Acc L;Olfactory L;Thal AV R
Multiple sclerosis,multiple_sclerosis,ERG,ENSG00000157554,0.8556450605392456,3,0.8859379270050888,0.009233080084851493,0.010177124010936796,LC L;Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,NCF4,ENSG00000100365,0.77339768409729,3,0.7579869224696473,0.007140263528830759,0.007494446430262843,SN pr R;Thal AV R;Thal MDm L
Multiple sclerosis,multiple_sclerosis,ETS1,ENSG00000134954,0.8011943101882935,2,0.9417114083848478,0.009189784954949543,0.009245092015205014,Vermis 8;Vermis 9
Multiple sclerosis,multiple_sclerosis,JAK1,ENSG00000162434,0.9751220345497132,2,0.7184378028596743,0.008532922611951294,0.011028005288109235,LC L;Vermis 8
Multiple sclerosis,multiple_sclerosis,TRIM14,ENSG00000106785,0.8190224170684814,2,0.8034406002092601,0.008014920585763075,0.00872124980340196,Amygdala L;Vermis 9
Multiple sclerosis,multiple_sclerosis,IFNGR2,ENSG00000159128,0.9341250061988832,2,0.7040682561157687,0.008010680725969065,0.008697058282687499,Amygdala L;Vermis 8
Multiple sclerosis,multiple_sclerosis,ZNF774,ENSG00000196391,0.7864020466804504,2,0.6825295496693874,0.006537561003685168,0.0076167617731404125,Thal AV R;Thal MDm L
Multiple sclerosis,multiple_sclerosis,CMC1,ENSG00000187118,0.7110368609428406,2,0.7548420119349022,0.006537291335721958,0.006632722090120604,SN pr R;Thal VA L
Multiple sclerosis,multiple_sclerosis,ZNF746,ENSG00000181220,0.6048853993415833,2,0.8068892773332796,0.005944792584634784,0.006220948232309134,SN pr R;Thal AV R
