term_id,term_name,gene_count,overlap,p_value,fdr,genes,effect_size
R-HSA-5683826,Surfactant metabolism,123,1,0.14340021447208706,0.31189546647678934,ZDHHC2,6.4908001711596075
R-HSA-5621575,CD209 (DC-SIGN) signaling,123,1,0.14340021447208706,0.31189546647678934,FYN,6.4908001711596075
R-HSA-3371556,Cellular response to heat stress,123,2,0.1485051964906367,0.32034775023619866,CAMK2D;CCAR2,2.9363143631436315
R-HSA-6807004,Negative regulation of MET activity,123,1,0.15035478698825416,0.32034775023619866,SH3GL2,6.166260162601627
R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,123,1,0.15035478698825416,0.32034775023619866,ELOVL7,6.166260162601627
R-HSA-3296482,Defects in vitamin and cofactor metabolism,123,1,0.15035478698825416,0.32034775023619866,MCCC1,6.166260162601627
R-HSA-1227990,Signaling by ERBB2 in Cancer,123,1,0.15035478698825416,0.32034775023619866,PIK3CA,6.166260162601627
R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,123,3,0.152121188870908,0.32279374223826823,DLG2;CAMK2D;NSF,2.2287687334704676
R-HSA-4420097,VEGFA-VEGFR2 Pathway,123,2,0.15697534756348724,0.3244515799936794,FYN;PIK3CA,2.8350621437248855
R-HSA-4090294,SUMOylation of intracellular receptors,123,1,0.15725335198927373,0.3244515799936794,RORA,5.872628726287263
R-HSA-1538133,G0 and Early G1,123,1,0.15725335198927373,0.3244515799936794,DYRK1A,5.872628726287263
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,123,1,0.15725335198927373,0.3244515799936794,CNTN1,5.872628726287263
R-HSA-9648002,RAS processing,123,1,0.15725335198927373,0.3244515799936794,BCL2L1,5.872628726287263
R-HSA-70895,Branched-chain amino acid catabolism,123,1,0.15725335198927373,0.3244515799936794,MCCC1,5.872628726287263
R-HSA-1839124,FGFR1 mutant receptor activation,123,1,0.15725335198927373,0.3244515799936794,PIK3CA,5.872628726287263
R-HSA-428157,Sphingolipid metabolism,123,2,0.1598191011152769,0.3267457000353715,GALC;CERS6,2.802845528455285
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,123,1,0.16409635685495375,0.3267457000353715,RIMS1,5.60569105691057
R-HSA-354192,Integrin signaling,123,1,0.16409635685495375,0.3267457000353715,ITGA2B,5.60569105691057
R-HSA-8956321,Nucleotide salvage,123,1,0.16409635685495375,0.3267457000353715,AMPD3,5.60569105691057
R-HSA-429947,Deadenylation of mRNA,123,1,0.16409635685495375,0.3267457000353715,CNOT7,5.60569105691057
R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,123,1,0.16409635685495375,0.3267457000353715,CNOT7,5.60569105691057
R-HSA-9637690,Response of Mtb to phagocytosis,123,1,0.16409635685495375,0.3267457000353715,KPNA1,5.60569105691057
R-HSA-9006925,Intracellular signaling by second messengers,123,4,0.16696035109535784,0.3267457000353715,FYN;IRS2;CAMK2D;PIK3CA,1.8685636856368566
R-HSA-948021,Transport to the Golgi and subsequent modification,123,3,0.16771486697350171,0.3267457000353715,SEC23IP;NSF;ANK2,2.1262966077936643
R-HSA-9734767,Developmental Cell Lineages,123,1,0.17088424542079775,0.3267457000353715,PRSS3,5.3619653587840235
R-HSA-9734779,Developmental Cell Lineages of the Integumentary System,123,1,0.17088424542079775,0.3267457000353715,PRSS3,5.3619653587840235
R-HSA-9725554,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin,123,1,0.17088424542079775,0.3267457000353715,PRSS3,5.3619653587840235
R-HSA-3371571,HSF1-dependent transactivation,123,1,0.17088424542079775,0.3267457000353715,CAMK2D,5.3619653587840235
R-HSA-8956319,Nucleotide catabolism,123,1,0.17088424542079775,0.3267457000353715,ITPA,5.3619653587840235
R-HSA-379724,tRNA Aminoacylation,123,1,0.17088424542079775,0.3267457000353715,YARS2,5.3619653587840235
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,123,1,0.17088424542079775,0.3267457000353715,RIMS1,5.3619653587840235
R-HSA-8949215,Mitochondrial calcium ion transport,123,1,0.17088424542079775,0.3267457000353715,MICU3,5.3619653587840235
R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,123,1,0.17088424542079775,0.3267457000353715,FYN,5.3619653587840235
R-HSA-5339562,Uptake and actions of bacterial toxins,123,1,0.17088424542079775,0.3267457000353715,SV2C,5.3619653587840235
R-HSA-5357786,TNFR1-induced proapoptotic signaling,123,1,0.17088424542079775,0.3267457000353715,CYLD,5.3619653587840235
R-HSA-202733,Cell surface interactions at the vascular wall,123,2,0.17417528708518235,0.33061636312169157,FYN;PIK3CA,2.652154908645861
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,123,2,0.17417528708518235,0.33061636312169157,SH3GL2;VAMP4,2.652154908645861
R-HSA-192105,Synthesis of bile acids and bile salts,123,1,0.17761745800585269,0.33231653433353087,HSD3B7,5.138550135501355
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,123,1,0.17761745800585269,0.33231653433353087,ITPKB,5.138550135501355
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,123,1,0.17761745800585269,0.33231653433353087,FYN,5.138550135501355
R-HSA-114508,Effects of PIP2 hydrolysis,123,1,0.17761745800585269,0.33231653433353087,DGKQ,5.138550135501355
R-HSA-6798695,Neutrophil degranulation,123,5,0.17923337106027862,0.33314662771405845,FCGR2A;CTSB;AMPD3;STBD1;PRSS3,1.675614174620007
R-HSA-194138,Signaling by VEGF,123,2,0.17997576439724997,0.33314662771405845,FYN;PIK3CA,2.596320068463843
R-HSA-6807878,COPI-mediated anterograde transport,123,2,0.17997576439724997,0.33314662771405845,NSF;ANK2,2.596320068463843
R-HSA-425407,SLC-mediated transmembrane transport,123,3,0.18375502962669793,0.336340168214691,SLC2A13;SLC50A1;SLC45A3,2.0328330206378986
R-HSA-182971,EGFR downregulation,123,1,0.18429643144033794,0.336340168214691,SH3GL2,4.933008130081301
R-HSA-9635486,Infection with Mycobacterium tuberculosis,123,1,0.18429643144033794,0.336340168214691,KPNA1,4.933008130081301
R-HSA-6803157,Antimicrobial peptides,123,1,0.18429643144033794,0.336340168214691,PRSS3,4.933008130081301
R-HSA-199991,Membrane Trafficking,123,7,0.18492265953566342,0.336340168214691,SH3GL2;HIP1R;SEC23IP;VAMP4;NSF;VPS37A;ANK2,1.5039658933174698
R-HSA-201556,Signaling by ALK,123,1,0.1909215990930612,0.34484800943452576,PIK3CA,4.743277048155098
R-HSA-186763,Downstream signal transduction,123,1,0.1909215990930612,0.34484800943452576,PIK3CA,4.743277048155098
R-HSA-162588,Budding and maturation of HIV virion,123,1,0.1974933908986185,0.3483708102902062,VPS37A,4.56760012044565
R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,123,1,0.1974933908986185,0.3483708102902062,KPNA1,4.56760012044565
R-HSA-3928663,EPHA-mediated growth cone collapse,123,1,0.1974933908986185,0.3483708102902062,FYN,4.56760012044565
R-HSA-76009,Platelet Aggregation (Plug Formation),123,1,0.1974933908986185,0.3483708102902062,ITGA2B,4.56760012044565
R-HSA-445095,Interaction between L1 and Ankyrins,123,1,0.1974933908986185,0.3483708102902062,ANK2,4.56760012044565
R-HSA-5655302,Signaling by FGFR1 in disease,123,1,0.1974933908986185,0.3483708102902062,PIK3CA,4.56760012044565
R-HSA-1989781,PPARA activates gene expression,123,2,0.1975436012373583,0.3483708102902062,MED13;RORA,2.4420832327135154
R-HSA-400206,Regulation of lipid metabolism by PPARalpha,123,2,0.20049272649896,0.3514666198899295,MED13;RORA,2.418141240235932
R-HSA-5576892,Phase 0 - rapid depolarisation,123,1,0.20401223338438437,0.3514666198899295,CAMK2D,4.404471544715448
R-HSA-9683701,Translation of Structural Proteins,123,1,0.20401223338438437,0.3514666198899295,PARP9,4.404471544715448
R-HSA-194068,Bile acid and bile salt metabolism,123,1,0.20401223338438437,0.3514666198899295,HSD3B7,4.404471544715448
R-HSA-5654741,Signaling by FGFR3,123,1,0.20401223338438437,0.3514666198899295,PIK3CA,4.404471544715448
R-HSA-5654743,Signaling by FGFR4,123,1,0.20401223338438437,0.3514666198899295,PIK3CA,4.404471544715448
R-HSA-2129379,Molecules associated with elastic fibres,123,1,0.20401223338438437,0.3514666198899295,ITGA8,4.404471544715448
R-HSA-187687,Signalling to ERKs,123,1,0.21047854969729116,0.3555657053138705,RIT2,4.2525932155873285
R-HSA-392518,Signal amplification,123,1,0.21047854969729116,0.3555657053138705,P2RY12,4.2525932155873285
R-HSA-9830369,Kidney development,123,1,0.21047854969729116,0.3555657053138705,ITGA8,4.2525932155873285
R-HSA-9022692,Regulation of MECP2 expression and activity,123,1,0.21047854969729116,0.3555657053138705,CAMK2D,4.2525932155873285
R-HSA-9840310,Glycosphingolipid catabolism,123,1,0.21047854969729116,0.3555657053138705,GALC,4.2525932155873285
R-HSA-180910,Vpr-mediated nuclear import of PICs,123,1,0.21047854969729116,0.3555657053138705,KPNA1,4.2525932155873285
R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,123,1,0.21689275963039764,0.3605669443537184,CNTN1,4.110840108401085
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,123,1,0.21689275963039764,0.3605669443537184,ITGA2B,4.110840108401085
R-HSA-5655253,Signaling by FGFR2 in disease,123,1,0.21689275963039764,0.3605669443537184,PIK3CA,4.110840108401085
R-HSA-9861718,Regulation of pyruvate metabolism,123,1,0.21689275963039764,0.3605669443537184,NEK1,4.110840108401085
R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),123,1,0.21689275963039764,0.3605669443537184,VPS37A,4.110840108401085
R-HSA-5653656,Vesicle-mediated transport,123,7,0.21790046204790878,0.3610921942508203,SH3GL2;HIP1R;SEC23IP;VAMP4;NSF;VPS37A;ANK2,1.4316358586471436
R-HSA-2132295,MHC class II antigen presentation,123,2,0.2212692617774936,0.3641851749278452,SH3GL2;CTSB,2.26284776609234
R-HSA-1980145,Signaling by NOTCH2,123,1,0.22325527964925374,0.3641851749278452,CNTN1,3.9782323629687912
R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,123,1,0.22325527964925374,0.3641851749278452,ACBD7,3.9782323629687912
R-HSA-9615710,Late endosomal microautophagy,123,1,0.22325527964925374,0.3641851749278452,VPS37A,3.9782323629687912
R-HSA-68616,Assembly of the ORC complex at the origin of replication,123,1,0.22325527964925374,0.3641851749278452,KPNA1,3.9782323629687912
R-HSA-168638,NOD1/2 Signaling Pathway,123,1,0.22956652291805688,0.3707880766505015,CYLD,3.8539126016260172
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,123,1,0.22956652291805688,0.3707880766505015,CYLD,3.8539126016260172
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,123,1,0.22956652291805688,0.3707880766505015,CYLD,3.8539126016260172
R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,123,1,0.23582689932560635,0.3707880766505015,NCKIPSD,3.737127371273713
R-HSA-1660661,Sphingolipid de novo biosynthesis,123,1,0.23582689932560635,0.3707880766505015,CERS6,3.737127371273713
R-HSA-111997,CaM pathway,123,1,0.23582689932560635,0.3707880766505015,CAMK2D,3.737127371273713
R-HSA-176033,Interactions of Vpr with host cellular proteins,123,1,0.23582689932560635,0.3707880766505015,KPNA1,3.737127371273713
R-HSA-111933,Calmodulin induced events,123,1,0.23582689932560635,0.3707880766505015,CAMK2D,3.737127371273713
R-HSA-5673000,RAF activation,123,1,0.23582689932560635,0.3707880766505015,CAMK2D,3.737127371273713
R-HSA-383280,Nuclear Receptor transcription pathway,123,1,0.23582689932560635,0.3707880766505015,RORA,3.737127371273713
R-HSA-451927,Interleukin-2 family signaling,123,1,0.23582689932560635,0.3707880766505015,PIK3CA,3.737127371273713
R-HSA-1566948,Elastic fibre formation,123,1,0.23582689932560635,0.3707880766505015,ITGA8,3.737127371273713
R-HSA-9012999,RHO GTPase cycle,123,5,0.23664142370012098,0.37095142093532474,PIK3CA;KTN1;DDRGK1;STBD1;WDR6,1.5113382751474573
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,123,2,0.23921521504294269,0.37269385751259815,FYN;PIK3CA,2.1447861435136093
R-HSA-1280218,Adaptive Immune System,123,7,0.24181768490031455,0.37269385751259815,SH3GL2;CTSB;FYN;PIK3CA;DTX3L;UBOX5;ARIH2,1.3856764410340732
R-HSA-5674135,MAP2K and MAPK activation,123,1,0.24203681551105513,0.37269385751259815,ITGA2B,3.627211860353898
R-HSA-168276,NS1 Mediated Effects on Host Pathways,123,1,0.24203681551105513,0.37269385751259815,KPNA1,3.627211860353898
R-HSA-432720,Lysosome Vesicle Biogenesis,123,1,0.24203681551105513,0.37269385751259815,SH3GL2,3.627211860353898
R-HSA-9013424,RHOV GTPase cycle,123,1,0.24203681551105513,0.37269385751259815,WDR6,3.627211860353898
R-HSA-111996,Ca-dependent events,123,1,0.2481966748894587,0.3799374319422213,CAMK2D,3.5235772357723585
R-HSA-9694548,Maturation of spike protein,123,1,0.2481966748894587,0.3799374319422213,ZDHHC2,3.5235772357723585
R-HSA-162909,Host Interactions of HIV factors,123,2,0.2512221839431617,0.38132984342639104,FYN;KPNA1,2.0726924916307987
R-HSA-8957322,Metabolism of steroids,123,2,0.2512221839431617,0.38132984342639104,FASN;HSD3B7,2.0726924916307987
R-HSA-162906,HIV Infection,123,3,0.25129782785187454,0.38132984342639104,FYN;KPNA1;VPS37A,1.7288579895144747
R-HSA-212300,PRC2 methylates histones and DNA,123,1,0.2543068776771286,0.3836652894435293,MTF2,3.425700090334237
R-HSA-9013420,RHOU GTPase cycle,123,1,0.2543068776771286,0.3836652894435293,WDR6,3.425700090334237
R-HSA-9696273,RND1 GTPase cycle,123,1,0.2603678209167844,0.3905517313751766,WDR6,3.3331136014062843
R-HSA-5654736,Signaling by FGFR1,123,1,0.2603678209167844,0.3905517313751766,PIK3CA,3.3331136014062843
R-HSA-9006931,Signaling by Nuclear Receptors,123,3,0.2622003196487671,0.3921735440018809,PIK3CA;FASN;NRIP1,1.6893863459182537
R-HSA-3899300,SUMOylation of transcription cofactors,123,1,0.26637989850251276,0.39728659148089046,NRIP1,3.2454000855798038
R-HSA-1500931,Cell-Cell communication,123,2,0.2722688750336381,0.4027289167953639,FYN;PIK3CA,1.9575429087624212
R-HSA-1489509,DAG and IP3 signaling,123,1,0.2723435012045277,0.4027289167953639,CAMK2D,3.162184698770065
R-HSA-3928662,EPHB-mediated forward signaling,123,1,0.2723435012045277,0.4027289167953639,FYN,3.162184698770065
R-HSA-1257604,PIP3 activates AKT signaling,123,3,0.2753628445426085,0.4060435165289312,FYN;IRS2;PIK3CA,1.6443360433604337
R-HSA-8951664,Neddylation,123,3,0.2775637823540747,0.4068661252496761,ERCC8;DCUN1D1;DCAF16,1.637060220159724
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),123,1,0.278259016693744,0.4068661252496761,FASN,3.0831300813008133
R-HSA-75153,Apoptotic execution phase,123,1,0.278259016693744,0.4068661252496761,KPNA1,3.0831300813008133
R-HSA-1474244,Extracellular matrix organization,123,3,0.27976653892025743,0.4079277466937832,CTSB;ITGA8;ITGA2B,1.6298485011281831
R-HSA-9678108,SARS-CoV-1 Infection,123,2,0.28128800775215335,0.40900373272040125,PARP9;BCL2L1,1.9120186550702718
R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,123,1,0.2841268295661526,0.4108426732230794,DR1,3.00793178663494
R-HSA-9917777,Epigenetic regulation by WDR5-containing histone modifying complexes,123,1,0.2841268295661526,0.4108426732230794,DR1,3.00793178663494
R-HSA-6811438,Intra-Golgi traffic,123,1,0.2899473213670094,0.415167569957764,NSF,2.9363143631436315
R-HSA-70268,Pyruvate metabolism,123,1,0.2899473213670094,0.415167569957764,NEK1,2.9363143631436315
R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,123,1,0.2899473213670094,0.415167569957764,CNOT7,2.9363143631436315
R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,123,2,0.29029916290150165,0.415167569957764,SNCA;KPNA1,1.8685636856368566
R-HSA-2173789,TGF-beta receptor signaling activates SMADs,123,1,0.29572087061483515,0.4206166061606102,ITGA8,2.868027982605408
R-HSA-437239,Recycling pathway of L1,123,1,0.29572087061483515,0.4206166061606102,SH3GL2,2.868027982605408
R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,123,5,0.301591301289784,0.42780070454692193,SH3GL2;RIT2;FYN;IRS2;PIK3CA,1.3702800361336946
R-HSA-1442490,Collagen degradation,123,1,0.307128640534482,0.43213248075202054,CTSB,2.7405600722673897
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,123,1,0.307128640534482,0.43213248075202054,CTSB,2.7405600722673897
R-HSA-112310,Neurotransmitter release cycle,123,1,0.307128640534482,0.43213248075202054,RIMS1,2.7405600722673897
R-HSA-162587,HIV Life Cycle,123,2,0.311267464399539,0.4353669358256818,KPNA1;VPS37A,1.7744633561443528
R-HSA-1660662,Glycosphingolipid metabolism,123,1,0.31276360332304726,0.4353669358256818,GALC,2.6809826793920117
R-HSA-112043,PLC beta mediated events,123,1,0.31276360332304726,0.4353669358256818,CAMK2D,2.6809826793920117
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,123,1,0.31276360332304726,0.4353669358256818,FYN,2.6809826793920117
R-HSA-112316,Neuronal System,123,4,0.3140919010855738,0.43605311799646146,RIMS1;DLG2;CAMK2D;NSF,1.4134693782467913
R-HSA-936837,Ion transport by P-type ATPases,123,1,0.3183531078387694,0.4402981882865324,CAMK2D,2.6239404947240965
R-HSA-73887,Death Receptor Signaling,123,2,0.320218431963622,0.4402981882865324,SPPL2B;CYLD,1.736974693690599
R-HSA-2262752,Cellular responses to stress,123,7,0.3218489745474651,0.4402981882865324,MAP4K4;CAMK2D;CCAR2;NRIP1;BCL2L1;RORA;COX4I2,1.2584204413472706
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,123,1,0.32389751781997783,0.4402981882865324,PIK3CA,2.5692750677506777
R-HSA-1226099,Signaling by FGFR in disease,123,1,0.32389751781997783,0.4402981882865324,PIK3CA,2.5692750677506777
R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,123,1,0.32389751781997783,0.4402981882865324,ERCC8,2.5692750677506777
R-HSA-9013405,RHOD GTPase cycle,123,1,0.32389751781997783,0.4402981882865324,STBD1,2.5692750677506777
R-HSA-5578775,Ion homeostasis,123,1,0.32389751781997783,0.4402981882865324,CAMK2D,2.5692750677506777
R-HSA-382551,Transport of small molecules,123,6,0.32504636091480005,0.4407122088247419,CLCN3;SLC2A13;SLC50A1;CAMK2D;MICU3;SLC45A3,1.2846375338753389
R-HSA-983712,Ion channel transport,123,2,0.32617083693947996,0.4410911318197112,CLCN3;CAMK2D,1.7128500451671185
R-HSA-109582,Hemostasis,123,5,0.32710884333273105,0.4412165793790325,FYN;ITGA2B;PIK3CA;P2RY12;DGKQ,1.3232317945497052
R-HSA-1236394,Signaling by ERBB4,123,1,0.32939719411838014,0.44315808074689284,PIK3CA,2.5168408826945416
R-HSA-186797,Signaling by PDGF,123,1,0.3348524947217819,0.44818718524300044,PIK3CA,2.4665040650406507
R-HSA-112040,G-protein mediated events,123,1,0.3348524947217819,0.44818718524300044,CAMK2D,2.4665040650406507
R-HSA-8953897,Cellular responses to stimuli,123,7,0.33766143719568725,0.44966503907189886,MAP4K4;CAMK2D;CCAR2;NRIP1;BCL2L1;RORA;COX4I2,1.2367857059659422
R-HSA-375165,NCAM signaling for neurite out-growth,123,1,0.34026377477662845,0.44966503907189886,FYN,2.418141240235932
R-HSA-6784531,tRNA processing in the nucleus,123,1,0.34026377477662845,0.44966503907189886,RPP38,2.418141240235932
R-HSA-109606,Intrinsic Pathway for Apoptosis,123,1,0.34026377477662845,0.44966503907189886,BCL2L1,2.418141240235932
R-HSA-429914,Deadenylation-dependent mRNA decay,123,1,0.34026377477662845,0.44966503907189886,CNOT7,2.418141240235932
R-HSA-9748784,Drug ADME,123,1,0.3456313866103675,0.4556050096227572,ITPA,2.371638524077549
R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),123,1,0.35095567975364533,0.4591450246401074,FASN,2.3268906273968404
R-HSA-9707564,Cytoprotection by HMOX1,123,1,0.35095567975364533,0.4591450246401074,COX4I2,2.3268906273968404
R-HSA-5654738,Signaling by FGFR2,123,1,0.35095567975364533,0.4591450246401074,PIK3CA,2.3268906273968404
R-HSA-194315,Signaling by Rho GTPases,123,6,0.352500775575728,0.460013512126325,PIK3CA;KTN1;NCKIPSD;DDRGK1;STBD1;WDR6,1.2436154949784792
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,123,1,0.3562370009623186,0.462590837053286,ITGA2B,2.283800060222825
R-HSA-9824446,Viral Infection Pathways,123,7,0.35624811589161104,0.462590837053286,FYN;PARP9;KPNA1;BCL2L1;MED13;VPS37A;ZDHHC2,1.212466885904814
R-HSA-416476,G alpha (q) signalling events,123,2,0.3586425510426356,0.4645444457673841,PIK3CA;DGKQ,1.5912929451875166
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,123,2,0.36448964973579123,0.4709494979259481,NRIP1;RORA,1.5710216974781215
R-HSA-6809371,Formation of the cornified envelope,123,1,0.36667210085625246,0.4712182493186127,PKP2,2.202235772357724
R-HSA-6794361,Neurexins and neuroligins,123,1,0.36667210085625246,0.4712182493186127,DLG2,2.202235772357724
R-HSA-109581,Apoptosis,123,2,0.3674057997560831,0.4712182493186127,KPNA1;BCL2L1,1.561078522177627
R-HSA-8939211,ESR-mediated signaling,123,2,0.3703168678860527,0.4737877574424498,PIK3CA;NRIP1,1.5512604182645602
R-HSA-9009391,Extra-nuclear estrogen signaling,123,1,0.37182655937505665,0.47455614668405766,PIK3CA,2.1636000570532024
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",123,6,0.3743229115698956,0.47642220280705705,PIK3CA;KTN1;NCKIPSD;DDRGK1;STBD1;WDR6,1.213034786085566
R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,123,1,0.376939405669185,0.47642220280705705,ERCC8,2.1262966077936643
R-HSA-8986944,Transcriptional Regulation by MECP2,123,1,0.376939405669185,0.47642220280705705,CAMK2D,2.1262966077936643
R-HSA-6782135,Dual incision in TC-NER,123,1,0.376939405669185,0.47642220280705705,ERCC8,2.1262966077936643
R-HSA-5689880,Ub-specific processing proteases,123,2,0.3819081699429412,0.47820078627629636,USP25;CYLD,1.5131926779390497
R-HSA-2990846,SUMOylation,123,2,0.3819081699429412,0.47820078627629636,NRIP1;RORA,1.5131926779390497
R-HSA-9816359,Maternal to zygotic transition (MZT),123,1,0.3820109729448574,0.47820078627629636,CNOT7,2.0902576822378394
R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,123,1,0.3820109729448574,0.47820078627629636,DPM3,2.0902576822378394
R-HSA-9013149,RAC1 GTPase cycle,123,2,0.3876705896211119,0.4841245162254077,PIK3CA;KTN1,1.4948509485094852
R-HSA-372790,Signaling by GPCR,123,5,0.3900362907978221,0.4859163336431101,CAMK2D;PIK3CA;P2RY12;DGKQ;WNT3,1.2210416163567575
R-HSA-6799198,Complex I biogenesis,123,1,0.3920315900553367,0.4872392619259185,NDUFAF2,2.021724643475943
R-HSA-373755,Semaphorin interactions,123,1,0.4018910238053917,0.49595062512154725,FYN,1.9575429087624212
R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,123,1,0.4018910238053917,0.49595062512154725,CYLD,1.9575429087624212
R-HSA-8854518,AURKA Activation by TPX2,123,1,0.4018910238053917,0.49595062512154725,TPX2,1.9575429087624212
R-HSA-190236,Signaling by FGFR,123,1,0.4067611021896062,0.49959834198346925,PIK3CA,1.9269563008130086
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,123,1,0.4067611021896062,0.49959834198346925,CCAR2,1.9269563008130086
R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,123,1,0.4115918459453609,0.5028672862262727,DPM3,1.897310819262039
R-HSA-977225,Amyloid fiber formation,123,1,0.4115918459453609,0.5028672862262727,SNCA,1.897310819262039
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,123,3,0.41231264081387886,0.5028672862262727,DTX3L;UBOX5;ARIH2,1.2891136228435456
R-HSA-1169408,ISG15 antiviral mechanism,123,1,0.41638357018719885,0.5054702875295763,KPNA1,1.8685636856368566
R-HSA-373080,Class B/2 (Secretin family receptors),123,1,0.41638357018719885,0.5054702875295763,WNT3,1.8685636856368566
R-HSA-9833482,PKR-mediated signaling,123,1,0.421136587525938,0.5088733765938418,SNCA,1.8406746754034709
R-HSA-877300,Interferon gamma signaling,123,1,0.421136587525938,0.5088733765938418,CAMK2D,1.8406746754034709
R-HSA-1483257,Phospholipid metabolism,123,2,0.4273174789055353,0.5151494780339247,PIK3CA;MTMR7,1.3779352318662852
R-HSA-1474290,Collagen formation,123,1,0.4351664870891044,0.5234030098168491,CTSB,1.7617886178861792
R-HSA-1980143,Signaling by NOTCH1,123,1,0.4397677535364213,0.5265109342798437,CNTN1,1.736974693690599
R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),123,1,0.4397677535364213,0.5265109342798437,ERCC8,1.736974693690599
R-HSA-5357801,Programmed Cell Death,123,2,0.44390338942300345,0.5301004978836179,KPNA1;BCL2L1,1.3332454405625138
R-HSA-9711123,Cellular response to chemical stress,123,2,0.4466422819881294,0.5301004978836179,BCL2L1;COX4I2,1.3260774543229306
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,123,2,0.4466422819881294,0.5301004978836179,VAMP4;NSF,1.3260774543229306
R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,123,1,0.44885904226927037,0.5301004978836179,MED13,1.6893863459182539
R-HSA-5628897,TP53 Regulates Metabolic Genes,123,1,0.44885904226927037,0.5301004978836179,COX4I2,1.6893863459182539
R-HSA-6807505,RNA polymerase II transcribes snRNA genes,123,1,0.44885904226927037,0.5301004978836179,INTS2,1.6893863459182539
R-HSA-9610379,HCMV Late Events,123,1,0.4578039802771354,0.5394439677306201,VPS37A,1.6443360433604337
R-HSA-8957275,Post-translational protein phosphorylation,123,1,0.46222229950503496,0.5434235142829466,KTN1,1.6227000427899019
R-HSA-9833110,RSV-host interactions,123,1,0.4666049044981363,0.5473432812315217,MED13,1.601626016260163
R-HSA-5668914,Diseases of metabolism,123,2,0.4709508988301232,0.5512026215007272,MCCC1;DPM3,1.264873879508026
R-HSA-2559580,Oxidative Stress Induced Senescence,123,1,0.47526411485751874,0.5537675624009482,MAP4K4,1.561078522177627
R-HSA-2672351,Stimuli-sensing channels,123,1,0.47526411485751874,0.5537675624009482,CLCN3,1.561078522177627
R-HSA-9700206,Signaling by ALK in cancer,123,1,0.48378387484906443,0.5611892948249148,PIK3CA,1.5225333734818831
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,123,1,0.48378387484906443,0.5611892948249148,PIK3CA,1.5225333734818831
R-HSA-9013423,RAC3 GTPase cycle,123,1,0.4921664121074419,0.5671321569979794,STBD1,1.485845822313645
R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,123,1,0.4921664121074419,0.5671321569979794,TPX2,1.485845822313645
R-HSA-111885,Opioid Signalling,123,1,0.4921664121074419,0.5671321569979794,CAMK2D,1.485845822313645
R-HSA-202424,Downstream TCR signaling,123,1,0.4963069086811385,0.5687412399075839,PIK3CA,1.4681571815718157
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),123,1,0.4963069086811385,0.5687412399075839,KTN1,1.4681571815718157
