disease,disease_id,gene_set,region,region_id,score,number_of_genes,analysis_scale
Bipolar disorder,bipolar,stringent,Supp Motor Area R,16,0.4668542520857243,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Olfactory L,17,0.45401120595124633,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Olfactory R,18,0.4773000755317126,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Frontal Sup Medial L,19,0.5149320357962133,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Frontal Sup Medial R,20,0.5302784320432379,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Frontal Med Orb L,21,0.5448339440421998,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Frontal Med Orb R,22,0.5361386907124127,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Rectus L,23,0.5189780284968238,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Rectus R,24,0.5386076349014821,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFCmed L,25,0.5434904854005691,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFCmed R,26,0.5395589201345569,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFCant L,27,0.5501766483746927,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFCant R,28,0.553727669113355,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFCpost L,29,0.4953926504157888,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFCpost R,30,0.5353009757495599,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFClat L,31,0.4979285511744579,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,OFClat R,32,0.5338091184782912,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Insula L,33,0.526028884451194,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Insula R,34,0.5271746000874432,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cingulate Mid L,37,0.5116209971583505,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cingulate Mid R,38,0.49054026010128293,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cingulate Post L,39,0.534194565928649,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Hippocampus L,41,0.5083574867627296,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Hippocampus R,42,0.4892692958977298,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,ParaHippocampal L,43,0.46948699177934206,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,ParaHippocampal R,44,0.5276873225773951,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Amygdala L,45,0.5582115700900039,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Amygdala R,46,0.5280283153749021,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Calcarine L,47,0.5320620287700868,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Calcarine R,48,0.5239590549461103,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cuneus L,49,0.499933388227765,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Lingual L,51,0.529329456508864,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Lingual R,52,0.544951969913795,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Occipital Sup L,53,0.5214767320914984,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Occipital Mid L,55,0.5192342920592312,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Occipital Mid R,56,0.5060051969790623,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Occipital Inf L,57,0.5285406832373025,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Occipital Inf R,58,0.5437929540770782,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Fusiform L,59,0.5016932409534987,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Fusiform R,60,0.5127010455705222,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Postcentral L,61,0.4899502147634279,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Postcentral R,62,0.49621661192084865,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Parietal Sup L,63,0.508017721513746,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Parietal Sup R,64,0.4742362342894165,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Parietal Inf L,65,0.5126931265795179,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Parietal Inf R,66,0.5352295847716196,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,SupraMarginal L,67,0.4578639170179244,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,SupraMarginal R,68,0.4799820808512865,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Angular L,69,0.5336099170766144,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Angular R,70,0.4563104495271861,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Precuneus L,71,0.5157066093984107,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Precuneus R,72,0.5012319092620193,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Paracentral Lobule L,73,0.4479364686399592,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Paracentral Lobule R,74,0.5442941876954828,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Caudate L,75,0.5803123370438048,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Caudate R,76,0.5956345663236011,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Putamen L,77,0.543612746189743,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Putamen R,78,0.5912041237757276,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Pallidum L,79,0.508731500647122,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Pallidum R,80,0.4763352086927822,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Heschl L,83,0.5190967640468322,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Heschl R,84,0.525795428391415,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Sup L,85,0.5269088160026827,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Sup R,86,0.5205645896427182,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Pole Sup L,87,0.5200418733214063,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Pole Sup R,88,0.5202575868580922,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Mid L,89,0.5189604844327266,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Mid R,90,0.5136316542446548,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Pole Mid L,91,0.5014001482140787,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Inf L,93,0.5249945264354554,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Temporal Inf R,94,0.5112062807270912,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum Crus1 L,95,0.5198524674048911,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum Crus1 R,96,0.5689819525817625,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum Crus2 L,97,0.5289683348545173,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum Crus2 R,98,0.5898810861920557,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 4 5 L,101,0.5348799866233558,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 4 5 R,102,0.5804737557402861,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 6 L,103,0.524825302388515,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 6 R,104,0.5548660765399593,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 7b L,105,0.5303363079695529,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 7b R,106,0.591550565646655,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 8 L,107,0.5077561521265296,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 8 R,108,0.5100544337202886,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 9 L,109,0.5096445990705499,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 9 R,110,0.4766804875484816,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Cerebellum 10 L,111,0.4745658132691924,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Vermis 8,118,0.39688667280772105,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Vermis 9,119,0.36368699963489365,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal AV L,121,0.5640245506330845,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal AV R,122,0.49366403451193913,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal VA L,125,0.49808276583458655,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal VL L,127,0.498066224038075,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal VL R,128,0.46257299068090507,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal VPL L,129,0.4669578664229214,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal VPL R,130,0.4869745697562915,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal IL L,131,0.4758085455230778,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal MDm L,135,0.45991446180211615,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal MDm R,136,0.48889457629338884,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal MDl L,137,0.4666632348574531,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal LGN L,139,0.44773274920196193,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal LGN R,140,0.4304223492860194,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal MGN L,141,0.4524073817247604,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal PuI L,143,0.5591800732660563,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal PuI R,144,0.5569066764049508,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal PuM L,145,0.5335206787041822,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal PuM R,146,0.49536655060690454,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal PuA L,147,0.5531606109685865,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Thal PuA R,148,0.5097043273508833,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,ACC pre L,153,0.5133538594943056,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,ACC pre R,154,0.5294337602239799,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,ACC sup L,155,0.4787607662533796,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,ACC sup R,156,0.5429814379701262,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,N Acc L,157,0.49467181481500094,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,N Acc R,158,0.6262418909924341,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,SN pc L,161,0.379407763147185,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,SN pr L,163,0.47341146625091673,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,SN pr R,164,0.4433494762837505,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Red N L,165,0.42341903322141644,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Red N R,166,0.453592107617305,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,LC L,167,0.36431834516150224,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,LC R,168,0.3964630114050741,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Raphe D,169,0.4102268590652036,20,raw_scale_analysis
Bipolar disorder,bipolar,stringent,Raphe M,170,0.4031759434480192,20,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Precentral L,1,0.48984886414162887,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Precentral R,2,0.49214668181600024,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Sup 2 L,3,0.5001719594460426,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Sup 2 R,4,0.4970527677290695,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Mid 2 L,5,0.5166819501307423,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Mid 2 R,6,0.5142683623679437,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Inf Oper L,7,0.500125873044706,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Inf Oper R,8,0.49440891558321276,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Inf Tri L,9,0.52775194653151,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Inf Tri R,10,0.5181668793490701,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Inf Orb 2 L,11,0.5307434122149655,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Inf Orb 2 R,12,0.5068183519651379,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Rolandic Oper L,13,0.5030799333137893,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Rolandic Oper R,14,0.5345263400780045,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Supp Motor Area L,15,0.46103175053733164,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Supp Motor Area R,16,0.48101074041298664,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Olfactory L,17,0.47214865462114564,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Olfactory R,18,0.488424646066455,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Sup Medial L,19,0.5235587086414712,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Sup Medial R,20,0.5217000741843396,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Med Orb L,21,0.5360483844467991,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Frontal Med Orb R,22,0.5286333166305055,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Rectus L,23,0.5114650715311934,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Rectus R,24,0.5347663993905992,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFCmed L,25,0.5338325609362832,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFCmed R,26,0.5316658945908699,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFCant L,27,0.5362811420558636,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFCant R,28,0.530123626437011,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFCpost L,29,0.4877072680592361,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFCpost R,30,0.5345439720799353,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFClat L,31,0.4983854625775345,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,OFClat R,32,0.5270572458240868,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Insula L,33,0.5247172851266457,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Insula R,34,0.522238581547017,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cingulate Mid L,37,0.5129217379650731,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cingulate Mid R,38,0.5003904832193392,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cingulate Post L,39,0.5295507475292928,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Hippocampus L,41,0.49529533327345593,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Hippocampus R,42,0.4879460336695614,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,ParaHippocampal L,43,0.4755804111692581,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,ParaHippocampal R,44,0.5224375488408762,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Amygdala L,45,0.5380831231600104,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Amygdala R,46,0.4973635882761636,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Calcarine L,47,0.5159189548449953,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Calcarine R,48,0.4945522915691674,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cuneus L,49,0.4788242157195529,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Lingual L,51,0.5142482071367603,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Lingual R,52,0.5310091811294397,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Occipital Sup L,53,0.514789527162538,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Occipital Mid L,55,0.5127109803602389,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Occipital Mid R,56,0.5113147783680225,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Occipital Inf L,57,0.5197238306812155,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Occipital Inf R,58,0.5228028010761816,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Fusiform L,59,0.49892038736742483,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Fusiform R,60,0.5160912524103316,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Postcentral L,61,0.5011437459551847,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Postcentral R,62,0.5007764470296285,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Parietal Sup L,63,0.5054039540697984,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Parietal Sup R,64,0.46089342843062014,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Parietal Inf L,65,0.5155524906353117,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Parietal Inf R,66,0.514565933389202,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,SupraMarginal L,67,0.4631027055382182,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,SupraMarginal R,68,0.4971221288419346,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Angular L,69,0.5284506975956064,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Angular R,70,0.4789437071705827,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Precuneus L,71,0.5147664007237703,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Precuneus R,72,0.49631095952522647,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Paracentral Lobule L,73,0.47410289469166106,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Paracentral Lobule R,74,0.5449045938247873,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Caudate L,75,0.5488394230242964,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Caudate R,76,0.5557916251829021,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Putamen L,77,0.5200794878548182,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Putamen R,78,0.5528331902308344,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Pallidum L,79,0.5051211835973172,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Pallidum R,80,0.4975468958946518,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Heschl L,83,0.5201428665387899,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Heschl R,84,0.5230891390049259,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Sup L,85,0.5140408487323389,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Sup R,86,0.5106879561878134,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Pole Sup L,87,0.5093815909368776,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Pole Sup R,88,0.5051905635957671,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Mid L,89,0.5101517572178138,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Mid R,90,0.5153318341230161,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Pole Mid L,91,0.4999009284550475,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Inf L,93,0.5145983959881519,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Temporal Inf R,94,0.5081261086703475,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum Crus1 L,95,0.5050168471959485,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum Crus1 R,96,0.5506477063889136,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum Crus2 L,97,0.5184439482216597,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum Crus2 R,98,0.5608776355583984,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 4 5 L,101,0.5237315179638019,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 4 5 R,102,0.5484585150071496,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 6 L,103,0.5090823231508087,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 6 R,104,0.5305732326034498,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 7b L,105,0.524822498568734,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 7b R,106,0.5353529497611141,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 8 L,107,0.509448470363276,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 8 R,108,0.4978488828416979,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 9 L,109,0.5043268935209297,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 9 R,110,0.4892768512240619,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Cerebellum 10 L,111,0.4764286810971056,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Vermis 8,118,0.44391478091463454,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Vermis 9,119,0.4228265785475619,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal AV L,121,0.5583281357242813,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal AV R,122,0.518258217717104,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal VA L,125,0.5141450068097184,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal VL L,127,0.5163970000523819,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal VL R,128,0.49160091594075955,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal VPL L,129,0.4972136987614523,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal VPL R,130,0.5283843955108625,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal IL L,131,0.5042169691042651,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal MDm L,135,0.4742782266952981,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal MDm R,136,0.4974938358252482,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal MDl L,137,0.5003140403905718,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal LGN L,139,0.4922966045774207,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal LGN R,140,0.481449241621955,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal MGN L,141,0.4869044254105148,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal PuI L,143,0.5752191353822035,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal PuI R,144,0.5686805640014945,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal PuM L,145,0.5390992225892556,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal PuM R,146,0.5159094818096543,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal PuA L,147,0.5613011980389936,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Thal PuA R,148,0.5291256087615124,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,ACC pre L,153,0.5020075928507893,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,ACC pre R,154,0.5362529173150136,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,ACC sup L,155,0.490078836558749,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,ACC sup R,156,0.546566390019622,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,N Acc L,157,0.4992243621776909,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,N Acc R,158,0.5591016967610739,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,SN pc L,161,0.420024849273651,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,SN pr L,163,0.49750581849511794,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,SN pr R,164,0.4798891685794987,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Red N L,165,0.45587109140632065,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Red N R,166,0.49046216434863454,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,LC L,167,0.413465488984378,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,LC R,168,0.4172127143443034,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Raphe D,169,0.43104115770096396,80,raw_scale_analysis
Bipolar disorder,bipolar,weighted,Raphe M,170,0.43277899047949503,80,raw_scale_analysis
Major depressive disorder,major_depression,broad,Precentral L,1,0.4798075276795951,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Precentral R,2,0.47819472964802784,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Sup 2 L,3,0.4994436085416651,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Sup 2 R,4,0.5076561244359538,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Mid 2 L,5,0.5112518879488519,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Mid 2 R,6,0.4990435708421728,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Inf Oper L,7,0.4612498630851582,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Inf Oper R,8,0.46136252260640614,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Inf Tri L,9,0.5113601635425483,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Inf Tri R,10,0.5100663851680265,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Inf Orb 2 L,11,0.5157884349350356,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Inf Orb 2 R,12,0.49593293156049323,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Rolandic Oper L,13,0.5203049861534018,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Rolandic Oper R,14,0.5217872885319474,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Supp Motor Area L,15,0.4676393716194276,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Supp Motor Area R,16,0.4746746551186425,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Olfactory L,17,0.501052514272614,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Olfactory R,18,0.48717130740479386,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Sup Medial L,19,0.5152508168352554,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Sup Medial R,20,0.5281401026425387,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Med Orb L,21,0.5281504149887714,145,raw_scale_analysis
Major depressive disorder,major_depression,broad,Frontal Med Orb R,22,0.5479980067245908,145,raw_scale_analysis
