disease,disease_id,gene_set,region,region_id,score,number_of_genes,analysis_scale
Amyotrophic lateral sclerosis,als,broad,OFClat L,31,0.476269095745516,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,OFClat R,32,0.5058010456587794,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Insula L,33,0.4947573481870091,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Insula R,34,0.48518026759787064,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cingulate Mid L,37,0.4922223607734779,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cingulate Mid R,38,0.472224093453025,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cingulate Post L,39,0.5408360405881898,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Hippocampus L,41,0.5038784318366017,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Hippocampus R,42,0.5074783817484563,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,ParaHippocampal L,43,0.4804696388048129,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,ParaHippocampal R,44,0.48634996504015554,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Amygdala L,45,0.5023841386705323,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Amygdala R,46,0.45318528594147406,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Calcarine L,47,0.5250152096484029,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Calcarine R,48,0.5178320837254595,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cuneus L,49,0.5597842679239021,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Lingual L,51,0.5096021919459942,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Lingual R,52,0.5203594542475497,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Occipital Sup L,53,0.5319776041533558,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Occipital Mid L,55,0.53028452533735,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Occipital Mid R,56,0.561929812714999,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Occipital Inf L,57,0.5491883177411926,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Occipital Inf R,58,0.5633590759647427,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Fusiform L,59,0.4867670791196424,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Fusiform R,60,0.4738069592367817,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Postcentral L,61,0.5272090054709223,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Postcentral R,62,0.5068715427819942,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Parietal Sup L,63,0.5303686667869155,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Parietal Sup R,64,0.4928149237772914,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Parietal Inf L,65,0.5360769782579623,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Parietal Inf R,66,0.5472377977227658,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,SupraMarginal L,67,0.48894005171864374,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,SupraMarginal R,68,0.4824322236916037,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Angular L,69,0.5238331262989898,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Angular R,70,0.4850650695028725,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Precuneus L,71,0.5144402945445666,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Precuneus R,72,0.509025549110634,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Paracentral Lobule L,73,0.4964121742824879,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Paracentral Lobule R,74,0.579039462425643,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Caudate L,75,0.5112372279503025,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Caudate R,76,0.5244094321738395,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Putamen L,77,0.508472691674371,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Putamen R,78,0.5245317525197505,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Pallidum L,79,0.5462065128396109,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Pallidum R,80,0.552882240314591,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Heschl L,83,0.5292796880869105,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Heschl R,84,0.5541968271427815,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Sup L,85,0.5044723930133265,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Sup R,86,0.4943703751064843,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Pole Sup L,87,0.44530993030447186,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Pole Sup R,88,0.4988997859409548,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Mid L,89,0.5062533084504467,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Mid R,90,0.49853288678628027,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Pole Mid L,91,0.4504508339060165,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Inf L,93,0.4883284794825192,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Temporal Inf R,94,0.49606739168005914,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum Crus1 L,95,0.4725903051660161,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum Crus1 R,96,0.5113165937643444,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum Crus2 L,97,0.48280127686299007,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum Crus2 R,98,0.5303897777125129,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 4 5 L,101,0.5290761258867861,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 4 5 R,102,0.5516318272458717,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 6 L,103,0.4863319350377859,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 6 R,104,0.4758130788818521,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 7b L,105,0.5098388769628581,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 7b R,106,0.4913792191147127,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 8 L,107,0.5017406993255689,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 8 R,108,0.5436367404244592,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 9 L,109,0.49472875345958395,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 9 R,110,0.4567474898352389,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Cerebellum 10 L,111,0.5138313769198606,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Vermis 8,118,0.5616754986321016,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Vermis 9,119,0.5275894331227217,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal AV L,121,0.5327548668885845,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal AV R,122,0.5508938756437499,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal VA L,125,0.5487040056499009,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal VL L,127,0.5557972359282733,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal VL R,128,0.5399154306222799,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal VPL L,129,0.5393144586387757,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal VPL R,130,0.5829224483288147,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal IL L,131,0.5983987098898296,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal MDm L,135,0.4661831574158459,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal MDm R,136,0.5040567538807509,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal MDl L,137,0.48927119143040126,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal LGN L,139,0.5543717954473464,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal LGN R,140,0.5834317693582022,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal MGN L,141,0.5720849648433117,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal PuI L,143,0.5921604494124547,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal PuI R,144,0.5705352136526161,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal PuM L,145,0.5234572527424799,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal PuM R,146,0.5075030160982393,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal PuA L,147,0.5643999310552489,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Thal PuA R,148,0.5380899619374265,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,ACC pre L,153,0.39113172694286785,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,ACC pre R,154,0.5382157513775373,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,ACC sup L,155,0.4414706912672484,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,ACC sup R,156,0.49931221250107355,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,N Acc L,157,0.5033488870936651,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,N Acc R,158,0.5588269048193768,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,SN pc L,161,0.5174393323734151,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,SN pr L,163,0.5558451330532234,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,SN pr R,164,0.5292071680574998,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Red N L,165,0.5230353422696998,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Red N R,166,0.5512884421282264,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,LC L,167,0.5345004241255877,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,LC R,168,0.48077158274998216,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Raphe D,169,0.48141450422903725,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,broad,Raphe M,170,0.5286189743482561,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Precentral L,1,0.6144085919085521,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Precentral R,2,0.609579972448261,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Sup 2 L,3,0.5615716256948197,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Sup 2 R,4,0.5854068712365976,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Mid 2 L,5,0.5995364698108558,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Mid 2 R,6,0.5539894218720708,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Inf Oper L,7,0.47234327279182714,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Inf Oper R,8,0.5725129545525439,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Inf Tri L,9,0.6067825548331697,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Inf Tri R,10,0.6009865335637963,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Inf Orb 2 L,11,0.5462435981451892,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Inf Orb 2 R,12,0.6566143706862596,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Rolandic Oper L,13,0.5051713189365795,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Rolandic Oper R,14,0.5608451132868394,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Supp Motor Area L,15,0.5076561846863078,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Supp Motor Area R,16,0.5190347325005537,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Olfactory L,17,0.3317654140262861,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Olfactory R,18,0.3977700678830565,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Sup Medial L,19,0.5670024322806694,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Sup Medial R,20,0.5229516339937782,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Med Orb L,21,0.45100810969298993,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Frontal Med Orb R,22,0.4974719526297684,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Rectus L,23,0.4487296855853811,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Rectus R,24,0.492533279389484,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFCmed L,25,0.5074075814232507,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFCmed R,26,0.5090848029890124,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFCant L,27,0.5744872885798792,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFCant R,28,0.5312569337067138,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFCpost L,29,0.4469300261299066,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFCpost R,30,0.4774319802950289,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFClat L,31,0.5278872652127741,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,OFClat R,32,0.6081629182643828,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Insula L,33,0.4835118623081173,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Insula R,34,0.4634306120450965,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cingulate Mid L,37,0.5048319008054728,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cingulate Mid R,38,0.49730263350168447,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cingulate Post L,39,0.5586570210264515,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Hippocampus L,41,0.4097299463885946,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Hippocampus R,42,0.4331702542117716,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,ParaHippocampal L,43,0.42315838399477557,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,ParaHippocampal R,44,0.4461552991505226,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Amygdala L,45,0.44935460763225127,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Amygdala R,46,0.3448951976523245,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Calcarine L,47,0.5133536598574125,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Calcarine R,48,0.49547759168259536,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cuneus L,49,0.5722983103768157,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Lingual L,51,0.4749167855570379,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Lingual R,52,0.4888115041234529,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Occipital Sup L,53,0.5437940619230771,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Occipital Mid L,55,0.524983592961978,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Occipital Mid R,56,0.5700737155986767,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Occipital Inf L,57,0.5871517829217231,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Occipital Inf R,58,0.5827078999625781,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Fusiform L,59,0.4166378326845361,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Fusiform R,60,0.42202512019777544,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Postcentral L,61,0.5664627115069433,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Postcentral R,62,0.5623662980509787,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Parietal Sup L,63,0.5213303114209529,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Parietal Sup R,64,0.5611269823008077,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Parietal Inf L,65,0.5431219405602049,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Parietal Inf R,66,0.5351690387061006,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,SupraMarginal L,67,0.47327021792398416,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,SupraMarginal R,68,0.46304212390171884,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Angular L,69,0.4865042960494023,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Angular R,70,0.515443122782754,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Precuneus L,71,0.553242147856223,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Precuneus R,72,0.5138520570256884,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Paracentral Lobule L,73,0.5778906899429807,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Paracentral Lobule R,74,0.6116230499923653,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Caudate L,75,0.49945465199516986,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Caudate R,76,0.5091996957730606,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Putamen L,77,0.5231451793295849,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Putamen R,78,0.5012020472898883,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Pallidum L,79,0.5866820104508663,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Pallidum R,80,0.6160230735112203,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Heschl L,83,0.5761944403916326,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Heschl R,84,0.6232611114230053,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Sup L,85,0.49082611067770987,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Sup R,86,0.5140985074654355,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Pole Sup L,87,0.3651238364691257,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Pole Sup R,88,0.4800953014973216,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Mid L,89,0.505165708401466,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Mid R,90,0.48243176722302383,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Pole Mid L,91,0.3546498530747145,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Inf L,93,0.44776215197164654,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Temporal Inf R,94,0.44657329669325513,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum Crus1 L,95,0.3676083484302108,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum Crus1 R,96,0.4108082184611166,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum Crus2 L,97,0.4565533287472302,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum Crus2 R,98,0.5087371667077225,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 4 5 L,101,0.4828029595596464,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 4 5 R,102,0.4421161262452003,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 6 L,103,0.3519010741940712,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 6 R,104,0.36891671549836186,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 7b L,105,0.5324370008883549,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 7b R,106,0.42747184102014124,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 8 L,107,0.5307060940457846,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 8 R,108,0.5448077035545806,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 9 L,109,0.5149993781406802,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 9 R,110,0.42346996049913976,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Cerebellum 10 L,111,0.4568256268915398,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Vermis 8,118,0.7770628276228181,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Vermis 9,119,0.7159792482869107,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal AV L,121,0.5105669292535892,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal AV R,122,0.5927554756852854,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal VA L,125,0.6203102221510777,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal VL L,127,0.6284149108619375,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal VL R,128,0.6329891478772456,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal VPL L,129,0.6593359988485361,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal VPL R,130,0.7309154634077126,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal IL L,131,0.6936918474551186,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal MDm L,135,0.4992031557018525,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal MDm R,136,0.5358176468095828,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal MDl L,137,0.5195096255594208,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal LGN L,139,0.5922220177604888,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal LGN R,140,0.7059153952239872,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal MGN L,141,0.6101332963782128,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal PuI L,143,0.6241180269438689,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal PuI R,144,0.6672043826288879,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal PuM L,145,0.5615933556537043,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal PuM R,146,0.5510554574848473,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal PuA L,147,0.6263854157451328,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Thal PuA R,148,0.6542673580380203,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,ACC pre L,153,0.27116121066915205,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,ACC pre R,154,0.5441180995354891,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,ACC sup L,155,0.44128073722552197,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,ACC sup R,156,0.5050365372560576,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,N Acc L,157,0.47793755287813583,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,N Acc R,158,0.42320013128639905,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,SN pc L,161,0.6601373668382032,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,SN pr L,163,0.6609231271224136,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,SN pr R,164,0.584788105935162,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Red N L,165,0.6468771463869993,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Red N R,166,0.6625634493468083,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,LC L,167,0.6637025838189679,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,LC R,168,0.6037105723261521,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Raphe D,169,0.6194731789279668,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,stringent,Raphe M,170,0.6603556951083892,7,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Precentral L,1,0.5385578710137314,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Precentral R,2,0.5405138263530521,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Sup 2 L,3,0.522762181983711,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Sup 2 R,4,0.5454648982914236,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Mid 2 L,5,0.5485903695523131,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Mid 2 R,6,0.512623133349424,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Inf Oper L,7,0.48168570768414026,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Inf Oper R,8,0.5206094056615045,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Inf Tri L,9,0.562632671966099,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Inf Tri R,10,0.5637031678172788,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Inf Orb 2 L,11,0.5409697367995048,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Frontal Inf Orb 2 R,12,0.5706325642696485,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Rolandic Oper L,13,0.5015652658883789,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Rolandic Oper R,14,0.5474099610114121,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Supp Motor Area L,15,0.4766431534762153,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Supp Motor Area R,16,0.49559182634531124,22,raw_scale_analysis
Amyotrophic lateral sclerosis,als,weighted,Olfactory L,17,0.3606820509952529,22,raw_scale_analysis
