gene_set_version,statistic,observed_statistic,null_mean,null_std,null_q025,null_median,null_q975,p_value,number_of_permutations
broad,morans_i_preservation,0.13567036314497383,0.13567036314497377,1.039408411795493e-16,0.13567036314497358,0.1356703631449738,0.135670363144974,,10000
broad,maximum_standardized_regional_z,2.449178467154273,2.6327805501103976,0.3799734848085626,2.0378541411603783,2.5847630394948222,3.504960764239284,0.6497350264973503,10000
stringent,morans_i_preservation,0.22865261725715982,0.22865261725715963,1.3289789479256248e-16,0.2286526172571594,0.22865261725715966,0.22865261725715988,,10000
stringent,maximum_standardized_regional_z,2.1712271579293154,2.6215956525404627,0.3830415861074776,2.011128359651307,2.5721196746057275,3.5040552841910415,0.9022097790220978,10000
weighted,morans_i_preservation,0.21310268586906458,0.21310268586906467,1.1705345500723335e-16,0.2131026858690644,0.21310268586906464,0.21310268586906486,,10000
weighted,maximum_standardized_regional_z,2.5524155932053056,2.6251342763384766,0.3719125849472812,2.0324993711674595,2.581388585775437,3.4923554094894786,0.5301469853014699,10000
