disease,disease_id,region_id,region,gene_set,observed_score,random_mean,random_std,z_score,number_random_equal_or_greater,empirical_p,fdr_p,effect_size,n_permutations,inference_scope
Parkinson disease,parkinson,28,OFCant R,broad,0.5404525935041014,0.5095169458895922,0.010670624195346498,2.899141329332949,21,0.0021997800219978004,0.1862813718628137,0.030935647614509176,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,141,Thal MGN L,broad,0.5650683616066453,0.5313660577952862,0.012159833481381041,2.7716089914359068,26,0.0026997300269973002,0.1862813718628137,0.03370230381135908,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,101,Cerebellum 4 5 L,broad,0.5428256547085529,0.5248141788005829,0.0072657303992362835,2.4789628734178266,60,0.006099390060993901,0.28057194280571945,0.01801147590797003,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,20,Frontal Sup Medial R,broad,0.5335963587687055,0.5112710929423571,0.010030277412219915,2.2257874741479715,116,0.011698830116988301,0.40360963903609637,0.022325265826348417,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,56,Occipital Mid R,broad,0.529069431315593,0.5083009999096394,0.010022302837252191,2.0722214987117376,179,0.017998200179982,0.4765123487651235,0.020768431405953636,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,146,Thal PuM R,broad,0.5258686480335911,0.5057637697279453,0.01049044113527566,1.916495030703728,280,0.028097190280971903,0.4765123487651235,0.02010487830564578,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,4,Frontal Sup 2 R,broad,0.5174625332932841,0.5067210498481989,0.005761351969276052,1.8644032689492007,303,0.030396960303969604,0.4765123487651235,0.010741483445085187,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,86,Temporal Sup R,broad,0.5035134323157381,0.4933006738722324,0.005724053985360075,1.7841827609638146,380,0.0380961903809619,0.4765123487651235,0.010212758443505665,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,41,Hippocampus L,broad,0.5097231358371487,0.4942522486686707,0.008883376457189562,1.741554829184007,401,0.040195980401959805,0.4765123487651235,0.015470887168477998,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,22,Frontal Med Orb R,broad,0.543780751689348,0.5252016744673252,0.010986777384888052,1.691039744518506,469,0.046995300469953004,0.4765123487651235,0.01857907722202279,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,111,Cerebellum 10 L,broad,0.535895689268353,0.5133265818446875,0.013570669283199603,1.6630799080488883,471,0.0471952804719528,0.4765123487651235,0.02256910742366547,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,94,Temporal Inf R,broad,0.5071036863378642,0.49713517826497555,0.006026282098539066,1.6541721595318717,515,0.051594840515948405,0.4765123487651235,0.009968508072888627,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,3,Frontal Sup 2 L,broad,0.5065649562401109,0.4977000384837389,0.0053632455687730235,1.652901707128071,481,0.0481951804819518,0.4765123487651235,0.008864917756371993,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,13,Rolandic Oper L,broad,0.5189882076508016,0.5096638628274203,0.005654350273269832,1.6490568098444234,517,0.051794820517948204,0.4765123487651235,0.009324344823381292,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,102,Cerebellum 4 5 R,broad,0.5486448756494278,0.5239286822736263,0.015069003437167374,1.6402009249556266,512,0.051294870512948704,0.4765123487651235,0.024716193375801443,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,67,SupraMarginal L,broad,0.4846570253585736,0.4748813525140286,0.006370500189284984,1.534522024029986,616,0.061693830616938304,0.5321092890710929,0.009775672844545003,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,45,Amygdala L,broad,0.5209476604218192,0.5073955226659774,0.0092648761867537,1.4627435361972438,713,0.07139286071392861,0.5584809940058626,0.013552137755841742,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,72,Precuneus R,broad,0.49305406088451015,0.4835191052883863,0.006590781707582475,1.4467108787951783,744,0.0744925507449255,0.5584809940058626,0.009534955596123829,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,103,Cerebellum 6 L,broad,0.5177890320631001,0.5051959600567818,0.008875037941541274,1.4189316247735786,768,0.07689231076892311,0.5584809940058626,0.012593072006318318,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,48,Calcarine R,broad,0.5028492952068573,0.48139556499123576,0.01536598534013619,1.3961831760690315,814,0.08149185081491851,0.5622937706229377,0.021453730215621525,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,161,SN pc L,broad,0.5333927649823768,0.5131609064698219,0.015381687108669438,1.3153211588312526,939,0.09399060093990601,0.6176525204622394,0.020231858512554823,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,128,Thal VL R,broad,0.5281701056429762,0.5181853074967862,0.007735644603073379,1.2907519228873379,996,0.09969003099690031,0.6253283762532839,0.009984798146190021,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,59,Fusiform L,broad,0.5016732614883413,0.4939674801468849,0.006262398407246902,1.2304840478592427,1124,0.11248875112488751,0.6434245464342455,0.007705781341456441,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,37,Cingulate Mid L,broad,0.5086396789077758,0.5019144884139299,0.005652452978337971,1.189782651818424,1164,0.11648835116488351,0.6434245464342455,0.006725190493845901,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,46,Amygdala R,broad,0.47441999934980617,0.4568447256267071,0.015047050381792682,1.1680211920048873,1206,0.12068793120687932,0.6434245464342455,0.017575273723099083,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,11,Frontal Inf Orb 2 L,broad,0.5242031159035322,0.5172530226022005,0.006065955102764882,1.1457541613131619,1245,0.12458754124587541,0.6434245464342455,0.006950093301331672,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,69,Angular L,broad,0.51210617017441,0.5034415944576264,0.007611515682473933,1.138350898590986,1258,0.12588741125887412,0.6434245464342455,0.008664575716783585,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,63,Parietal Sup L,broad,0.512344726312697,0.5044788389593363,0.007247509079619752,1.0853228698229354,1404,0.1404859514048595,0.6923950462096646,0.00786588735336069,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,139,Thal LGN L,broad,0.5335024543312892,0.5229792115300894,0.010095240506760892,1.04239644356687,1498,0.1498850114988501,0.7132459167876316,0.010523242801199761,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,55,Occipital Mid L,broad,0.5165196946113555,0.5082826645553112,0.008382917899124454,0.982597009199454,1599,0.15998400159984003,0.714078592140786,0.008237030056044259,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,38,Cingulate Mid R,broad,0.4984536452038181,0.4928009481549263,0.005815234874550705,0.9720496541987912,1655,0.1655834416558344,0.714078592140786,0.005652697048891764,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,23,Rectus L,broad,0.5097585726320571,0.5010540378063917,0.009049427815594884,0.9618878677240716,1635,0.1635836416358364,0.714078592140786,0.008704534825665466,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,154,ACC pre R,broad,0.5341722630339706,0.5242432543873787,0.010514380266456388,0.944326569419215,1762,0.17628237176282371,0.7371808273718082,0.009929008646591853,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,136,Thal MDm R,broad,0.5138013877603812,0.5050369956821203,0.010326818505418818,0.848702054138154,1982,0.1982801719828017,0.7490679503478223,0.008764392078260852,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,83,Heschl L,broad,0.5263266544141402,0.5173311284184456,0.010675058933440762,0.8426675723086723,1956,0.19568043195680432,0.7490679503478223,0.008995525995694531,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,42,Hippocampus R,broad,0.5026697152122017,0.4950345404267311,0.00933337291902226,0.8180509716813544,2118,0.21187881211878812,0.7490679503478223,0.0076351747854706,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,66,Parietal Inf R,broad,0.5049385781089162,0.49708373408913614,0.010033300539601685,0.7828773780648527,2121,0.2121787821217878,0.7490679503478223,0.007854844019780038,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,137,Thal MDl L,broad,0.4961268226477405,0.484853869920969,0.014581158560228971,0.7731177656567818,2179,0.21797820217978203,0.7490679503478223,0.011272952726771479,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,95,Cerebellum Crus1 L,broad,0.49466949640571617,0.48725067089796065,0.009709337417722983,0.7640918415517762,2233,0.2233776622337766,0.7490679503478223,0.007418825507755522,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,166,Red N R,broad,0.5391685492813293,0.529464948824048,0.012734127936955334,0.7620153107713578,2255,0.22557744225577442,0.7490679503478223,0.009703600457281247,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,49,Cuneus L,broad,0.5090544848845593,0.49927745847404004,0.013334665901708464,0.7332037024839595,2333,0.2333766623337666,0.7490679503478223,0.009777026410519252,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,84,Heschl R,broad,0.5236351830845313,0.5129565672427416,0.01486268617396787,0.7184849169790944,2346,0.23467653234676533,0.7490679503478223,0.01067861584178964,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,89,Temporal Mid L,broad,0.49428186422111375,0.491374050500989,0.004104546727624788,0.7084372314619654,2380,0.23807619238076191,0.7490679503478223,0.0029078137201247745,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,24,Rectus R,broad,0.531819725477195,0.5259062985450029,0.008347978224676707,0.7083663580616384,2401,0.24017598240175983,0.7490679503478223,0.005913426932192101,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,85,Temporal Sup L,broad,0.5034994312984176,0.5005030579000711,0.0044170660008959976,0.6783628312863453,2475,0.24757524247575244,0.7490679503478223,0.0029963733983464635,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,143,Thal PuI L,broad,0.5621284235664139,0.5525648261129856,0.014608379259551612,0.6546651947836832,2589,0.258974102589741,0.7490679503478223,0.009563597453428274,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,93,Temporal Inf L,broad,0.49879400319362505,0.494771261921525,0.006252077592800548,0.6434247196055862,2575,0.2575742425757424,0.7490679503478223,0.004022741272100061,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,15,Supp Motor Area L,broad,0.48657411251906535,0.48062155712246896,0.009339129935280244,0.6373779396846749,2614,0.26147385261473854,0.7490679503478223,0.005952555396596393,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,153,ACC pre L,broad,0.47538841464782033,0.46521072835326194,0.016307462961026243,0.6241121821881426,2659,0.265973402659734,0.7490679503478223,0.010177686294558397,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,157,N Acc L,broad,0.5146252791058787,0.5079257135748864,0.010966136718521029,0.610932154409245,2730,0.27307269273072693,0.7536806319368063,0.00669956553099238,10000,gene-set permutation significance; not a spatially independent test
Parkinson disease,parkinson,58,Occipital Inf R,broad,0.5140213529792832,0.5082888882666826,0.011716993001799236,0.4892436746971102,3118,0.31186881311868814,0.8432779363573077,0.005732464712600582,10000,gene-set permutation significance; not a spatially independent test
