cell_type,cell_type_class,gene,nCPM,specificity_log2_ratio,marker_rank
deep-layer intratelencephalic,Neuronal cells,ST6GAL2,229.7,1.5758384832110606,84
deep-layer intratelencephalic,Neuronal cells,STYK1,40.0,1.5696890095986027,85
deep-layer intratelencephalic,Neuronal cells,RASAL1,53.1,1.562113639557561,86
deep-layer intratelencephalic,Neuronal cells,MYOM2,51.4,1.5608859988972072,87
deep-layer intratelencephalic,Neuronal cells,CHRM3,1113.7,1.5603477101416028,88
deep-layer intratelencephalic,Neuronal cells,LARGE1,1475.7,1.5588748316983765,89
deep-layer intratelencephalic,Neuronal cells,VIPR1,43.7,1.5464574680152519,90
deep-layer intratelencephalic,Neuronal cells,MAPK11,40.3,1.533187083478371,91
deep-layer intratelencephalic,Neuronal cells,TNFRSF11A,18.3,1.5315973769256506,92
deep-layer intratelencephalic,Neuronal cells,CTNNA2,3968.2,1.5283010693387147,93
deep-layer intratelencephalic,Neuronal cells,FXYD7,83.8,1.5275047973084699,94
deep-layer intratelencephalic,Neuronal cells,GRM2,22.0,1.523015584135736,95
deep-layer intratelencephalic,Neuronal cells,KCNH3,94.0,1.5213604778879135,96
deep-layer intratelencephalic,Neuronal cells,LRRK1,133.7,1.5212513280056301,97
deep-layer intratelencephalic,Neuronal cells,FBXO40,6.5,1.5133246266324996,98
deep-layer intratelencephalic,Neuronal cells,OLFM1,258.8,1.5126945163762044,99
deep-layer intratelencephalic,Neuronal cells,C5AR2,7.0,1.5021360695915356,100
deep-layer intratelencephalic,Neuronal cells,NEUROD2,41.2,1.4981213768003643,101
deep-layer intratelencephalic,Neuronal cells,SYT7,153.5,1.4932066556163095,102
deep-layer intratelencephalic,Neuronal cells,CELF4,746.1,1.4797536573376682,103
deep-layer intratelencephalic,Neuronal cells,ANKRD33B,161.9,1.4794972416914025,104
deep-layer intratelencephalic,Neuronal cells,C2CD4C,14.3,1.4768232215225825,105
deep-layer intratelencephalic,Neuronal cells,TTC9B,95.9,1.4751498523842277,106
deep-layer intratelencephalic,Neuronal cells,BSN,172.0,1.468564174700936,107
deep-layer intratelencephalic,Neuronal cells,CDH12,1447.4,1.4652953785296743,108
deep-layer intratelencephalic,Neuronal cells,FMN1,405.9,1.4633666608200946,109
deep-layer intratelencephalic,Neuronal cells,ANKRD30B,69.1,1.4632096580418912,110
deep-layer intratelencephalic,Neuronal cells,PTPRT,1118.4,1.4531730001168917,111
deep-layer intratelencephalic,Neuronal cells,EGR3,14.0,1.4514388278837667,112
deep-layer intratelencephalic,Neuronal cells,KCTD16,1259.1,1.446258745213784,113
deep-layer intratelencephalic,Neuronal cells,KCNH7,934.5,1.4453766464049687,114
deep-layer intratelencephalic,Neuronal cells,ERC2,2011.0,1.4431099332808688,115
deep-layer intratelencephalic,Neuronal cells,NUAK1,225.1,1.4396282131889029,116
deep-layer intratelencephalic,Neuronal cells,NRGN,327.5,1.4381790694087004,117
deep-layer intratelencephalic,Neuronal cells,GALNT9,68.0,1.4367850508903854,118
deep-layer intratelencephalic,Neuronal cells,CPNE7,52.8,1.436376382409631,119
deep-layer intratelencephalic,Neuronal cells,RIMS3,55.7,1.4358768906584005,120
deep-layer intratelencephalic,Neuronal cells,MFSD4A,62.4,1.4357341004150534,121
deep-layer intratelencephalic,Neuronal cells,SOHLH1,15.1,1.4357317831583776,122
deep-layer intratelencephalic,Neuronal cells,SLC17A8,8.9,1.4317675897437343,123
deep-layer intratelencephalic,Neuronal cells,PHF24,43.7,1.4285649626938823,124
deep-layer intratelencephalic,Neuronal cells,NGEF,121.2,1.428191225776246,125
deep-layer intratelencephalic,Neuronal cells,DDN,17.8,1.424057288535412,126
deep-layer intratelencephalic,Neuronal cells,PDE1A,1489.3,1.4240115661622088,127
deep-layer intratelencephalic,Neuronal cells,CCK,312.4,1.4190326100503328,128
deep-layer intratelencephalic,Neuronal cells,RGS12,256.1,1.417448453877046,129
deep-layer intratelencephalic,Neuronal cells,PTPRD,6641.8,1.416945572546252,130
deep-layer intratelencephalic,Neuronal cells,TYRO3,76.9,1.416553554689301,131
deep-layer intratelencephalic,Neuronal cells,CES4A,117.2,1.4149635281946182,132
deep-layer intratelencephalic,Neuronal cells,CCDC3,267.0,1.4148200130282038,133
deep-layer intratelencephalic,Neuronal cells,CNTN3,521.8,1.410351089218198,134
deep-layer intratelencephalic,Neuronal cells,DLGAP2,1800.1,1.4078391358416815,135
deep-layer intratelencephalic,Neuronal cells,THRB,984.3,1.4045789715894075,136
deep-layer intratelencephalic,Neuronal cells,NPTX2,35.2,1.4040493032498227,137
deep-layer intratelencephalic,Neuronal cells,PGBD5,317.3,1.4038595411019434,138
deep-layer intratelencephalic,Neuronal cells,CREG2,147.1,1.3983186079664116,139
deep-layer intratelencephalic,Neuronal cells,RALYL,3439.9,1.3959114907001058,140
deep-layer intratelencephalic,Neuronal cells,KCNQ3,1308.9,1.3887398805479743,141
deep-layer intratelencephalic,Neuronal cells,KCNIP3,69.6,1.3883288718885112,142
deep-layer intratelencephalic,Neuronal cells,KCNN1,28.9,1.3865170859561127,143
deep-layer intratelencephalic,Neuronal cells,IPCEF1,38.2,1.386474178497292,144
deep-layer intratelencephalic,Neuronal cells,RPRML,24.4,1.3811301954071735,145
deep-layer intratelencephalic,Neuronal cells,HTR2A,92.7,1.377989154419957,146
deep-layer intratelencephalic,Neuronal cells,HECW1,703.0,1.3738988044853577,147
deep-layer intratelencephalic,Neuronal cells,KHDRBS3,964.3,1.3730329420771559,148
deep-layer intratelencephalic,Neuronal cells,COL26A1,101.4,1.3725213859051821,149
deep-layer intratelencephalic,Neuronal cells,ITPKA,21.0,1.3668346259155209,150
deep-layer intratelencephalic,Neuronal cells,LRRC2,29.1,1.3647503654893942,151
deep-layer intratelencephalic,Neuronal cells,CAMK2A,339.8,1.3630649608882026,152
deep-layer intratelencephalic,Neuronal cells,LCN15,3.0,1.3606976650519376,153
deep-layer intratelencephalic,Neuronal cells,CACNG3,285.7,1.3549116314138534,154
deep-layer intratelencephalic,Neuronal cells,LNX1,171.0,1.3519124226077786,155
deep-layer intratelencephalic,Neuronal cells,CHSY3,1054.9,1.3518480497473164,156
deep-layer intratelencephalic,Neuronal cells,DOC2A,69.0,1.3515843619238894,157
deep-layer intratelencephalic,Neuronal cells,KCNB2,695.2,1.348456590468765,158
deep-layer intratelencephalic,Neuronal cells,AK5,851.1,1.343472597856914,159
deep-layer intratelencephalic,Neuronal cells,ZNF697,26.0,1.3431325868739261,160
deep-layer intratelencephalic,Neuronal cells,PCSK2,546.9,1.3420516968160305,161
deep-layer intratelencephalic,Neuronal cells,CCBE1,182.0,1.3379028191861642,162
deep-layer intratelencephalic,Neuronal cells,MAST3,112.7,1.3375268306625425,163
deep-layer intratelencephalic,Neuronal cells,KCNIP4,15415.1,1.3351999896448048,164
deep-layer intratelencephalic,Neuronal cells,CAMKK1,98.3,1.3350412828006004,165
deep-layer intratelencephalic,Neuronal cells,ST8SIA5,198.9,1.3332242935604621,166
deep-layer intratelencephalic,Neuronal cells,TENM4,964.6,1.332495522249247,167
deep-layer intratelencephalic,Neuronal cells,PPL,19.2,1.3319181953030306,168
deep-layer intratelencephalic,Neuronal cells,ARPP19,217.1,1.327712621031582,169
deep-layer intratelencephalic,Neuronal cells,ADGRL2,1006.1,1.3268330514207192,170
deep-layer intratelencephalic,Neuronal cells,MGAT5B,60.4,1.3206470277252922,171
deep-layer intratelencephalic,Neuronal cells,NKAIN2,4359.5,1.317680855604111,172
deep-layer intratelencephalic,Neuronal cells,SMYD2,95.0,1.3156799472221847,173
deep-layer intratelencephalic,Neuronal cells,PRSS3,49.6,1.3094971100654833,174
deep-layer intratelencephalic,Neuronal cells,PHACTR1,3569.6,1.309311608802249,175
