region_id,mean_expression,median_expression,std_expression,min_expression,max_expression
122,0.5096631251937199,0.5078816278744347,0.1655656874933894,0.008094517383289973,1.0
125,0.5316247786694958,0.5368199530271137,0.1201489264383795,0.04842074346109594,0.8917806512938142
127,0.5092202497693773,0.5108780979428927,0.11871212807226579,0.06575613285246483,0.8847632801375126
128,0.5113489651052977,0.517513102020853,0.10726369596559145,0.07328656286236827,0.8718686869142724
129,0.5142863697695046,0.514681299210228,0.14718730077680797,0.030514003210227333,0.955114810109178
130,0.5255980058877132,0.5276852990462509,0.1684318589394206,0.027666300860058782,0.9706411838567589
131,0.5400804770529936,0.5485784975573726,0.13800452657111567,0.010942246711794293,0.9153243519489246
135,0.44288385044468015,0.431014242018238,0.12053449678440223,0.10113481386688568,0.8835751696130748
136,0.4969870752211549,0.49774671853697133,0.12946610975700132,0.009585953371631366,0.9092431979435467
137,0.46992436258522635,0.4656872609225885,0.18414985099633152,0.01776083735079119,0.9920459260188612
139,0.5123528131858571,0.5138654357696963,0.13228514425613316,0.06954060978629698,0.8925919452626859
140,0.5345705798610969,0.5422404881408623,0.13719353278247992,0.06307658525406311,0.9330028629052198
141,0.5177571316075796,0.5204282871291973,0.1576583901994525,0.012339978702798867,1.0
143,0.5324215622874096,0.5274279342726329,0.18696992846954488,0.0023815240004043,1.0
144,0.5306837433174397,0.5343505465280626,0.1710383322772818,0.0031184123556931547,0.9852625028738436
145,0.5128085840465109,0.5137589365984054,0.11654329987659037,0.035046716699576555,0.9401467013412563
146,0.4925469697321108,0.4906908656462601,0.1403022865517171,0.023932537079183906,0.9749703971126784
147,0.5370449933727647,0.5436024540259181,0.14098491251973969,0.010623442685022187,0.9654917999277949
148,0.5122197463301279,0.5173950482364424,0.16770988866200887,0.015807171534810753,0.9437082525334581
153,0.472796608539115,0.4690365404133497,0.17715001780176085,0.03636391212128549,0.9867365318781478
154,0.5255431880098973,0.5201076179142747,0.11710369548072569,0.06963408558915664,0.9489522880573731
155,0.4895914993718416,0.4869758161826925,0.1592076689638693,0.05014059873607599,0.9633776464875202
156,0.5262625970367941,0.5222125716398769,0.12273194034410513,0.028463188173578936,0.9557903774130727
157,0.5093738726824113,0.5109336724489741,0.12563208174736715,0.05113139324985486,0.906307336275454
158,0.5186261431883833,0.5119198676142342,0.1969431324470018,0.0,1.0
161,0.5059022410280627,0.5144885963752286,0.18078873635699494,0.027019068544646873,0.949208487744418
163,0.521436757162603,0.5297759594377833,0.13442304993108822,0.02444569361195449,0.9070613812286122
164,0.501646710836271,0.5011175830605901,0.15364571741007815,0.03398936470241011,1.0
165,0.5111494204181634,0.518166579887515,0.1286517206648805,0.03880231191542315,0.9482384797149974
166,0.5239309326796453,0.5299552329823153,0.1547286298797815,0.020035373768577627,0.9883445656681487
167,0.49280718754424163,0.49681995673798957,0.15114757132840909,0.03815076715689028,0.929597258686025
168,0.4517554741958196,0.44576452395445343,0.16229144894618533,0.02256242931811653,1.0
169,0.4821076068145139,0.4771854209835251,0.1640636401781777,0.044275587730865346,0.9835977286416901
170,0.483442467833842,0.48010021076728887,0.16586639113351168,0.024983551913426234,0.9774238996477894
