gene_symbol,entrez_id,ahba_probe_ids,ahba_probe_names,n_reannotated_candidate_probes,mapping_source,probe_selection,probe_note
ST3GAL2,6483.0,1051609;1051610,A_23_P77623;A_24_P48177,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST3GAL3,6487.0,1030026;1030027,A_23_P200999;A_24_P268123,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST3GAL4,6484.0,1051607;1051608,A_24_P181055;CUST_5789_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST3GAL5,8869.0,1020930;1020931,A_23_P136573;A_23_P311869,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST3GAL6,10402.0,1047457;1047458,A_23_P250800;CUST_6402_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST3GAL6-AS1,100874207.0,1065202,A_32_P117503,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST5,6764.0,1051093;1051094,A_23_P24884;CUST_239_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST6GAL1,6480.0,1051611,A_24_P388528,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST6GAL2,84620.0,1014722;1015406;1019140;1020746,CUST_2645_PI416261804;CUST_13804_PI416261804;A_32_P126157;A_23_P429425,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST6GALNAC1,55808.0,1041553;1041554,A_23_P54968;CUST_15429_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST6GALNAC3,256435.0,1010807;1018071;1032804;1032805,CUST_1361_PI416379584;CUST_1319_PI416573500;A_23_P416711;CUST_15434_PI416261804,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST6GALNAC4,27090.0,1023531;1023532,A_23_P94736;CUST_9007_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST6GALNAC5,81849.0,1038220;1038221,A_23_P33093;CUST_5048_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST6GALNAC6,30815.0,1044062;1044063,A_23_P315892;CUST_15438_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST7,7982.0,1050019,A_23_P215735,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST7-AS1,93653.0,1025058;1050021,A_32_P181297;CUST_7218_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST7L,54879.0,1023071;1031013;1031014,A_23_P1117;A_23_P310582;CUST_5711_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST8SIA1,6489.0,1051606,A_23_P354705,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST8SIA2,8128.0,1049957;1049958,A_23_P117805;A_24_P664850,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST8SIA3,51046.0,1043846;1043847,A_23_P78392;A_32_P154021,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST8SIA4,7903.0,1025475;1025476;1050060,A_23_P435601;CUST_12663_PI416261804;A_23_P361984,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ST8SIA5,29906.0,1044192;1044193,A_23_P379789;A_32_P62423,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAB1,23166.0,1045970;1045971,A_23_P32500;A_24_P119456,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAC2,342667.0,1031901;1031902,A_32_P152195;CUST_1374_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAG1,10274.0,1047605;1047606,A_23_P357365;CUST_6127_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAG2,10735.0,1047023;1047024,A_24_P66125;A_23_P33856,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAG3,10734.0,1047025;1047026,A_23_P145657;CUST_12726_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAG3L2,442582.0,1028933,A_32_P170749,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAG3L4,64940.0,1012875;1018587,A_32_P98927;A_23_P111480,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAG3L5P,101735302.0,1071005,CUST_3249_PI416261804,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAM,8027.0,1050005;1050006,A_23_P1343;CUST_15342_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAM2,10254.0,1047633;1047634,A_24_P62860;A_23_P209215,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAMBP,10617.0,1025940;1025941;1064048,A_23_P28559;CUST_8900_PI416261804;A_24_P585747,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAMBPL1,57559.0,1040571;1040572,A_23_P385322;CUST_8188_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAP2,55620.0,1024582;1024583,A_23_P382188;CUST_6835_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAR,6770.0,1025988;1025989;1051084,A_23_P8981;CUST_14721_PI416261804;CUST_14720_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD10,10809.0,1046939;1046940,A_23_P36345;CUST_5286_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD13,90627.0,1025492;1025493,A_23_P342727;A_24_P210420,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD3,10948.0,1046780;1046781,A_23_P118451;A_24_P224538,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD3NL,83930.0,1037949;1037950,A_23_P70938;CUST_7031_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD4,134429.0,1035177;1035178,A_23_P327519;CUST_6783_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD5,80765.0,1026502;1026503,A_23_P158880;A_23_P112921,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD7,56910.0,1041110;1041111,A_23_P120237;CUST_513_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD7-AS1,285033.0,1022120;1059926,CUST_8_PI416379584;A_24_P687131,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD8,9754.0,1010790;1014284;1017986,A_23_P387630;CUST_8627_PI416261804;CUST_605_PI416408490,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STARD9,57519.0,1010907;1018794,A_32_P130641;A_23_P380010,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAT1,6772.0,1051081;1051082;1051083,A_23_P56630;A_24_P274270;CUST_16759_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAT2,6773.0,1051080,A_23_P76090,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAT3,6774.0,1023287;1023288;1023289,A_23_P100795;A_23_P107206;A_24_P116805,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAT4,6775.0,1051077;1051078,A_23_P68031;A_23_P305198,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAT5A,6776.0,1051075;1051076,A_23_P207367;A_24_P173088,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAT5B,6777.0,1051073;1051074,A_23_P100788;CUST_15482_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAT6,6778.0,1051071;1051072,A_23_P47879;CUST_16876_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAU1,6780.0,1022783;1022784,A_23_P57059;CUST_11027_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STAU2,27067.0,1044688;1044689;1044690;1069998,A_23_P33154;A_32_P649;CUST_4448_PI416261804;A_24_P374634,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STBD1,8987.0,1049119,CUST_6203_PI416261804,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STC2,8614.0,1049513;1049514,A_23_P110686;A_23_P416395,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STEAP1,26872.0,1044765;1044766,A_23_P31453;A_24_P406334,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STEAP1B,256227.0,1022984;1022986,CUST_3206_PI416261804;A_32_P69149,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STEAP2,261729.0,1021675;1021676;1021677;1021679,A_23_P428260;CUST_5326_PI416261804;CUST_4751_PI416261804;CUST_606_PI416408490,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STEAP3,55240.0,1028129;1028130,A_23_P90601;A_24_P200000,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STH,246744.0,1028760;1028761,CUST_14322_PI416261804;A_24_P256512,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STIM1,6786.0,1051060;1051061,A_23_P53162;CUST_16185_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STIM2,57620.0,1040508;1040509;1070314,A_23_P81048;CUST_12258_PI416261804;A_24_P180242,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STIP1,10963.0,1046753;1046754,A_32_P92783;A_24_P327815,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK10,6793.0,1051051;1051052,A_24_P46417;CUST_14235_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK11,6794.0,1051049;1051050,A_23_P16483;A_24_P159866,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK11IP,114790.0,1036245;1036246,A_23_P321320;CUST_1779_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK16,8576.0,1014005;1019707;1069269,CUST_391_PI417507815;A_23_P108514;A_23_P410673,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK17A,9263.0,1048785;1048786,A_23_P82550;A_24_P337796,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK17B,9262.0,1048787;1048788,A_23_P154367;A_24_P636882,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK19,8859.0,1012267;1013966;1049228,CUST_10596_PI416261804;CUST_10625_PI416261804;A_23_P19479,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK24,8428.0,1030323;1030324;1030325,A_23_P60683;A_23_P253177;A_24_P73389,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK25,10494.0,1047333;1047334,A_23_P252653;A_24_P276983,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK26,51765.0,1021229;1021230,A_23_P32414;CUST_16784_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK31,56164.0,1011443;1015741,CUST_7925_PI416261804;A_23_P42784,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK32C,282974.0,1032642;1032643,A_24_P64329;CUST_7985_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK33,65975.0,1039524;1039525,A_23_P127915;CUST_10869_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK35,140901.0,1034875;1034876,A_24_P940537;A_23_P342600,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK36,27148.0,1044613;1044614,A_23_P335905;CUST_8708_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK38,11329.0,1046342;1046343,A_24_P63727;A_23_P390704,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK38L,23012.0,1046106;1046107,A_24_P99046;A_23_P64743,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK39,27347.0,1044446;1044447,A_23_P90762;A_24_P19544,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK4,6789.0,1051054;1051055;1062160,A_23_P143199;A_24_P94054;A_24_P935026,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK4-AS1,100505826.0,1063453,A_24_P699796,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STK40,83931.0,1037947;1037948,A_23_P74229;CUST_10215_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STMN1,3925.0,1014317;1018567;1028769,CUST_15320_PI416261804;A_24_P342511;A_23_P200866,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STMN2,11075.0,1046623;1046624,A_23_P146274;CUST_11706_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STMN3,50861.0,1043923;1043924;1043925,A_23_P165927;A_32_P24122;A_24_P678104,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STMN4,81551.0,1038344;1038345,A_23_P31739;CUST_2199_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STMP1,647087.0,1013606;1020142,A_24_P503866;CUST_6359_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STN1,79991.0,1038732;1038733,A_23_P46852;A_24_P759674,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STOM,2040.0,1030336;1030337,A_24_P141214;A_23_P255263,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STOML1,9399.0,1048635;1048636,A_23_P54376;A_23_P48910,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STOML2,30968.0,1044032;1044033,A_24_P338145;CUST_9941_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STON1,11037.0,1046670,A_23_P302005,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STON2,85439.0,1037051;1037052;1062475;1071210,A_23_P309837;CUST_10164_PI416261804;A_32_P103558;A_32_P9207,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STOX1,219736.0,1011420;1017183,A_32_P51119;A_23_P344481,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STOX2,56977.0,1025035;1025036,A_23_P251364;A_24_P163237,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STPG1,90529.0,1036843;1036844,A_24_P133162;CUST_486_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STRA6,64220.0,1012614;1014687;1016888;1020256,CUST_14608_PI416261804;CUST_1313_PI416379584;A_23_P65779;CUST_1273_PI416573500,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STRADA,92335.0,1027468;1027469;1027505;1036604;1070107,A_24_P147407;CUST_16684_PI416261804;CUST_16683_PI416261804;CUST_16676_PI416261804;A_23_P207143,5,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STRADB,55437.0,1041896;1041897;1041899;1068487,A_23_P90679;A_32_P177750;A_24_P323682;A_24_P383704,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
STRAP,11171.0,1031872;1031873;1046519;1046520,A_24_P135579;CUST_2649_PI416261804;A_23_P13852;A_24_P338636,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
