gwas_catalog_study,opentargets_study,trait,genome_build,ancestry,match_status,matching_evidence
GCST90308590,GCST90308590,Parkinson's disease,GRCh38 (Open Targets); GRCh38.p14 (Stage 3),African unspecified; East Asian; European; Hispanic or Latin American,matched,"Exact accession; trait=Parkinson's disease; mapped disease IDs=MONDO_0005180; sample size=2525730; 67/67 Open Targets credible-set lead rsIDs occur among the 109 Stage 3 significant variants; Open Targets variant coordinates are GRCh38 and Stage 3 coordinates are GRCh38.p14 (same major assembly, patch label differs)."
