gene,ensembl_id,gene_weight,max_l2g_score,mean_l2g_score,n_credible_sets,study,score_interpretation,selection_rule
CD58,ENSG00000116815,0.9030892252922058,0.9030892252922058,0.9030892252922058,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
SPRED2,ENSG00000198369,0.8964818120002747,0.8964818120002747,0.8964818120002747,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
FCRL3,ENSG00000160856,0.8947020173072815,0.8947020173072815,0.8947020173072815,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
MAF,ENSG00000178573,0.8927666544914246,0.8927666544914246,0.8927666544914246,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
SP140,ENSG00000079263,0.8883673548698425,0.8883673548698425,0.8883673548698425,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
PHGDH,ENSG00000092621,0.86912602186203,0.86912602186203,0.86912602186203,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TAGAP,ENSG00000164691,0.8578134775161743,0.8578134775161743,0.8578134775161743,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
LBH,ENSG00000213626,0.857146143913269,0.857146143913269,0.857146143913269,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
EVI5,ENSG00000067208,0.8560059070587158,0.8560059070587158,0.8560059070587158,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ERG,ENSG00000157554,0.8556450605392456,0.8556450605392456,0.8556450605392456,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CBLB,ENSG00000114423,0.8547236919403076,0.8547236919403076,0.8547236919403076,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ZNHIT3,ENSG00000273611,0.8539688587188721,0.8539688587188721,0.8539688587188721,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
GATA3,ENSG00000107485,0.8501965403556824,0.8501965403556824,0.8501965403556824,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TXK,ENSG00000074966,0.8432586193084717,0.8432586193084717,0.8432586193084717,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ZFP36L1,ENSG00000185650,0.8421163558959961,0.8421163558959961,0.8421163558959961,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CXCR4,ENSG00000121966,0.8400326371192932,0.8400326371192932,0.8400326371192932,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TENT4A,ENSG00000112941,0.8371182680130005,0.8371182680130005,0.8371182680130005,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
RGS1,ENSG00000090104,0.8358151912689209,0.8358151912689209,0.8358151912689209,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
IRF5,ENSG00000128604,0.8348177075386047,0.8348177075386047,0.8348177075386047,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
IL12A,ENSG00000168811,0.8345628976821899,0.8345628976821899,0.8345628976821899,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ATXN1,ENSG00000124788,0.8321402072906494,0.8321402072906494,0.8321402072906494,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TRAF3,ENSG00000131323,0.8314830660820007,0.8314830660820007,0.8314830660820007,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CHRNA9,ENSG00000174343,0.8307103514671326,0.8307103514671326,0.8307103514671326,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TRIM14,ENSG00000106785,0.8190224170684814,0.8190224170684814,0.8190224170684814,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CD5,ENSG00000110448,0.8187946677207947,0.8187946677207947,0.8187946677207947,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
NLRC5,ENSG00000140853,0.8179073333740234,0.8179073333740234,0.8179073333740234,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CLEC2D,ENSG00000069493,0.8120936751365662,0.8120936751365662,0.8120936751365662,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ELMO1,ENSG00000155849,0.8089033365249634,0.8089033365249634,0.8089033365249634,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
STAT4,ENSG00000138378,0.804265558719635,0.804265558719635,0.804265558719635,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ETS1,ENSG00000134954,0.8011943101882935,0.8011943101882935,0.8011943101882935,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TOX2,ENSG00000124191,0.7976939082145691,0.7976939082145691,0.7976939082145691,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
BCL10,ENSG00000142867,0.7976732850074768,0.7976732850074768,0.7976732850074768,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
UBASH3B,ENSG00000154127,0.7934427261352539,0.7934427261352539,0.7934427261352539,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TNFSF14,ENSG00000125735,0.792705774307251,0.792705774307251,0.792705774307251,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ZNF774,ENSG00000196391,0.7864020466804504,0.7864020466804504,0.7864020466804504,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
AHI1,ENSG00000135541,0.7839866280555725,0.7839866280555725,0.7839866280555725,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TGFBR3,ENSG00000069702,0.7834505438804626,0.7834505438804626,0.7834505438804626,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CTSH,ENSG00000103811,0.7782778739929199,0.7782778739929199,0.7782778739929199,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
INAVA,ENSG00000163362,0.7750833630561829,0.7750833630561829,0.7750833630561829,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
NCF4,ENSG00000100365,0.77339768409729,0.77339768409729,0.77339768409729,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
IL12B,ENSG00000113302,0.7732085585594177,0.7732085585594177,0.7732085585594177,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
SYPL1,ENSG00000008282,0.7728403210639954,0.7728403210639954,0.7728403210639954,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ETV7,ENSG00000010030,0.7670842409133911,0.7670842409133911,0.7670842409133911,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
BATF3,ENSG00000123685,0.7612656354904175,0.7612656354904175,0.7612656354904175,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
PKIA,ENSG00000171033,0.7538833618164062,0.7538833618164062,0.7538833618164062,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ZBTB38,ENSG00000177311,0.7534781098365784,0.7534781098365784,0.7534781098365784,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TNIP3,ENSG00000050730,0.7497385144233704,0.7497385144233704,0.7497385144233704,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
LEF1,ENSG00000138795,0.7491066455841064,0.7491066455841064,0.7491066455841064,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
JAZF1,ENSG00000153814,0.7474095821380615,0.7474095821380615,0.7474095821380615,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
IL2RA,ENSG00000134460,0.7424138188362122,0.7424138188362122,0.7424138188362122,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
SAE1,ENSG00000142230,0.7423017024993896,0.7423017024993896,0.7423017024993896,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
PVR,ENSG00000073008,0.7415076494216919,0.7415076494216919,0.7415076494216919,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
TCF7,ENSG00000081059,0.7341566681861877,0.7341566681861877,0.7341566681861877,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
FOXP1,ENSG00000114861,0.7325328588485718,0.7325328588485718,0.7325328588485718,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
STAT3,ENSG00000168610,0.729792058467865,0.729792058467865,0.729792058467865,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
NDFIP1,ENSG00000131507,0.7270665168762207,0.7270665168762207,0.7270665168762207,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CARD11,ENSG00000198286,0.726706862449646,0.726706862449646,0.726706862449646,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
HOXA1,ENSG00000105991,0.7261399626731873,0.7261399626731873,0.7261399626731873,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CIMAP1B,ENSG00000177989,0.7255269885063171,0.7255269885063171,0.7255269885063171,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
BATF,ENSG00000156127,0.724862813949585,0.724862813949585,0.724862813949585,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
ANKRD55,ENSG00000164512,0.717512309551239,0.717512309551239,0.717512309551239,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
GNG2,ENSG00000186469,0.7110607028007507,0.7110607028007507,0.7110607028007507,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
CMC1,ENSG00000187118,0.7110368609428406,0.7110368609428406,0.7110368609428406,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
RGS14,ENSG00000169220,0.6991593837738037,0.6991593837738037,0.6991593837738037,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
MYC,ENSG00000136997,0.6967940330505371,0.6967940330505371,0.6967940330505371,1,GCST009597,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.694197)
