gene,ensembl_id,gene_weight,max_l2g_score,mean_l2g_score,n_credible_sets,study,score_interpretation,selection_rule
KANSL1,ENSG00000120071,0.2500176727771759,0.2500176727771759,0.2500176727771759,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
COG6,ENSG00000133103,0.24996614456176758,0.24996614456176758,0.24996614456176758,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SEPTIN3,ENSG00000100167,0.2471829503774643,0.2471829503774643,0.2471829503774643,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
HSPD1,ENSG00000144381,0.24619953334331512,0.24619953334331512,0.24619953334331512,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CLCN3,ENSG00000109572,0.24253828823566437,0.24253828823566437,0.24253828823566437,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
POLR2I,ENSG00000105258,0.24170906841754913,0.24170906841754913,0.24170906841754913,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC4A10,ENSG00000144290,0.24142023921012878,0.24142023921012878,0.24142023921012878,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ANKRD45,ENSG00000183831,0.23629559576511383,0.23629559576511383,0.23629559576511383,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MDK,ENSG00000110492,0.23001882433891296,0.23001882433891296,0.23001882433891296,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ANKRD63,ENSG00000230778,0.22594627737998962,0.22594627737998962,0.22594627737998962,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
WBP2NL,ENSG00000183066,0.22538188099861145,0.22538188099861145,0.22538188099861145,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZSCAN2,ENSG00000176371,0.22413350641727448,0.22413350641727448,0.22413350641727448,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GNL3,ENSG00000163938,0.22070275247097015,0.22070275247097015,0.22070275247097015,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RNF122,ENSG00000133874,0.2142571359872818,0.2142571359872818,0.2142571359872818,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FTCDNL1,ENSG00000226124,0.212485671043396,0.212485671043396,0.212485671043396,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KCNV1,ENSG00000164794,0.20939017832279205,0.20939017832279205,0.20939017832279205,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ACTR5,ENSG00000101442,0.208335742354393,0.208335742354393,0.208335742354393,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
VPS13C,ENSG00000129003,0.20772317051887512,0.20772317051887512,0.20772317051887512,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ADAT2,ENSG00000189007,0.20722711086273193,0.20722711086273193,0.20722711086273193,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
INO80E,ENSG00000169592,0.20681829750537872,0.20681829750537872,0.20681829750537872,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NMRAL1,ENSG00000153406,0.20438189804553986,0.20438189804553986,0.20438189804553986,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
METTL15,ENSG00000169519,0.20220662653446198,0.20220662653446198,0.20220662653446198,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CRTC2,ENSG00000160741,0.20046041905879974,0.20046041905879974,0.20046041905879974,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
HSPA9,ENSG00000113013,0.19859875738620758,0.19859875738620758,0.19859875738620758,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KLHL2,ENSG00000109466,0.192665234208107,0.192665234208107,0.192665234208107,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TSSK6,ENSG00000178093,0.18689903616905212,0.18689903616905212,0.18689903616905212,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CDIP1,ENSG00000089486,0.18459472060203552,0.18459472060203552,0.18459472060203552,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DNAJA3,ENSG00000103423,0.18217623233795166,0.18217623233795166,0.18217623233795166,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PTN,ENSG00000105894,0.1816433221101761,0.1816433221101761,0.1816433221101761,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KIF18A,ENSG00000121621,0.1761416792869568,0.1761416792869568,0.1761416792869568,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NEK4,ENSG00000114904,0.17586348950862885,0.17586348950862885,0.17586348950862885,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NRBP2,ENSG00000185189,0.17486652731895447,0.17486652731895447,0.17486652731895447,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NAT2,ENSG00000156006,0.17315813899040222,0.17315813899040222,0.17315813899040222,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NUDT1,ENSG00000106268,0.171015202999115,0.171015202999115,0.171015202999115,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NSD3,ENSG00000147548,0.17100001871585846,0.17100001871585846,0.17100001871585846,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GATAD2A,ENSG00000167491,0.170323446393013,0.170323446393013,0.170323446393013,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
AP3D1,ENSG00000065000,0.16965851187705994,0.16965851187705994,0.16965851187705994,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PCDHAC1,ENSG00000248383,0.16946588456630707,0.16946588456630707,0.16946588456630707,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CHRNA2,ENSG00000120903,0.16355232894420624,0.16355232894420624,0.16355232894420624,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ACTR1B,ENSG00000115073,0.16162313520908356,0.16162313520908356,0.16162313520908356,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
HSPE1,ENSG00000115541,0.16160248219966888,0.16160248219966888,0.16160248219966888,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PLPP5,ENSG00000147535,0.16145868599414825,0.16145868599414825,0.16145868599414825,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NDUFA13,ENSG00000186010,0.16002008318901062,0.16002008318901062,0.16002008318901062,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CPEB1,ENSG00000214575,0.1597619354724884,0.1597619354724884,0.1597619354724884,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LRRC4B,ENSG00000131409,0.15943753719329834,0.15943753719329834,0.15943753719329834,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CACNA1D,ENSG00000157388,0.1582009345293045,0.1582009345293045,0.1582009345293045,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZFYVE21,ENSG00000100711,0.157920241355896,0.157920241355896,0.157920241355896,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NPAS3,ENSG00000151322,0.1578986495733261,0.1578986495733261,0.1578986495733261,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
VPS45,ENSG00000136631,0.15744778513908386,0.15744778513908386,0.15744778513908386,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZDHHC21,ENSG00000175893,0.156875342130661,0.156875342130661,0.156875342130661,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SERPINC1,ENSG00000117601,0.15436331927776337,0.15436331927776337,0.15436331927776337,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MAU2,ENSG00000129933,0.1497090607881546,0.1497090607881546,0.1497090607881546,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NDUFAF7,ENSG00000003509,0.14829735457897186,0.14829735457897186,0.14829735457897186,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
AGO4,ENSG00000134698,0.1438247114419937,0.1438247114419937,0.1438247114419937,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
R3HDM2,ENSG00000179912,0.1422058343887329,0.1422058343887329,0.1422058343887329,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FGFR1,ENSG00000077782,0.14046475291252136,0.14046475291252136,0.14046475291252136,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MRPL19,ENSG00000115364,0.13886578381061554,0.13886578381061554,0.13886578381061554,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RIMS1,ENSG00000079841,0.1387542188167572,0.1387542188167572,0.1387542188167572,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RAB32,ENSG00000118508,0.1380772739648819,0.1380772739648819,0.1380772739648819,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CLU,ENSG00000120885,0.13623130321502686,0.13623130321502686,0.13623130321502686,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZEB2,ENSG00000169554,0.13557735085487366,0.13557735085487366,0.13557735085487366,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DAZL,ENSG00000092345,0.13381904363632202,0.13381904363632202,0.13381904363632202,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NSUN6,ENSG00000241058,0.13300934433937073,0.13300934433937073,0.13300934433937073,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LETM2,ENSG00000165046,0.1308065503835678,0.1308065503835678,0.1308065503835678,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ASIC1,ENSG00000110881,0.13078182935714722,0.13078182935714722,0.13078182935714722,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MRTFB,ENSG00000186260,0.13028304278850555,0.13028304278850555,0.13028304278850555,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ETF1,ENSG00000120705,0.12971267104148865,0.12971267104148865,0.12971267104148865,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DGKZ,ENSG00000149091,0.1296374797821045,0.1296374797821045,0.1296374797821045,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC9C2,ENSG00000162753,0.1291486769914627,0.1291486769914627,0.1291486769914627,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PPARGC1A,ENSG00000109819,0.12889672815799713,0.12889672815799713,0.12889672815799713,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GAPT,ENSG00000175857,0.12813064455986023,0.12813064455986023,0.12813064455986023,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PLXNA4,ENSG00000221866,0.12660031020641327,0.12660031020641327,0.12660031020641327,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ITIH1,ENSG00000055957,0.1259986311197281,0.1259986311197281,0.1259986311197281,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TKT,ENSG00000163931,0.12290127575397491,0.12290127575397491,0.12290127575397491,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DNAH11,ENSG00000105877,0.12045907229185104,0.12045907229185104,0.12045907229185104,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ITIH3,ENSG00000162267,0.12034603953361511,0.12034603953361511,0.12034603953361511,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MMRN1,ENSG00000138722,0.11980238556861877,0.11980238556861877,0.11980238556861877,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DOC2A,ENSG00000149927,0.11973502486944199,0.11973502486944199,0.11973502486944199,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PLCH2,ENSG00000149527,0.11886110156774521,0.11886110156774521,0.11886110156774521,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MSL2,ENSG00000174579,0.11863450706005096,0.11863450706005096,0.11863450706005096,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CYB561,ENSG00000008283,0.1182905063033104,0.1182905063033104,0.1182905063033104,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NAGA,ENSG00000198951,0.11828652769327164,0.11828652769327164,0.11828652769327164,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PIGW,ENSG00000277161,0.11714167147874832,0.11714167147874832,0.11714167147874832,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ANGPTL2,ENSG00000136859,0.11646194010972977,0.11646194010972977,0.11646194010972977,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GNAI1,ENSG00000127955,0.11639905720949173,0.11639905720949173,0.11639905720949173,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LRRC37A,ENSG00000176681,0.1156064048409462,0.1156064048409462,0.1156064048409462,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KDM4A,ENSG00000066135,0.11324212700128555,0.11324212700128555,0.11324212700128555,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
HIC1,ENSG00000177374,0.11231333017349243,0.11231333017349243,0.11231333017349243,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TMEM219,ENSG00000149932,0.11158150434494019,0.11158150434494019,0.11158150434494019,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MED19,ENSG00000156603,0.11024279147386551,0.11024279147386551,0.11024279147386551,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CCDC182,ENSG00000166329,0.10985533893108368,0.10985533893108368,0.10985533893108368,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GK2,ENSG00000196475,0.1083153709769249,0.1083153709769249,0.1083153709769249,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ITGBL1,ENSG00000198542,0.10830466449260712,0.10830466449260712,0.10830466449260712,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GPD2,ENSG00000115159,0.10724738240242004,0.10724738240242004,0.10724738240242004,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NDUFA12,ENSG00000184752,0.10689008235931396,0.10689008235931396,0.10689008235931396,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
AMBRA1,ENSG00000110497,0.10449264943599701,0.10449264943599701,0.10449264943599701,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MFAP1,ENSG00000140259,0.10413796454668045,0.10413796454668045,0.10413796454668045,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SELENOH,ENSG00000211450,0.10272455215454102,0.10272455215454102,0.10272455215454102,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
COQ10B,ENSG00000115520,0.10145637392997742,0.10145637392997742,0.10145637392997742,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PITPNM2,ENSG00000090975,0.10033837705850601,0.10033837705850601,0.10033837705850601,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SHISA9,ENSG00000237515,0.09616468101739883,0.09616468101739883,0.09616468101739883,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KIF21A,ENSG00000139116,0.09613237529993057,0.09613237529993057,0.09613237529993057,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RNF38,ENSG00000137075,0.09595081955194473,0.09595081955194473,0.09595081955194473,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TBC1D2,ENSG00000095383,0.09559301286935806,0.09559301286935806,0.09559301286935806,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FAHD2B,ENSG00000144199,0.09396445751190186,0.09396445751190186,0.09396445751190186,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CERS5,ENSG00000139624,0.09351038932800293,0.09351038932800293,0.09351038932800293,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZNF276,ENSG00000158805,0.09349226206541061,0.09349226206541061,0.09349226206541061,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CDK2AP1,ENSG00000111328,0.09134594351053238,0.09134594351053238,0.09134594351053238,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MFAP3,ENSG00000037749,0.09111928939819336,0.09111928939819336,0.09111928939819336,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
WDR73,ENSG00000177082,0.09068410098552704,0.09068410098552704,0.09068410098552704,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PPP2R3A,ENSG00000073711,0.09047974646091461,0.09047974646091461,0.09047974646091461,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GLB1L2,ENSG00000149328,0.08952123671770096,0.08952123671770096,0.08952123671770096,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
L3MBTL2,ENSG00000100395,0.08844377100467682,0.08844377100467682,0.08844377100467682,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TMEM163,ENSG00000152128,0.08823411166667938,0.08823411166667938,0.08823411166667938,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LRRN3,ENSG00000173114,0.08758550137281418,0.08758550137281418,0.08758550137281418,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TMX2,ENSG00000213593,0.08747459948062897,0.08747459948062897,0.08747459948062897,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LYSMD3,ENSG00000176018,0.08746460825204849,0.08746460825204849,0.08746460825204849,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TPH2,ENSG00000139287,0.08732511103153229,0.08732511103153229,0.08732511103153229,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FGF14,ENSG00000102466,0.08656106889247894,0.08656106889247894,0.08656106889247894,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PRSS12,ENSG00000164099,0.08645039796829224,0.08645039796829224,0.08645039796829224,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CEBPZ,ENSG00000115816,0.08617880940437317,0.08617880940437317,0.08617880940437317,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FAM114A2,ENSG00000055147,0.0855041891336441,0.0855041891336441,0.0855041891336441,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PBRM1,ENSG00000163939,0.08503157645463943,0.08503157645463943,0.08503157645463943,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC66A2,ENSG00000122490,0.08485659211874008,0.08485659211874008,0.08485659211874008,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FANCL,ENSG00000115392,0.08274456113576889,0.08274456113576889,0.08274456113576889,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BMP2K,ENSG00000138756,0.08182746917009354,0.08182746917009354,0.08182746917009354,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GBE1,ENSG00000114480,0.08000810444355011,0.08000810444355011,0.08000810444355011,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LRRIQ3,ENSG00000162620,0.08000810444355011,0.08000810444355011,0.08000810444355011,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
OTOL1,ENSG00000182447,0.08000810444355011,0.08000810444355011,0.08000810444355011,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GLIPR1L2,ENSG00000180481,0.07670875638723373,0.07670875638723373,0.07670875638723373,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
POLGARF,ENSG00000291307,0.07654079049825668,0.07654079049825668,0.07654079049825668,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LRRC43,ENSG00000158113,0.0764860287308693,0.0764860287308693,0.0764860287308693,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SERINC4,ENSG00000184716,0.07643258571624756,0.07643258571624756,0.07643258571624756,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CEBPZOS,ENSG00000218739,0.07638251781463623,0.07638251781463623,0.07638251781463623,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CREB3L4,ENSG00000143578,0.07636380195617676,0.07636380195617676,0.07636380195617676,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RPS19BP1,ENSG00000187051,0.07635856419801712,0.07635856419801712,0.07635856419801712,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SCARA3,ENSG00000168077,0.07609706372022629,0.07609706372022629,0.07609706372022629,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC45A1,ENSG00000162426,0.07438423484563828,0.07438423484563828,0.07438423484563828,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FXR1,ENSG00000114416,0.07386147975921631,0.07386147975921631,0.07386147975921631,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PSMD6,ENSG00000163636,0.07373452931642532,0.07373452931642532,0.07373452931642532,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CAPS2,ENSG00000180881,0.07325524836778641,0.07325524836778641,0.07325524836778641,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SMIM45,ENSG00000205704,0.07288134098052979,0.07288134098052979,0.07288134098052979,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GPR25,ENSG00000170128,0.07188452035188675,0.07188452035188675,0.07188452035188675,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SIPA1L1,ENSG00000197555,0.07179584354162216,0.07179584354162216,0.07179584354162216,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ARHGAP1,ENSG00000175220,0.07164325565099716,0.07164325565099716,0.07164325565099716,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DOCK4,ENSG00000128512,0.07163410633802414,0.07163410633802414,0.07163410633802414,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
C1orf216,ENSG00000142686,0.07113081961870193,0.07113081961870193,0.07113081961870193,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TYW1B,ENSG00000277149,0.0709581971168518,0.0709581971168518,0.0709581971168518,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CLTA,ENSG00000122705,0.07086588442325592,0.07086588442325592,0.07086588442325592,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
