gene,ensembl_id,gene_weight,max_l2g_score,mean_l2g_score,n_credible_sets,study,score_interpretation,selection_rule
CLIP3,ENSG00000105270,0.06985995173454285,0.06985995173454285,0.06985995173454285,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NTM,ENSG00000182667,0.06966299563646317,0.06966299563646317,0.06966299563646317,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC35G2,ENSG00000168917,0.06964617967605591,0.06964617967605591,0.06964617967605591,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZNF592,ENSG00000166716,0.06958851963281631,0.06958851963281631,0.06958851963281631,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ATXN7L3B,ENSG00000253719,0.06913518905639648,0.06913518905639648,0.06913518905639648,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
COA8,ENSG00000256053,0.06911712139844894,0.06911712139844894,0.06911712139844894,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CYCS,ENSG00000172115,0.06885439157485962,0.06885439157485962,0.06885439157485962,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NDUFA6,ENSG00000184983,0.06824035942554474,0.06824035942554474,0.06824035942554474,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC39A12,ENSG00000148482,0.06774219870567322,0.06774219870567322,0.06774219870567322,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GLCCI1,ENSG00000106415,0.0677071288228035,0.0677071288228035,0.0677071288228035,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
VPS29,ENSG00000111237,0.06769833713769913,0.06769833713769913,0.06769833713769913,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PRKACB,ENSG00000142875,0.06751948595046997,0.06751948595046997,0.06751948595046997,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ZNHIT3,ENSG00000273611,0.06697669625282288,0.06697669625282288,0.06697669625282288,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BAG4,ENSG00000156735,0.06695201247930527,0.06695201247930527,0.06695201247930527,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RPP30,ENSG00000148688,0.06675650179386139,0.06675650179386139,0.06675650179386139,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FAR2,ENSG00000064763,0.06630774587392807,0.06630774587392807,0.06630774587392807,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FAM124B,ENSG00000124019,0.06621632725000381,0.06621632725000381,0.06621632725000381,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CFAP58,ENSG00000120051,0.06598582863807678,0.06598582863807678,0.06598582863807678,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LSM1,ENSG00000175324,0.0657053291797638,0.0657053291797638,0.0657053291797638,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ARSA,ENSG00000100299,0.06545232981443405,0.06545232981443405,0.06545232981443405,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SPMIP4,ENSG00000153790,0.06543828547000885,0.06543828547000885,0.06543828547000885,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ATG13,ENSG00000175224,0.06537691503763199,0.06537691503763199,0.06537691503763199,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CHRM2,ENSG00000181072,0.06506484001874924,0.06506484001874924,0.06506484001874924,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FREM2,ENSG00000150893,0.06460350751876831,0.06460350751876831,0.06460350751876831,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MRM2,ENSG00000122687,0.06455578655004501,0.06455578655004501,0.06455578655004501,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC39A1,ENSG00000143570,0.06438733637332916,0.06438733637332916,0.06438733637332916,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
KAT5,ENSG00000172977,0.06377902626991272,0.06377902626991272,0.06377902626991272,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MINDY2,ENSG00000128923,0.06370922178030014,0.06370922178030014,0.06370922178030014,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PSD2,ENSG00000146005,0.06357594579458237,0.06357594579458237,0.06357594579458237,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RELA,ENSG00000173039,0.06304380297660828,0.06304380297660828,0.06304380297660828,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ASB5,ENSG00000164122,0.06287232786417007,0.06287232786417007,0.06287232786417007,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
WDR76,ENSG00000092470,0.06285768002271652,0.06285768002271652,0.06285768002271652,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GLIPR1L1,ENSG00000173401,0.0627342164516449,0.0627342164516449,0.0627342164516449,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TMEM184A,ENSG00000164855,0.06248559430241585,0.06248559430241585,0.06248559430241585,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LEPROT,ENSG00000213625,0.06214193254709244,0.06214193254709244,0.06214193254709244,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TRARG1,ENSG00000184811,0.06210564821958542,0.06210564821958542,0.06210564821958542,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PDIA3,ENSG00000167004,0.06209912523627281,0.06209912523627281,0.06209912523627281,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
EPHX2,ENSG00000120915,0.06189734861254692,0.06189734861254692,0.06189734861254692,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ADGRB1,ENSG00000181790,0.061652109026908875,0.061652109026908875,0.061652109026908875,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LEPR,ENSG00000116678,0.0608685128390789,0.0608685128390789,0.0608685128390789,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
TMEM243,ENSG00000135185,0.060327447950839996,0.060327447950839996,0.060327447950839996,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RPS17,ENSG00000182774,0.05968484282493591,0.05968484282493591,0.05968484282493591,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BTBD18,ENSG00000233436,0.05954260379076004,0.05954260379076004,0.05954260379076004,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SP3,ENSG00000172845,0.05951067805290222,0.05951067805290222,0.05951067805290222,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
XRCC3,ENSG00000126215,0.05928066745400429,0.05928066745400429,0.05928066745400429,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PNMA2,ENSG00000240694,0.0591927245259285,0.0591927245259285,0.0591927245259285,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CORO7,ENSG00000262246,0.059071097522974014,0.059071097522974014,0.059071097522974014,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
LHFPL6,ENSG00000183722,0.05814266577363014,0.05814266577363014,0.05814266577363014,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DCAF4L2,ENSG00000176566,0.05750381201505661,0.05750381201505661,0.05750381201505661,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CHST12,ENSG00000136213,0.05719590187072754,0.05719590187072754,0.05719590187072754,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PSMG3,ENSG00000157778,0.05719590187072754,0.05719590187072754,0.05719590187072754,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
RAB27B,ENSG00000041353,0.056519702076911926,0.056519702076911926,0.056519702076911926,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MYO1C,ENSG00000197879,0.05631691589951515,0.05631691589951515,0.05631691589951515,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BAG5,ENSG00000166170,0.05594721436500549,0.05594721436500549,0.05594721436500549,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PAK6,ENSG00000137843,0.05550224334001541,0.05550224334001541,0.05550224334001541,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
YJEFN3,ENSG00000250067,0.05547583848237991,0.05547583848237991,0.05547583848237991,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
CYP2D6,ENSG00000100197,0.05500157177448273,0.05500157177448273,0.05500157177448273,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
BHLHA9,ENSG00000205899,0.054932601749897,0.054932601749897,0.054932601749897,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NCK1,ENSG00000158092,0.0549042634665966,0.0549042634665966,0.0549042634665966,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
DNAJC6,ENSG00000116675,0.05461953580379486,0.05461953580379486,0.05461953580379486,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
NR2C1,ENSG00000120798,0.053853798657655716,0.053853798657655716,0.053853798657655716,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PARP8,ENSG00000151883,0.05355052277445793,0.05355052277445793,0.05355052277445793,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SNW1,ENSG00000100603,0.053470294922590256,0.053470294922590256,0.053470294922590256,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
C12orf43,ENSG00000157895,0.053242046386003494,0.053242046386003494,0.053242046386003494,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
PAQR3,ENSG00000163291,0.05263906717300415,0.05263906717300415,0.05263906717300415,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GATAD2B,ENSG00000143614,0.05172068625688553,0.05172068625688553,0.05172068625688553,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SCN3B,ENSG00000166257,0.0515003465116024,0.0515003465116024,0.0515003465116024,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ANKRD44,ENSG00000065413,0.05146671086549759,0.05146671086549759,0.05146671086549759,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
MAPT,ENSG00000186868,0.05116112530231476,0.05116112530231476,0.05116112530231476,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
EVA1A,ENSG00000115363,0.05112631246447563,0.05112631246447563,0.05112631246447563,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
EXOC6B,ENSG00000144036,0.05105392262339592,0.05105392262339592,0.05105392262339592,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SLC19A3,ENSG00000135917,0.05082137510180473,0.05082137510180473,0.05082137510180473,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
SRR,ENSG00000167720,0.05075757950544357,0.05075757950544357,0.05075757950544357,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
METAP1D,ENSG00000172878,0.05066565051674843,0.05066565051674843,0.05066565051674843,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
GPRIN3,ENSG00000185477,0.05049466714262962,0.05049466714262962,0.05049466714262962,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
ELFN1,ENSG00000225968,0.05037044361233711,0.05037044361233711,0.05037044361233711,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
FGD6,ENSG00000180263,0.05031586438417435,0.05031586438417435,0.05031586438417435,1,GCST90128471,Open Targets L2G prioritization score; not proof of causality,eligible under broad rule; gene_weight=max L2G score
